date,rv_actual,pred_log_har,pred_garch
2022-08-03,1.5540589737908279e+60,1.047893255739355e+60,9.760337615025628e+59
2022-08-04,9.222143808104886e+59,1.0866401177737188e+60,3.6867886871004997e+59
2022-08-05,1.3221956724075076e+60,1.0819576330224777e+60,2.608051289514037e+59
2022-08-08,9.831647503027013e+59,1.1707882853455424e+60,4.167497143413657e+59
2022-08-09,1.5820395299716382e+60,1.130645861988229e+60,4.412708032549609e+59
2022-08-10,1.8393521444062705e+60,1.2384267288722332e+60,5.064737976691065e+59
2022-08-11,7.9410355257747065e+59,1.2989840419237331e+60,5.340799341759228e+59
2022-08-12,1.9064320268052783e+60,1.2442664960951374e+60,6.143814631870913e+59
2022-08-15,1.0452070485023445e+60,1.3919691415566323e+60,9.112375913998538e+59
2022-08-16,1.821891006409849e+60,1.3817327325689728e+60,8.028231961819622e+59
2022-08-17,1.7849038633337535e+60,1.4497313544830136e+60,5.35908912184064e+59
2022-08-18,4.273208966976595e+60,1.437267856385984e+60,7.478484342794634e+59
2022-08-19,2.2333458946945792e+60,2.1858686968013583e+60,1.865226804548227e+60
2022-08-22,1.4767120352991053e+60,2.2114108935017893e+60,1.079218428832327e+60
2022-08-23,1.5547637522284319e+60,2.2699299012764068e+60,4.850903349104928e+59
2022-08-24,1.3168845764341403e+60,2.2218373481895712e+60,1.1100445236269797e+60
2022-08-25,2.3609925401588314e+60,2.1189548720313767e+60,8.328550719372218e+59
2022-08-26,6.643614049271035e+59,1.762551924028077e+60,2.3724908395860556e+59
2022-08-29,5.4359370315332e+59,1.397931408358888e+60,7.108871305772532e+59
2022-08-30,4.842901290163982e+59,1.2112655993071166e+60,4.613991183707917e+59
2022-08-31,1.4652899173837953e+60,1.0035063777046538e+60,4.821589921817437e+59
2022-09-01,3.359322005640947e+60,1.0641665172070657e+60,5.8947461783715975e+59
2022-09-02,1.866150669443747e+60,1.286856880992387e+60,5.810794085088805e+59
2022-09-05,1.3641763489275519e+60,1.5036375269014174e+60,8.024366747588836e+59
2022-09-06,1.4366558951279989e+60,1.6512640138669843e+60,4.961930307312387e+59
2022-09-07,2.936918702181239e+60,1.841876675897132e+60,6.827934415959056e+59
2022-09-08,1.2185030345923562e+60,2.1718829413000437e+60,5.21436919966271e+59
2022-09-09,1.5664074538692798e+60,1.697884631560198e+60,8.138191373102586e+59
2022-09-12,2.6311792718195576e+60,1.6513070535979844e+60,9.552596007282513e+59
2022-09-13,2.6393942324479214e+60,1.9258966959589973e+60,4.388196651140688e+59
2022-09-14,2.2819077878052744e+60,2.1659541365201847e+60,9.724030186669472e+59
2022-09-15,3.422916900194816e+60,2.0229108982922153e+60,5.651209940008611e+59
2022-09-16,4.834791411845452e+59,2.4879902199184897e+60,9.35654923380472e+59
2022-09-19,1.925761791461015e+60,2.149800733626078e+60,9.333626231573156e+59
2022-09-20,1.1820025854801816e+60,2.1011854360301583e+60,2.1774149461605204e+60
2022-09-21,4.590806429731031e+59,1.7884429731389905e+60,1.2118785075174441e+60
2022-09-22,1.3452297015036847e+60,1.3952671695869692e+60,7.913443432656102e+59
2022-09-23,2.7155635619110627e+60,1.0317814301573885e+60,8.119827139673245e+59
2022-09-26,1.6998230833598376e+60,1.4959458354627942e+60,6.939455207410138e+59
2022-09-27,2.5683363375661247e+60,1.4328263872887076e+60,1.2108384297809335e+60
2022-09-28,4.9292621803851064e+60,1.7231857793328316e+60,3.8512355159213613e+59
2022-09-29,6.733407497129338e+60,2.65718779099216e+60,2.8863604133813224e+59
2022-09-30,1.1001131894625134e+61,3.772438110093364e+60,2.5476542244841065e+59
2022-10-03,9.80883611336201e+60,5.520226822987497e+60,7.4378435350639915e+59
2022-10-04,6.689926462139286e+60,7.162284052358263e+60,1.7121823218043857e+60
2022-10-05,2.1169766808123818e+60,7.909497711770209e+60,1.0079390061361117e+60
2022-10-06,3.176816908767786e+60,7.091487773105207e+60,7.261594241207313e+59
2022-10-07,2.3384014663434993e+60,6.450209623292907e+60,7.500786319575486e+59
2022-10-10,1.1192181044564645e+61,4.677298293960777e+60,1.5012558818833103e+60
2022-10-11,5.849940570495095e+60,5.143286756201845e+60,6.7489261498723e+59
2022-10-12,4.8634025264305334e+60,4.8679926472886285e+60,8.127128150306211e+59
2022-10-13,6.040710264895097e+60,5.3867590902999724e+60,1.351124791462832e+60
2022-10-14,5.112405570630735e+60,5.987424834957271e+60,1.3787738635658416e+60
2022-10-17,1.3359418297620734e+61,6.50733399039959e+60,1.2012395726897324e+60
2022-10-18,5.5834749338835035e+60,7.100134995914556e+60,1.7639815976124103e+60
2022-10-19,5.923131584221103e+60,6.857533589387396e+60,3.1886811994275217e+59
2022-10-20,3.5225787627417854e+60,7.069342602747188e+60,9.768231248113904e+59
2022-10-21,2.0308175556254986e+60,6.462917567464434e+60,6.3371202775702965e+59
2022-10-24,2.606595328234719e+60,5.762268526552981e+60,2.5724882449781444e+59
2022-10-25,3.2695969966004045e+60,3.716044339426103e+60,6.838628301444247e+59
2022-10-26,2.6705006452790847e+60,3.290628686081781e+60,1.3876830838474912e+60
2022-10-27,2.0117860498335657e+60,2.6460620085931996e+60,9.105867683155168e+59
2022-10-28,1.1646627447543253e+60,2.33868027846061e+60,1.3239827771637813e+60
2022-10-31,2.1928651328107182e+60,2.1444709326901373e+60,2.5225210767472968e+60
2022-11-01,1.0602483144857427e+60,2.108702466855794e+60,3.4769987718331956e+60
2022-11-02,3.0990398566057395e+60,1.662210401099742e+60,5.652594671265375e+60
2022-11-03,2.8128657869261717e+60,1.8018378199727345e+60,5.1515728045779105e+60
2022-11-04,1.0762277794485816e+60,1.9551836555994148e+60,3.570211236956478e+60
2022-11-07,1.596755776854087e+60,1.887127632983471e+60,1.214592697702267e+60
2022-11-08,1.3139068466539377e+60,1.796554112275967e+60,1.641515455586983e+60
2022-11-09,2.3780634506924924e+60,1.8356740538742218e+60,1.2409745577952279e+60
2022-11-10,4.9751261909085865e+60,1.7370035129238307e+60,5.650351047196111e+60
2022-11-11,1.0737883648049636e+60,2.2024208701957045e+60,3.1720269326484044e+60
2022-11-14,1.9568007766446665e+60,2.113471426188748e+60,2.570395360786336e+60
2022-11-15,1.9383115296840444e+60,2.2255059249638196e+60,3.1327434168272006e+60
2022-11-16,3.1904980474389154e+60,2.3514766308600305e+60,2.6931792455864252e+60
2022-11-17,2.890053818311259e+60,2.5659018379207303e+60,6.797466050941362e+60
2022-11-18,1.451966672358046e+60,2.149862015295269e+60,3.0889507125148077e+60
2022-11-21,1.4250540230852914e+60,2.1911591244678012e+60,3.096627454766812e+60
2022-11-22,1.0314179778838572e+60,2.0903819426183916e+60,1.8966867028539905e+60
2022-11-23,2.770740184085538e+60,1.897448261918352e+60,1.098339741583117e+60
2022-11-24,2.0995060466645007e+60,1.8673171335102277e+60,1.3513216067017741e+60
2022-11-25,5.5237546894391516e+60,1.6986821369874174e+60,1.6938838512159117e+60
2022-11-28,3.1870189396411298e+60,2.5684085390621527e+60,1.409313909464637e+60
2022-11-29,1.672289045391259e+60,2.8797820634754408e+60,1.0675140404445758e+60
2022-11-30,8.230522394772345e+59,2.952860245934899e+60,6.290074881958793e+59
2022-12-01,5.410867547757799e+59,2.5208314312140575e+60,1.1239353675475128e+60
2022-12-02,5.385897193301279e+59,2.1947492179128885e+60,5.792672461397926e+59
2022-12-05,1.2532671901431574e+60,1.2520792679920998e+60,1.5748478809549855e+60
2022-12-06,1.628982232877778e+60,9.108012984656829e+59,1.4752917368152748e+60
2022-12-07,5.198376833462142e+59,9.086426533559148e+59,6.02619727928011e+59
2022-12-08,1.5450795532348518e+60,8.238251189893153e+59,8.247269078785222e+59
2022-12-09,1.006554732483994e+60,1.0440795061371045e+60,6.930138845602794e+59
2022-12-12,1.2668855741848782e+60,1.1231045781005914e+60,1.2193331500722758e+60
2022-12-13,3.210069473346144e+60,1.1380908509358285e+60,2.5408773687825848e+60
2022-12-14,3.520294420452076e+60,1.4814420091611731e+60,6.479918184522382e+59
2022-12-15,2.0137356511095432e+60,2.0864264338496464e+60,1.0067332626665004e+60
2022-12-16,1.0763166653209317e+60,2.146675929708333e+60,1.0131742944225192e+60
2022-12-19,4.051509044981521e+59,2.127789066770067e+60,1.63954918176837e+60
2022-12-20,7.460259611443629e+59,1.9114899722672407e+60,1.516714760179691e+60
2022-12-21,9.865349591672006e+59,1.4690797635707143e+60,7.923003597749517e+59
2022-12-22,5.819992884110617e+59,9.897667501165e+59,7.47169650379743e+59
2022-12-23,7.507536259765167e+59,7.037602355162067e+59,5.483783270646503e+59
2022-12-26,8.743776799558093e+59,6.486362266316614e+59,1.4093474537803145e+60
2022-12-27,7.834569368782903e+59,7.427703403978828e+59,1.1113755055558473e+60
2022-12-28,5.537098013586555e+59,7.532183788082801e+59,2.8104712646587576e+60
2022-12-29,7.529785503477878e+59,6.6619556452504445e+59,1.716394862687197e+60
2022-12-30,9.8465116188844e+59,7.063580054567201e+59,9.111923837679697e+59
2023-01-02,4.453314754820698e+59,7.572780087164193e+59,4.5136720812421495e+59
2023-01-03,1.4699085299435161e+60,6.585525164180587e+59,2.9027901297326713e+59
2023-01-04,9.991352213318558e+59,8.156272651575916e+59,2.8198705510007135e+59
2023-01-05,9.203685477762929e+59,8.944756854511733e+59,6.389632319159053e+59
2023-01-06,1.3518039335836727e+60,9.264338821740396e+59,8.424292237496834e+59
2023-01-09,1.2350904282776068e+60,1.007874175049188e+60,2.96753321153035e+59
2023-01-10,1.904314094365402e+60,1.1624701699529033e+60,7.855150555033125e+59
2023-01-11,1.6127959252402648e+60,1.2620905088179207e+60,5.376233235966646e+59
2023-01-12,8.933008010396434e+59,1.3781642147624036e+60,6.569498957293598e+59
2023-01-13,1.2409553760180367e+60,1.3558651721597776e+60,1.633759295095049e+60
2023-01-16,5.528920350067438e+59,1.3527699257167033e+60,1.8315819035297422e+60
2023-01-17,8.410825675109056e+59,1.1924886482012617e+60,1.0869521390345176e+60
2023-01-18,8.121727278835895e+59,9.965881280282861e+59,5.856843623038854e+59
2023-01-19,6.830217473878047e+59,8.368120257282973e+59,2.2818398768131045e+59
2023-01-20,6.599229437832996e+59,7.916727920268047e+59,3.829901254482713e+59
2023-01-23,2.153826725181666e+59,6.7801291989295425e+59,5.100133871567317e+59
2023-01-24,3.437363226381134e+59,5.936665077135074e+59,3.132995325698056e+59
2023-01-25,5.1948833164826455e+59,5.071396307476344e+59,3.890755604667392e+59
2023-01-26,5.891402159677855e+59,4.570894642094512e+59,4.542008278637579e+59
2023-01-27,2.987399474671658e+59,4.407876650604906e+59,4.115880015641632e+59
2023-01-30,9.013744837925744e+59,3.6425348445471477e+59,2.9485122532157604e+59
2023-01-31,4.087960674510973e+59,5.09900062766725e+59,3.8938138658660477e+59
2023-02-01,9.004095095523839e+59,5.118472697531779e+59,5.093509408091289e+59
2023-02-02,9.207912001981787e+59,5.977237311623889e+59,2.4493666121934893e+59
2023-02-03,4.984568410826776e+59,6.644578635121025e+59,7.456639058157448e+59
2023-02-06,1.6980590870430904e+60,6.927576071248122e+59,5.321711114272691e+59
2023-02-07,5.299948645461282e+59,8.764734468957887e+59,4.834529893264452e+59
2023-02-08,1.1310050583641659e+60,8.736317870736458e+59,6.970405250393242e+59
2023-02-09,1.6162895126684375e+60,9.390747733860498e+59,6.480227001907088e+59
2023-02-10,7.390379828891271e+59,1.0906182664630142e+60,9.80491271803817e+59
2023-02-13,1.8130234091502012e+60,1.117331699490976e+60,8.492690841494394e+59
2023-02-14,1.0325775517797177e+60,1.166620608117678e+60,4.837839469010668e+59
2023-02-15,1.1166147572887686e+60,1.2500203278230053e+60,6.416307170863952e+59
2023-02-16,1.1396984742594815e+60,1.2479714066884427e+60,3.045007582653806e+59
2023-02-17,8.83664667201015e+59,1.1516998820473207e+60,4.338553125389866e+59
2023-02-20,1.4191707995301908e+60,1.172118315383114e+60,4.25056307240667e+59
2023-02-21,1.6972650930048046e+60,1.106115567179871e+60,3.600960881978221e+59
2023-02-22,4.22922212847753e+59,1.2436154831574071e+60,3.457063577510376e+59
2023-02-23,1.5232415226487015e+60,1.0599408037062709e+60,1.2280704376628385e+59
2023-02-24,4.198342510318173e+59,1.1733250976627853e+60,1.7723779167802828e+59
2023-02-27,1.3030242688871471e+60,1.041505525300661e+60,2.67493732930778e+59
2023-02-28,2.0215568392190494e+60,1.050535778623788e+60,3.0626603701875637e+59
2023-03-01,6.9155300561259145e+59,1.125254221052755e+60,1.62761187783464e+59
2023-03-02,6.664171213247585e+59,1.1446995338144082e+60,4.578038321853801e+59
2023-03-03,4.0926798519145545e+59,9.754214020454796e+59,2.2441510505674673e+59
2023-03-06,6.099251771648803e+59,9.60976776846977e+59,4.600171085626863e+59
2023-03-07,6.013466206627355e+59,8.375938100862166e+59,4.805094450001022e+59
2023-03-08,1.0154580887218843e+60,5.622379564055259e+59,2.7023827489296933e+59
2023-03-09,1.760161395209099e+60,6.349727084433813e+59,8.608454752483053e+59
2023-03-10,2.6693156353779988e+60,8.61444253688365e+59,3.02637146209205e+59
2023-03-13,1.1724087807816229e+60,1.3271714817325867e+60,5.787350731617871e+59
2023-03-14,9.862710922806612e+59,1.4097547255349435e+60,8.334494401892837e+59
2023-03-15,3.9146866595605836e+59,1.4785623309049707e+60,4.059608377584691e+59
2023-03-16,4.952301823092498e+59,1.3235470571136797e+60,9.242619864117629e+59
2023-03-17,1.3564024052504118e+60,1.0876014447604222e+60,5.567013211964582e+59
2023-03-20,2.642903953226587e+60,8.568905766570483e+59,5.826486560058172e+59
2023-03-21,7.542386653215397e+59,1.168420780703744e+60,5.953250389646777e+59
2023-03-22,6.081709168568417e+59,1.0824657661731492e+60,4.67862399170352e+59
2023-03-23,8.05756219009691e+59,1.1199027994108764e+60,7.300422731220765e+59
2023-03-24,1.0664576341364083e+60,1.192174106257801e+60,8.805530050654879e+59
2023-03-27,6.0719638631426015e+59,1.1425149908308202e+60,2.499625148289938e+59
2023-03-28,8.843911594520515e+59,7.29907498878081e+59,7.72550153212608e+59
2023-03-29,6.025815826850727e+59,7.624981570446663e+59,2.4369620388075085e+59
2023-03-30,6.83173158325162e+59,7.542896839727502e+59,6.621675373776047e+59
2023-03-31,9.690153685161112e+59,7.352744177889957e+59,1.039731114839671e+60
2023-04-03,8.039848107526892e+59,7.2292360409515305e+59,3.9123783455274086e+59
2023-04-04,5.795505107284509e+59,7.57456704504408e+59,3.5031509208755985e+59
2023-04-05,6.117981094654075e+59,6.910309155076116e+59,2.1995121297255747e+59
2023-04-06,6.315050018151365e+59,6.938782304480516e+59,3.1457976259984446e+59
2023-04-07,5.369160717032925e+59,6.844150186302128e+59,3.1442803474587943e+59
2023-04-10,5.17707545597501e+59,5.984592105773214e+59,5.21477134608018e+59
2023-04-11,1.482148289651058e+60,5.4424894559645095e+59,9.028818282789539e+59
2023-04-12,1.3540365364656625e+60,7.429519995353832e+59,1.3741355343194637e+60
2023-04-13,8.090967211617036e+59,8.894607338369681e+59,6.462872622967823e+59
2023-04-14,1.1747802014436043e+60,9.12147131566292e+59,5.2139389026052535e+59
2023-04-17,7.814185771875922e+59,1.047660512457715e+60,2.1853182386629734e+59
2023-04-18,1.6735491986414017e+60,1.0871307030308927e+60,2.5717020362735393e+59
2023-04-19,1.4637478389407226e+60,1.1487187202046892e+60,6.89445744389133e+59
2023-04-20,1.0218054547661865e+60,1.1698702751064037e+60,1.3515973875375666e+60
2023-04-21,1.2318707937881605e+60,1.1998320098735025e+60,4.362167438518211e+59
2023-04-24,4.0096571016401412e+59,1.2158387225605068e+60,3.2315865324181635e+59
2023-04-25,3.5336180609124743e+59,1.1048307585825225e+60,4.170079383938759e+59
2023-04-26,2.8862089289338136e+59,8.46908710077422e+59,5.5146212369813365e+59
2023-04-27,5.373094041796085e+59,6.173679258714513e+59,3.277103911997412e+59
2023-04-28,1.5627190393194523e+60,5.347041791158091e+59,4.565244293679846e+59
2023-05-01,3.6674399493932285e+60,6.1585613876502225e+59,3.2125192190685145e+59
2023-05-02,2.883078958450667e+60,1.2967338275605483e+60,3.5563303789510764e+59
2023-05-03,2.494133292469291e+60,1.8014863475851487e+60,5.000574271545105e+59
2023-05-04,6.285609989389754e+59,2.239669428637997e+60,4.238569781152291e+59
2023-05-05,8.432499330333843e+59,2.1717382815082764e+60,3.08308030253264e+59
2023-05-08,7.5197364795562255e+59,2.045960255283937e+60,3.193795531470986e+59
2023-05-09,6.882286032610834e+59,1.4637340524505115e+60,3.297170919570758e+59
2023-05-10,7.640109859373087e+59,1.030846034416861e+60,2.8287462672548586e+59
2023-05-11,5.814236309634854e+59,6.970960421718782e+59,2.712222179345035e+59
2023-05-12,2.111574004271045e+59,6.838128917306053e+59,7.529330985994227e+59
2023-05-15,7.926670087841909e+59,5.4776357201722466e+59,7.099396080776966e+59
2023-05-16,3.8010604742191204e+59,5.7657516951007335e+59,4.355898477334605e+59
2023-05-17,6.284523361580433e+59,5.070966126057032e+59,6.064358850518532e+59
2023-05-18,2.1750826464644145e+60,4.884577153600441e+59,4.172251661709182e+59
2023-05-19,7.485408483310283e+59,8.241209334957187e+59,8.550174040447969e+59
2023-05-22,1.7458810030652327e+59,9.05797830788024e+59,7.692588061010281e+59
2023-05-23,4.53905453409813e+59,7.5465841635517445e+59,5.445378944801185e+59
2023-05-24,1.2368022738902838e+60,7.909260071980709e+59,6.397448390827393e+59
2023-05-25,3.152054907692543e+60,9.330405123911418e+59,2.2845513748114682e+59
2023-05-26,8.457677731066468e+59,1.1514764519085183e+60,1.866699037090674e+59
2023-05-29,1.2484846413009289e+60,1.1272777630240177e+60,1.52472424385303e+59
2023-05-30,8.67804843789558e+59,1.3514916134797263e+60,2.753214252166985e+59
2023-05-31,9.612294073435668e+59,1.4209787840459283e+60,7.933977076793635e+59
2023-06-01,4.961850374748826e+60,1.3779129477895273e+60,1.868410594109083e+60
2023-06-02,1.0653018323484183e+60,1.8137619581687475e+60,1.523234094922874e+60
2023-06-05,1.3764362375216113e+60,1.7852504081828974e+60,1.3136687220284762e+60
2023-06-06,1.737452665276709e+60,1.8213339561881227e+60,3.7171951300299276e+59
2023-06-07,2.8910234863186814e+60,2.006370011755375e+60,4.378780764385622e+59
2023-06-08,2.1964318653415215e+60,2.4237054185309213e+60,3.9513265910251957e+59
2023-06-09,2.0008344997714376e+60,1.8374213264432378e+60,3.613911308456185e+59
