,RV_d,RV_w,RV_m,RV_next,logRV_d,logRV_w,logRV_m,logRV_next,pred_rv,sigma_dyn,ss_dyn,ss_cls
2015-06-15,9.19041810073647e-06,4.376665930087568e-06,2.777390351771843e-06,1.1105464890950507e-05,-11.597349127448041,-12.339223326614517,-12.793998793521743,-11.408073238283812,3.6502775904990246e-06,0.8024393852273379,2.640025577397942,3.3160418681987163
2015-06-22,1.1105464890950507e-05,7.03086803854194e-06,2.9501653701573072e-06,1.0797045690482695e-05,-11.408073238283812,-11.865200383442518,-12.733649331503276,-11.436238008432483,4.080610268100776e-06,0.848421859273426,2.7913079170095716,3.3160418681987163
2015-06-29,1.0797045690482695e-05,9.188645190704256e-06,3.3146615860762444e-06,8.495185349194603e-06,-11.436238008432483,-11.597542054585796,-12.617155025185735,-11.676010984456317,4.098371711692421e-06,0.8502662935472293,2.7973761057703843,3.3160418681987163
2015-07-06,8.495185349194603e-06,9.897028507841069e-06,3.7579341898967846e-06,5.773511295444142e-06,-11.676010984456317,-11.523275996601098,-12.491641169128258,-12.062230119127188,3.6634183765046797e-06,0.8038824550986453,2.644773277274543,3.3160418681987163
2015-07-13,5.773511295444142e-06,9.042801806517986e-06,4.14333764751525e-06,3.434789038454801e-06,-12.062230119127188,-11.613541497230583,-12.394008899875733,-12.581555049472959,2.997123574653797e-06,0.7271125075041206,2.392200149688557,3.3160418681987163
2015-07-20,3.434789038454801e-06,7.1251328433940605e-06,4.400477865253661e-06,1.6048608709334733e-06,-12.581555049472959,-11.851882187296484,-12.333797417197767,-13.342473489916289,2.2550768840931734e-06,0.630710363284159,2.075037095204883,3.3160418681987163
2015-07-27,1.6048608709334733e-06,4.827086638506754e-06,4.523671016852199e-06,4.1484219123743083e-07,-13.342473489916289,-12.24126745271968,-12.306186721883284,-14.69536765111215,1.4649605636751475e-06,0.5083493320860135,1.6724693025629844,3.3160418681987163
2015-08-03,4.1484219123743083e-07,2.807000849017462e-06,4.552184108492176e-06,1.2259865727180699e-08,-14.69536765111215,-12.783393958120213,-12.29990341633157,-18.2169348586043,6.690981851906267e-07,0.3435533726622787,1.130290596058897,3.3160418681987163
2015-08-10,1.2259865727180699e-08,1.366687991588222e-06,4.551575667105456e-06,1.2399431633138628e-08,-18.2169348586043,-13.503120269442718,-12.300037084486844,-18.205615201423132,8.450535203110303e-08,0.12209317793507782,0.401686555406406,3.3160418681987163
2015-08-17,1.2399431633138628e-08,5.110905898828062e-07,4.550540180339096e-06,1.0947657005520129e-14,-18.205615201423132,-14.48671898284078,-12.300264611094542,-27.631021115928547,8.814178553014333e-08,0.12469246556034283,0.4102382116935279,3.3160418681987163
2015-08-24,1.0947657005520129e-14,1.0987537488635222e-07,4.512951222940222e-06,1.981439249400497e-07,-27.631021115928547,-16.023919069011946,-12.308559245300968,-15.434272176674487,3.4125528729755935e-10,0.007758700450416259,0.025526124481869493,3.3160418681987163
2015-08-31,1.981439249400497e-07,5.570080831200693e-08,4.361582518563807e-06,1.3246567443344033e-06,-15.434272176674487,-16.703271178233248,-12.342675603485105,-13.53435719296785,4.909611576550591e-07,0.2942882060333924,0.968208197849861,3.3160418681987163
2015-09-07,1.3246567443344033e-06,3.8380002796381256e-07,4.027967492693581e-06,2.7901463191310396e-06,-13.53435719296785,-14.773144180512437,-12.422248653474789,-12.789416519373157,1.3886224652300124e-06,0.4949272702797596,1.628310719220409,3.3160418681987163
2015-09-14,2.7901463191310396e-06,1.0782367498382879e-06,3.5356388941085476e-06,3.3633175613405463e-06,-12.789416519373157,-13.740183490074267,-12.552616541110615,-12.602582701671158,2.013431689209567e-06,0.5959608627893006,1.960711238576799,3.3160418681987163
2015-09-21,3.3633175613405463e-06,1.9190661374365102e-06,2.940089099523166e-06,2.7007368662137174e-06,-12.602582701671158,-13.163671877000807,-12.73707067111264,-12.821985908775593,2.0991297621198917e-06,0.6085117008225469,2.0020034957061794,3.3160418681987163
2015-09-28,2.7007368662137174e-06,2.544714372754927e-06,2.317296113040937e-06,1.247993965526026e-06,-12.821985908775593,-12.881492145004755,-12.975109520489479,-13.593973123344412,1.7125725117946141e-06,0.5496342339052126,1.8082966295481495,3.3160418681987163
2015-10-05,1.247993965526026e-06,2.525548678052833e-06,1.759819852758739e-06,2.751436428426292e-07,-13.593973123344412,-12.889052220604048,-13.250299110540066,-15.105972538041083,1.006390563269939e-06,0.421339881047139,1.3862082086450873,3.3160418681987163
2015-10-12,2.751436428426292e-07,1.8967980089807303e-06,1.336868494866315e-06,7.585316463195816e-09,-15.105972538041083,-13.175343351868515,-13.52518062304673,-18.69705150277555,3.846698823668573e-07,0.26049139573028823,0.8570166919526483,3.3160418681987163
2015-10-19,7.585316463195816e-09,1.0578649477613927e-06,1.073237439328499e-06,3.589912751373199e-08,-18.69705150277555,-13.759257881294666,-13.744830833307851,-17.14255284498617,4.377578960071748e-08,0.08787519152506333,0.28910938011745835,3.3160418681987163
2015-10-26,3.589912751373199e-08,3.916555130863963e-07,9.525480744500574e-07,9.33405580062292e-08,-17.14255284498617,-14.752883176667968,-13.864125259355639,-16.187011118231457,1.1085298100497567e-07,0.13983728347360624,0.46006466262816453,3.3160418681987163
2015-11-02,9.33405580062292e-08,1.0299216120644708e-07,9.278171795861188e-07,7.062227037293447e-08,-16.187011118231457,-16.088612956404667,-13.890431128324535,-16.46592029781349,2.039505278735172e-07,0.18967570513085866,0.624033069880525,3.3160418681987163
2015-11-09,7.062227037293447e-08,5.1861818089023394e-08,9.323065953281e-07,6.79639534431743e-09,-16.46592029781349,-16.774682999814004,-13.88560411141361,-18.806873461739038,1.7732015898782107e-07,0.17685948107311533,0.5818676927305495,3.3160418681987163
2015-11-16,6.79639534431743e-09,5.16645878093038e-08,9.318755925366521e-07,5.8781535016637306e-08,-18.806873461739038,-16.77849324545372,-13.88606651557339,-16.649438061688976,4.404927077505945e-08,0.08814925617791955,0.29001105282535533,3.3160418681987163
2015-11-23,5.8781535016637306e-08,5.7385189685030125e-08,9.36397248234266e-07,5.022207854477762e-07,-16.649438061688976,-16.673479586338193,-13.88122603999879,-14.50422600229452,1.5858442202721597e-07,0.16725517045999175,0.5502695108133728,3.3160418681987163
2015-11-30,5.022207854477762e-07,1.5960524654541687e-07,9.597877759656295e-07,1.5810185344665827e-06,-14.50422600229452,-15.650562279379427,-13.856553643625844,-13.357441276550386,5.512225014538862e-07,0.3118263126428966,1.02590856859513,3.3160418681987163
2015-12-07,1.5810185344665827e-06,5.372043125688289e-07,9.79507913668105e-07,2.338805798681113e-06,-13.357441276550386,-14.436887344465015,-13.83621552030083,-12.965870101307662,1.049419068261108e-06,0.4302528601197898,1.4155319097941084,3.3160418681987163
2015-12-14,2.338805798681113e-06,1.1202066634030278e-06,9.447894120950336e-07,1.9298515558752604e-06,-12.965870101307662,-13.701997368783596,-13.87230377863004,-13.158067472059786,1.2778389796270288e-06,0.4747744685702969,1.562008001596277,3.3160418681987163
2015-12-21,1.9298515558752604e-06,1.5879741686176837e-06,8.345227962900116e-07,7.040674176961546e-07,-13.158067472059786,-13.353051461885181,-13.996405776913843,-14.16639172160048,1.0892560611465814e-06,0.43834320935342086,1.4421491587727546,3.3160418681987163
2015-12-28,7.040674176961546e-07,1.638435826679778e-06,6.809328387117376e-07,1.211582557899307e-08,-14.16639172160048,-13.321768535470317,-14.199802157228993,-18.22875333980836,5.659879317994194e-07,0.31597511162972564,1.0395581172617974,3.3160418681987163
2016-01-04,1.211582557899307e-08,1.2462101494578807e-06,5.858652894850427e-07,1.3126048288766288e-06,-18.22875333980836,-13.595403492544401,-14.350175955221026,-13.543496976049752,4.900859055032261e-08,0.0929791125633973,0.3059012803335771,3.3160418681987163
2016-01-11,1.3126048288766288e-06,9.896599070067597e-07,6.656699961030427e-07,3.581201619774027e-06,-13.543496976049752,-13.825904481113131,-14.222471790554165,-12.539812165887275,8.299214447808938e-07,0.38262010252906165,1.258820137320613,3.3160418681987163
2016-01-18,3.581201619774027e-06,1.4024974229814514e-06,9.405635578961836e-07,5.420924091811281e-06,-12.539812165887275,-13.477256036997629,-13.876786611651688,-12.125244260401473,1.6312602253837936e-06,0.5364273517986394,1.7648459874175237,3.3160418681987163
2016-01-25,5.420924091811281e-06,2.5817115915102327e-06,1.3547962474575335e-06,6.011163570220639e-06,-12.125244260401473,-12.867057971426163,-13.511859485819492,-12.021892222462371,2.2485977567108214e-06,0.6298036553433053,2.0720540260794746,3.3160418681987163
2016-02-01,6.011163570220639e-06,4.081473527670644e-06,1.8100134022432572e-06,5.2553229961915865e-06,-12.021892222462371,-12.409052476007519,-13.222176308159668,-12.156269090977778,2.5389251685861957e-06,0.6692282120014106,2.201760817484641,3.3160418681987163
2016-02-08,5.2553229961915865e-06,5.067153069499384e-06,2.2088365349985384e-06,3.9099533449900434e-06,-12.156269090977778,-12.192731422828823,-13.023044635812363,-12.4519851162658,2.4511543771913654e-06,0.6575588430981344,2.163368593792862,3.3160418681987163
2016-02-15,3.9099533449900434e-06,5.149341000803388e-06,2.509079377278979e-06,2.364944440519267e-06,-12.4519851162658,-12.17664181248539,-12.895594654062103,-12.954756028677188,2.124832564883005e-06,0.6122258279796452,2.0142229740530326,3.3160418681987163
2016-02-22,2.364944440519267e-06,4.385346087980385e-06,2.686476523856104e-06,9.475951855169356e-07,-12.954756028677188,-12.337242009831455,-12.82728006537663,-13.869338445387081,1.6135045143160686e-06,0.5334999496957376,1.7552148344989766,3.3160418681987163
2016-02-29,9.475951855169356e-07,3.1194539918044586e-06,2.720736093092193e-06,1.0820301019056505e-07,-13.869338445387081,-12.677852574084406,-12.814608091807656,-16.039256650305813,9.511674826080467e-07,0.4096168257433518,1.3476393566956273,3.3160418681987163
2016-03-07,1.0820301019056505e-07,1.8326739953042033e-06,2.607442591224807e-06,1.4238675866976938e-08,-16.039256650305813,-13.209734458004526,-12.857140667102042,-18.067303922155727,2.6367712948630724e-07,0.21566790591412666,0.7095474104574767,3.3160418681987163
2016-03-14,1.4238675866976938e-08,8.587453280234366e-07,2.4286297356237194e-06,7.044270323742197e-08,-18.067303922155727,-13.967793433863154,-12.92818335446534,-16.46846617760073,7.958215520558767e-08,0.1184832991533645,0.3898100542145692,3.3160418681987163
2016-03-21,7.044270323742197e-08,2.851198937029753e-07,2.285598285420809e-06,1.1891787904361108e-08,-16.46846617760073,-15.070356065479078,-12.988882736196034,-18.24741776712256,2.1096334277737916e-07,0.1929091331843303,0.6346710481764467,3.3160418681987163
2016-03-28,1.1891787904361108e-08,5.1194044299831686e-08,2.232354006206056e-06,1.1609813685970087e-07,-18.24741776712256,-16.78764263393582,-13.012453921090612,-15.968829996091392,7.740473578493596e-08,0.1168511676983277,0.38444034172749814,3.3160418681987163
2016-04-04,1.1609813685970087e-07,5.316782596711565e-08,2.240352645535341e-06,6.285692807561839e-07,-15.968829996091392,-16.74981239860323,-13.008877273445728,-14.279819583080009,3.001221872895296e-07,0.23009031669732,0.7569971419341828,3.3160418681987163
2016-04-11,6.285692807561839e-07,2.0675047718941738e-07,2.187734526449153e-06,8.031888527860746e-07,-14.279819583080009,-15.391753194994887,-13.032644012370406,-14.034675966608647,7.757065525086089e-07,0.3699116595384885,1.2170093598816272,3.3160418681987163
2016-04-18,8.031888527860746e-07,3.8993701457658055e-07,1.974041236680849e-06,3.956582230997785e-07,-14.034675966608647,-14.757280611951115,-13.13542772726193,-14.74271507133421,8.537279201152117e-07,0.3880690725996125,1.2767472488527252,3.3160418681987163
2016-04-25,3.956582230997785e-07,4.858786233754349e-07,1.5874823237030411e-06,8.978362457600458e-11,-14.74271507133421,-14.53730699037876,-13.353361240916804,-23.133618511636453,5.24759238751819e-07,0.3042491244290127,1.0009796193714517,3.3160418681987163
2016-05-02,8.978362457600458e-11,4.568765350666537e-07,1.1250920324264209e-06,6.982576797051649e-07,-23.133618511636453,-14.598852646521001,-13.697645719052606,-14.174677633677971,3.2622925924908117e-09,0.023988922721026453,0.07892355575217704,3.3160418681987163
2016-05-09,6.982576797051649e-07,4.74298634803899e-07,7.745485465428499e-07,1.8673368203575528e-06,-14.174677633677971,-14.561428682405834,-14.070985497913972,-13.190997302414443,6.093127889213388e-07,0.3278456587568671,1.0786122173100927,3.3160418681987163
2016-05-16,1.8673368203575528e-06,7.403356266967684e-07,6.174241984941969e-07,2.323190635362414e-06,-13.190997302414443,-14.116162203980494,-14.297709531454334,-12.972569043245885,1.0139844669284859e-06,0.42292654204505176,1.3914283233282203,3.3160418681987163
2016-05-23,2.323190635362414e-06,1.2222187297624275e-06,6.142123673282851e-07,1.7173236882740478e-06,-12.972569043245885,-13.61484271997331,-14.302925093472782,-13.274743474146153,1.1324515072381733e-06,0.4469501603946617,1.470466027698437,3.3160418681987163
2016-05-30,1.7173236882740478e-06,1.6515272059247953e-06,6.734222521557552e-07,5.658354135557761e-07,-13.274743474146153,-13.313810118787858,-14.210893286281053,-14.384962589801194,9.589237648892637e-07,0.41128354225092223,1.3531228540055342,3.3160418681987163
2016-06-06,5.658354135557761e-07,1.618421639387448e-06,7.086247447223099e-07,8.911029067081503e-09,-14.384962589801194,-13.33405918032991,-14.159939724545705,-18.535976106388535,5.024552050239962e-07,0.2977131138633851,0.979476144610537,3.3160418681987163
2016-06-13,8.911029067081503e-09,1.1538151915648302e-06,7.082149257377026e-07,2.7611442808501725e-07,-18.535976106388535,-13.672436548660786,-14.160518221893826,-15.102450462638886,4.303699683274386e-08,0.0871305126881279,0.28665938674394076,3.3160418681987163
2016-06-20,2.7611442808501725e-07,6.420461397454809e-07,7.240358276490561e-07,1.2253916731188897e-06,-15.102450462638886,-14.258605667076454,-14.138424960081956,-13.61225003191306,3.4092795721695084e-07,0.245233952896148,0.8068197050283269,3.3160418681987163
2016-06-27,1.2253916731188897e-06,5.190631359566915e-07,8.173819726655583e-07,2.7050054533437854e-06,-13.61225003191306,-14.471240311937011,-14.017159320542484,-12.82040662964428,8.608178688986044e-07,0.3896771382487223,1.2820377848382964,3.3160418681987163
2016-07-04,2.7050054533437854e-06,1.0538556459036936e-06,1.0165286893181802e-06,3.7160612370416132e-06,-12.82040662964428,-13.763055075570396,-13.799116980647977,-12.50284625785847,1.4236535624315577e-06,0.5011312087796237,1.648721676884962,3.3160418681987163
2016-07-11,3.7160612370416132e-06,1.9806431978973264e-06,1.2540280705709054e-06,2.887335264594276e-06,-12.50284625785847,-13.132088918586438,-13.589149731178798,-12.755176534966607,1.776811595779912e-06,0.55984780565398,1.8418992806015941,3.3160418681987163
2016-07-18,2.887335264594276e-06,2.633448407024641e-06,1.4143470253253826e-06,8.842012035351618e-07,-12.755176534966607,-12.847216389244059,-13.468842599578512,-13.938581194398033,1.5623491518958264e-06,0.5249746569068109,1.7271666212234078,3.3160418681987163
2016-07-25,8.842012035351618e-07,2.5481507896287095e-06,1.451927254589643e-06,1.231843249924521e-07,-13.938581194398033,-12.880142642402296,-13.442618742961598,-15.909584026145819,7.7901596767298e-07,0.3706999011296249,1.219602674716466,3.3160418681987163
2016-08-01,1.231843249924521e-07,1.9026955075408762e-06,1.461396065464095e-06,3.841312260241445e-06,-15.909584026145819,-13.172238988999771,-13.43611836989886,-12.469696515304676,2.441302406903578e-07,0.20752005796495704,0.6827409907047086,3.3160418681987163
2016-08-08,3.841312260241445e-06,1.9340082633408342e-06,1.7031694947361165e-06,9.191985804514584e-06,-12.469696515304676,-13.155915888273823,-13.283019634086417,-11.597178561749454,1.9663929012958177e-06,0.5889581545310177,1.9376723284070483,3.3160418681987163
2016-08-15,9.191985804514584e-06,3.510170898320911e-06,2.2666040319789646e-06,1.1259197622533176e-05,-11.597178561749454,-12.559845832691453,-12.997227867782577,-11.394325196891852,3.487612759408384e-06,0.784356354445885,2.5805324061269617,3.3160418681987163
2016-08-22,1.1259197622533176e-05,6.103920003070415e-06,2.953989184838254e-06,8.636215757313327e-06,-11.394325196891852,-12.006579369724877,-12.732354035053984,-11.659546062146106,4.136557353553096e-06,0.8542181906086794,2.8103778471025556,3.3160418681987163
2016-08-29,8.636215757313327e-06,8.232177861150633e-06,3.4862116516874297e-06,3.3518376387579816e-06,-11.659546062146106,-11.707459953598072,-12.566694897939739,-12.60600181364226,3.6510755495357566e-06,0.8025270879777875,2.640314119446921,3.3160418681987163
2016-09-05,3.3518376387579816e-06,8.109809205779768e-06,3.7005195151645223e-06,5.006433250006488e-07,-12.60600181364226,-11.722436215911497,-12.507037338666661,-14.507371915547717,2.1132962246566793e-06,0.6105615890550585,2.0087476279911427,3.3160418681987163
2016-09-12,5.006433250006488e-07,5.936973585901284e-06,3.7383450763901814e-06,1.4864356195528766e-08,-14.507371915547717,-12.034311051750601,-12.496867537410528,-18.02429969152314,6.914434933307842e-07,0.3492429415515084,1.1490092777044627,3.3160418681987163
2016-09-19,1.4864356195528766e-08,3.125890269316872e-06,3.718248917014067e-06,7.669191818056634e-09,-18.02429969152314,-12.675791429166873,-12.502257721736015,-18.68605459634236,8.720114442765924e-08,0.12402532756271636,0.40804332768133683,3.3160418681987163
2016-09-26,7.669191818056634e-09,9.687536279430545e-07,3.624577956914003e-06,3.594424507533703e-07,-18.68605459634236,-13.847255511312392,-12.527772702114527,-14.838711753953326,6.094833086243799e-08,0.10368840612206393,0.34113485614159034,3.3160418681987163
2016-10-03,3.594424507533703e-07,2.2065483094190154e-07,3.444150033637817e-06,1.6234053226940273e-06,-14.838711753953326,-15.326666207330934,-12.578833408573617,-13.330984563892404,6.256022866779024e-07,0.3321991020005653,1.0929350455818598,3.3160418681987163
2016-10-10,1.6234053226940273e-06,5.013453303652462e-07,3.2831765017649253e-06,2.0630356506779143e-06,-13.330984563892404,-14.505970691141233,-12.626699158549137,-13.091332043036633,1.4706538783493818e-06,0.5093361798859678,1.675716031824834,3.3160418681987163
2016-10-17,2.0630356506779143e-06,1.0133881539858426e-06,3.2197688391559746e-06,1.0401229439968848e-06,-13.091332043036633,-13.802211233349436,-12.646200990066912,-13.77617163641626,1.6450362228811631e-06,0.538687655062038,1.772282385154105,3.3160418681987163
2016-10-24,1.0401229439968848e-06,1.2715015920305498e-06,3.231762819191492e-06,7.53290829084118e-10,-13.77617163641626,-13.575311999996503,-12.642482805149394,-21.006569735491837,1.0866986578961871e-06,0.43782832623402457,1.4404551933099408,3.3160418681987163
2016-10-31,7.53290829084118e-10,1.181829302049478e-06,3.2223450473327714e-06,1.8747649210305492e-06,-21.006569735491837,-13.648447063918894,-12.64540118790274,-13.187027281852432,1.4750959410551221e-08,0.05101048166819478,0.16782448468836084,3.3160418681987163
2016-11-07,1.8747649210305492e-06,1.2446692016336085e-06,3.0710721750857795e-06,4.461424772807128e-06,-13.187027281852432,-13.59664076485161,-12.693483814637254,-12.320042387161084,1.5233953205071024e-06,0.5183887870483436,1.7054991093890504,3.3160418681987163
2016-11-14,4.461424772807128e-06,1.844266482165912e-06,2.7071828649544365e-06,3.2198895473102162e-06,-12.320042387161084,-13.203428930165726,-12.819601996989217,-12.64616350107386,2.4333273151075687e-06,0.6551632913899977,2.1554872286730924,3.3160418681987163
2016-11-21,3.2198895473102162e-06,2.389208132994245e-06,2.0887745514757474e-06,1.6573714131680325e-07,-12.64616350107386,-12.944548572028156,-13.078933002958312,-15.612862789672313,1.8542226346894189e-06,0.5719133437499194,1.881594900937235,3.3160418681987163
2016-11-28,1.6573714131680325e-07,2.430454095616175e-06,1.4371992733221688e-06,3.913523979769617e-06,-15.612862789672313,-12.927432447446018,-13.452814287327708,-12.451072316271814,2.8743404434487484e-07,0.2251740780428243,0.740822716760892,3.3160418681987163
2016-12-05,3.913523979769617e-06,2.940143860300942e-06,1.4804059149384485e-06,1.691618217023044e-05,-12.451072316271814,-12.737052045735668,-13.423194240942225,-10.987239869304048,1.8873679733360047e-06,0.5770023487789899,1.8983377274828768,3.3160418681987163
2016-12-12,1.691618217023044e-05,6.05383320965677e-06,2.743139672263817e-06,2.464407451408096e-05,-10.987239869304048,-12.014818898180875,-12.806407427777705,-10.61097407119694,5.1696012284656405e-06,0.9549437976663019,3.141765094322133,3.3160418681987163
2016-12-19,2.464407451408096e-05,1.1409879451349456e-05,4.637694299793465e-06,2.040828298936087e-05,-10.61097407119694,-11.381030959321434,-12.28129323337881,-10.799569710631289,7.2600924758470195e-06,1.1316714685541092,3.7231991315430193,3.3160418681987163
2016-12-26,2.040828298936087e-05,1.6470515913360474e-05,6.206972284219835e-06,7.828233947525442e-06,-10.799569710631289,-11.013938689835424,-11.989837335788444,-11.757773622887568,6.916351214705254e-06,1.1045561797726753,3.6339898314521015,3.3160418681987163
2017-01-02,7.828233947525442e-06,1.7449193405299427e-05,6.781494707048457e-06,2.281091426635908e-07,-11.757773622887568,-10.956217133576173,-11.901313022042588,-15.293441626637357,3.995324379598826e-06,0.8395089163083576,2.7619843346544966,3.3160418681987163
2017-01-09,2.281091426635908e-07,1.3277175148407717e-05,6.6741642316615e-06,5.284208734167752e-07,-15.293441626637357,-11.229464151271307,-11.91726657025708,-14.45337276201871,4.903428041703838e-07,0.29410282327046045,0.9675982885598149,3.3160418681987163
2017-01-16,5.284208734167752e-07,7.24826173824167e-06,6.556116941102951e-06,2.971194043731018e-07,-14.45337276201871,-11.834748878087302,-11.935112059977747,-15.02913174401183,8.221989010901222e-07,0.380835773204537,1.2529496938429268,3.3160418681987163
2017-01-23,2.971194043731018e-07,2.220470841994728e-06,6.498962822670352e-06,1.0514234799114152e-06,-15.02913174401183,-13.017791293579585,-11.943867959537673,-13.765365616766083,6.077673940250301e-07,0.3274296387103881,1.0772435113571768,3.3160418681987163
2017-01-30,1.0514234799114152e-06,5.262682250912216e-07,6.579783606445916e-06,1.4389048519412433e-05,-13.765365616766083,-14.457454820547172,-11.931508699726194,-11.149043160209219,1.3621008861908694e-06,0.4901781271375431,1.6126860382825168,3.3160418681987163
2017-02-06,1.4389048519412433e-05,4.066503069278432e-06,7.542420806321445e-06,3.482883790656581e-05,-11.149043160209219,-12.412727124568335,-11.79496736562739,-10.265064838869773,6.220442257693393e-06,1.0475142071862866,3.446321741642883,3.3160418681987163
2017-02-13,3.482883790656581e-05,1.2641607327565693e-05,9.878375662764423e-06,3.983918011319345e-05,-10.265064838869773,-11.278517015339007,-11.525162466323536,-10.130659704947753,1.0848823006722338e-05,1.3833771641840198,4.551310870165425,3.3160418681987163
2017-02-20,3.983918011319345e-05,2.2527122504770782e-05,1.2695244167832362e-05,2.547862952661703e-05,-10.130659704947753,-10.700790530062482,-11.27428310960682,-10.577670514946362,1.2297632832075108e-05,1.4728551970842378,4.845693598407142,3.3160418681987163
2017-02-27,2.547862952661703e-05,2.8633924016447184e-05,1.464238973593238e-05,5.363992823222356e-06,-10.577670514946362,-10.460918388642595,-11.131589829423504,-12.135801930498317,9.703529470228606e-06,1.3083205259218118,4.304374530282761,3.3160418681987163
2017-03-06,5.363992823222356e-06,2.6377660092399664e-05,1.4753964262351821e-05,4.104768616178333e-08,-12.135801930498317,-10.542993114669853,-11.123998747739622,-17.008531368975632,3.85935235021769e-06,0.8250998452177775,2.714578490766488,3.3160418681987163
2017-03-13,4.104768616178333e-08,1.7680712537298658e-05,1.345587699434654e-05,2.4995253993024804e-06,-17.008531368975632,-10.943036199683467,-11.216094596099294,-12.899409684391074,2.1050680371318482e-07,0.1927002858716245,0.6339839405176446,3.3160418681987163
2017-03-20,2.4995253993024804e-06,8.345798858825914e-06,1.175245013936358e-05,3.2973915529975166e-06,-12.899409684391074,-11.693752276393752,-11.351448816612873,-12.622378840538659,2.4052877579565476e-06,0.6513775867371665,2.1430322603652776,3.3160418681987163
2017-03-27,3.2973915529975166e-06,2.800489365421036e-06,1.0436227721181785e-05,8.203935586368572e-07,-12.622378840538659,-12.785716382689545,-11.470227370193692,-14.01348166226992,2.859058706968634e-06,0.7101675548131349,2.3364512553352137,3.3160418681987163
2017-04-03,8.203935586368572e-07,1.664589549274661e-06,9.897163075882662e-06,6.477954846937947e-07,-14.01348166226992,-13.305931981874322,-11.523262399880966,-14.249690800449907,1.2556613989841128e-06,0.4706364528814119,1.5483939299798453,3.3160418681987163
2017-04-10,6.477954846937947e-07,1.816276498907664e-06,9.929446640654216e-06,7.260518210203261e-06,-14.249690800449907,-13.218722032267365,-11.52000580747664,-11.83305935285904,1.0885584350354063e-06,0.4382028159884937,1.4416872646021444,3.3160418681987163
2017-04-17,7.260518210203261e-06,3.006524701632859e-06,1.0447300281945483e-05,2.1993826711954178e-05,-11.83305935285904,-12.714725730424417,-11.469166959155901,-10.72474874798471,4.562129917781189e-06,0.897084008048634,2.9514063864800058,3.3160418681987163
2017-04-24,2.1993826711954178e-05,7.680633491372025e-06,1.2116277767144027e-05,4.593660394790276e-05,-10.72474874798471,-11.776808528350733,-11.32096073941466,-9.988248287077456,8.867959208783549e-06,1.2507229926843983,4.114878645931671,3.3160418681987163
2017-05-01,4.593660394790276e-05,1.89596860886885e-05,1.5568983956989516e-05,7.552904644029356e-05,-9.988248287077456,-10.87319561777823,-11.070229830703056,-9.490993254631977,1.421364146633774e-05,1.5834413012997914,5.209521881276314,3.3160418681987163
