,demand,rsi,macd,signal,hist,sma,upper,lower,bandwidth,pct_b,ss_classic,ss_dynamic,cross,accion
2019-07-01,48.0,63.57907004562706,3.6038795172876235,3.1255428872851603,0.4783366300024632,41.95,51.386212442667755,32.51378755733225,0.4498790199126461,0.8205735371452476,,10.976114132395315,0,🟠 Aumentar orden +20%
2019-07-08,49.0,64.97739500962115,3.656453748904937,3.231725059609116,0.4247286892958213,42.7,51.85595865801983,33.544041341980176,0.42885052262387946,0.844038250679613,,10.650125549049928,0,🟠 Aumentar orden +20%
2019-07-15,47.0,60.014575318707664,3.4964312380762763,3.2846662953025483,0.21176494277372804,43.1,52.274334910642374,33.92566508935763,0.4257231977096228,0.712549467508317,,10.671500634375345,0,🟠 Aumentar orden +20%
2019-07-22,49.0,63.0535274839964,3.490756265340707,3.32588428931018,0.16487197603052683,43.65,52.85583339090233,34.444166609097664,0.42180221722347466,0.7905766253214587,,10.708139372262073,0,🟠 Aumentar orden +20%
2019-07-29,48.0,60.57458041669311,3.3667572836778987,3.334058888183724,0.03269839549417464,44.3,52.738009243891575,35.86199075610842,0.3809484985955566,0.71924602670224,,9.815013499735988,0,🟠 Aumentar orden +20%
2019-08-05,48.0,60.57458041669311,3.2312394799970363,3.3134950065463866,-0.08225552654935031,44.75,52.95462000787873,36.54537999212127,0.36668692772642375,0.6980591420979333,,9.543537321416144,-1,🔵 Reducir orden -10%
2019-08-12,47.0,57.93306157711308,3.008469240873886,3.2524898534118867,-0.24402061253800067,45.2,52.81162545750006,37.58837454249995,0.3367975866150466,0.6182401847049884,,8.853771601918982,0,🟢 Orden estándar
2019-08-19,49.0,61.544927431752825,2.9591937630323955,3.1938306353359884,-0.23463687230359298,45.7,52.89941518092742,38.500584819072586,0.31507287443883664,0.7291852822116932,,8.374292460293345,0,🟡 Monitorear
2019-08-26,47.0,56.33585628050408,2.727320454033709,3.100528599075533,-0.37320814504182387,46.0,52.86716060223159,39.13283939776841,0.2985722000970258,0.57281029656384,,7.98781703925617,0,🟢 Orden estándar
2019-09-02,45.0,51.629839375684064,2.3550285970799436,2.9514285986764155,-0.5964000015964719,46.35,52.12745163272015,40.57254836727985,0.24929672633096658,0.3831664818832597,,6.720277749194254,0,🟢 Orden estándar
2019-09-09,46.0,53.71189657962674,2.1162810898132562,2.7843990969037837,-0.6681180070905275,46.7,51.33851155799832,42.06148844200169,0.19865145858665154,0.4245447606147522,,5.395473297613727,0,🟢 Orden estándar
2019-09-16,43.0,47.1543308516544,1.665794796771685,2.560678236877364,-0.8948834401056791,46.75,51.19261658319316,42.30738341680684,0.19005846345211366,0.07795142459664331,,5.167610093548754,0,🟢 Orden estándar
2019-09-23,44.0,49.373123543166336,1.3736383586704832,2.3232702612359883,-0.9496319025655051,46.85,50.916551623336765,42.78344837666324,0.1735987886162973,0.14958025078979995,,4.730174846551336,0,🟢 Orden estándar
2019-09-30,40.0,41.81101789356541,0.8099985469539277,2.020615918379576,-1.2106173714256485,46.55,51.63765275213585,41.462347247864145,0.2185887326374158,-0.14371531618880978,,5.9179101374333545,0,🔵 Reducir orden -10%
2019-10-07,40.0,41.811017893565406,0.3591696511993163,1.6883266649435242,-1.329157013744208,46.35,52.12745163272016,40.57254836727984,0.24929672633096692,-0.04955025188244408,,6.720277749194259,0,🔵 Reducir orden -10%
2019-10-14,41.0,44.28520232824238,0.08163510721836076,1.3669883533984917,-1.285353246180131,46.2,52.37635559379902,40.02364440620099,0.26737470103026045,0.0790397815484638,,7.184279108984361,0,🟢 Orden estándar
2019-10-21,41.0,44.28520232824238,-0.13673680168088964,1.0662433223826153,-1.202980124063505,45.75,52.07039305906305,39.42960694093695,0.27630133591532463,0.12423223084292238,,7.351822142556847,0,🟢 Orden estándar
2019-10-28,39.0,40.30963145526894,-0.4658118094887769,0.7598322960083369,-1.2256441054971137,45.3,52.20080086885418,38.399199131145814,0.3046711200377123,0.04353124226246105,,8.02694708302502,0,🟢 Orden estándar
2019-11-04,38.0,38.450959540476944,-0.7980977921361117,0.4482462783794473,-1.2463440705155588,44.75,52.144877316515505,37.355122683484495,0.3304973102353298,0.043602976013899127,,8.601652189825886,0,🔵 Reducir orden -10%
2019-11-11,37.0,36.63193542193789,-1.129112760966514,0.13277447051025507,-1.261887231476769,44.3,52.433103246673575,36.16689675332642,0.36718299082047756,0.0512168124150101,,9.460349693102737,0,🔵 Reducir orden -10%
2019-11-18,35.0,33.24453726606575,-1.5351317506659328,-0.2008067737249825,-1.3343249769409502,43.65,52.57719087071095,34.72280912928905,0.40903509144150985,0.015525089287627048,,10.384024996675349,0,🔵 Reducir orden -10%
2019-11-25,35.0,33.24453726606575,-1.8357434178017655,-0.5277941025403392,-1.3079493152614263,42.95,52.29654453457756,33.60345546542244,0.4352290819360913,0.07470913605616698,,10.871813259646755,0,🔵 Reducir orden -10%
2019-12-02,60.0,71.47883142622953,-0.05604323202155115,-0.43344392843658164,0.3774006964150305,43.6,55.57189691692479,31.62810308307521,0.5491695833451739,1.1849374043980931,,13.92559861701122,1,🔴 ALERTA STOCKOUT — orden emergencia
2019-12-09,46.0,53.127789629474975,0.22213831788626948,-0.3023274791720114,0.5244657970582809,43.45,55.21032581002306,31.689674189976948,0.5413268497133742,0.6084153637064498,,13.679501082584137,0,🟡 Monitorear
2019-12-16,35.0,43.64623771856282,-0.43993754264619156,-0.3298494918668474,-0.11008805077934414,42.8,54.93260071048246,30.667399289517533,0.56694395843376,0.1785520192195535,,14.112527767908889,-1,⚪ Reducir orden -25% — riesgo overstock
2019-12-23,33.0,42.17253665212881,-1.1131885724919002,-0.486517307991858,-0.6266712645000422,42.05,54.67370368540237,29.42629631459762,0.600413968390125,0.14154735307732583,,14.683774159003907,0,🟢 Orden estándar
2019-12-30,34.0,43.205123131494396,-1.5482064611460373,-0.698855138622694,-0.8493513225233433,41.4,54.286549495296875,28.513450504703123,0.6225386229612018,0.21287892066449865,13.992457527077184,14.989513948792728,0,🟢 Orden estándar
2020-01-06,34.0,43.2051231314944,-1.8713890638107173,-0.9333619236602988,-0.9380271401504185,40.65,53.41961854930428,27.880381450695715,0.6282715153409242,0.23961634114895683,13.86263580068319,14.853500965127772,0,🟢 Orden estándar
2020-01-13,34.0,43.205123131494396,-2.103268435541608,-1.1673432260365608,-0.9359252095050472,40.0,52.73205651722823,27.26794348277177,0.6366028258614115,0.2643742787396061,13.86263580068319,14.809809160432145,0,🟢 Orden estándar
2020-01-20,35.0,44.44413720359213,-2.1811993571479604,-1.3701144522588407,-0.8110849048891198,39.5,52.19065134573267,26.809348654267332,0.6425646251003883,0.32270413561108663,13.676115004824602,14.761647051877684,0,🟢 Orden estándar
2020-01-27,36.0,45.71939055939323,-2.137627294507375,-1.5236170207085475,-0.6140102737988276,39.0,51.39694359615767,26.60305640384233,0.6357406972388548,0.3790024340785972,13.628655470169656,14.420008942255732,0,🟢 Orden estándar
2020-02-03,36.0,45.71939055939323,-2.079129213583755,-1.634719459283589,-0.44440975430016616,38.65,50.96644172811709,26.333558271882904,0.6373320428521135,0.39242022742857885,13.668353389135307,14.32636992163672,0,🟢 Orden estándar
2020-02-10,35.0,44.53382401960932,-2.0893756833606005,-1.7256507040989912,-0.3637249792616093,38.2,50.349940437367486,26.05005956263252,0.6361225359878263,0.3683121116314977,13.549588470455587,14.132697176182699,0,🟢 Orden estándar
2020-02-17,36.0,46.04069656129905,-1.9938209154266602,-1.7792847463645252,-0.21453616906213502,38.0,50.15686940310741,25.84313059689259,0.6398352317424952,0.41774198053452893,13.44496038053807,14.140756884380556,0,🟢 Orden estándar
2020-02-24,37.0,47.574520078281076,-1.8164623831088846,-1.7867202737133971,-0.029742109395487493,37.85,49.97695996096035,25.723040039039653,0.640790486708605,0.46495411864406416,13.502515476358143,14.105966500777278,0,🟢 Orden estándar
2020-03-02,39.0,50.59905755882321,-1.497261682482609,-1.7288285554672396,0.23156687298463052,37.75,49.80033303754664,25.699666962453357,0.6384282403998222,0.5518657864519274,13.477781764149892,14.016834779537076,1,🟠 Aumentar orden +20%
2020-03-09,38.0,49.07455685167496,-1.3098849320491155,-1.645039830783615,0.33515489873449944,37.6,49.55429894046043,25.645701059539576,0.6358669649181077,0.5167303830192067,13.354801388148497,13.90512881524005,0,🟡 Monitorear
2020-03-16,40.0,52.177891442727926,-0.9886081625408281,-1.5137534971350577,0.5251453345942296,37.65,49.63727395374377,25.662726046256225,0.6367741808097622,0.5980206179097988,13.337140192780097,13.943485042541447,0,🟡 Monitorear
2020-03-23,40.0,52.177891442727926,-0.7256294039512525,-1.3561286784982967,0.6304992745470441,37.75,49.782849774023155,25.717150225976845,0.6375019747826838,0.5934940617665385,13.293306722554384,13.996498410786751,0,🟡 Monitorear
2020-03-30,41.0,53.8101164370459,-0.4315505542990081,-1.171213053658439,0.739662499359431,37.95,50.0630638481547,25.836936151845308,0.6383696362663871,0.6258971321473152,13.264721907566248,14.089802672220198,0,🟡 Monitorear
2020-04-06,43.0,56.97316176595461,-0.03668478258515506,-0.9443073994437824,0.9076226168586273,38.35,50.58067756439557,26.11932243560443,0.6378449838015943,0.690095764340011,13.267490871568345,14.226609847857503,0,🟡 Monitorear
2020-04-13,45.0,59.92832026647295,0.4326452070206912,-0.6689168781508876,1.1015620851715788,38.85,51.3193307970522,26.3806692029478,0.6419217913540387,0.7466050544369984,13.244321441041633,14.504209057881617,0,🟡 Monitorear
2020-04-20,45.0,59.92832026647295,0.7954234586261677,-0.3760488107954766,1.1714722694216442,38.1,46.27956375107459,29.920436248925416,0.42937342525325917,0.9217828853704766,13.242472299596507,9.514392117650985,0,🟡 Monitorear
2020-04-27,46.0,61.46313887001261,1.1503588585036724,-0.0707672769356468,1.2211261354393192,38.1,46.27956375107459,29.920436248925416,0.42937342525325917,0.982910839771995,13.302130996423207,9.514392117650985,0,🟠 Aumentar orden +20%
2020-05-04,47.0,62.98974252143631,1.495104726117063,0.24240712367489517,1.2526976024421677,38.7,47.64662535614165,29.753374643858358,0.46235789954220385,0.9638620524275248,13.392720758165012,10.406631008514074,0,🟠 Aumentar orden +20%
2020-05-11,47.0,62.98974252143631,1.7481665343484423,0.5435590058096046,1.2046075285388378,39.4,48.65430198681439,30.145698013185612,0.46976152217331923,0.9106198398770943,13.42612585264307,10.764517590090456,0,🟠 Aumentar orden +20%
2020-05-18,48.0,64.61541635461167,2.0062842868448385,0.8361040620166513,1.1701802248281872,40.1,49.7441965096004,30.455803490399607,0.4810073072119898,0.9095727410850596,13.541754334789895,11.21803925545105,0,🟠 Aumentar orden +20%
2020-05-25,50.0,67.67372717899254,2.3451938161585986,1.137922012845041,1.2072718033135577,40.9,51.0545945007018,30.745405499298194,0.4965571882983768,0.9480730372527963,13.755270698981624,11.811729429057456,0,🟠 Aumentar orden +20%
2020-06-01,49.0,64.66428039111364,2.5042232899382313,1.411182268263679,1.0930410216745523,41.65,51.87432599760309,31.42567400239691,0.4909640334983476,0.8594368959735379,13.700937522280801,11.892840454615811,0,🟠 Aumentar orden +20%
2020-06-08,51.0,67.75294862160783,2.7598250338973287,1.680910821390409,1.0789142125069198,42.45,52.98265598532785,31.917344014672153,0.49623820896715426,0.9058805306045444,13.86285661654516,12.251487015009507,0,🟠 Aumentar orden +20%
2020-06-15,48.0,59.369940667087526,2.6893155736499352,1.8825917718423142,0.806723801807621,43.05,53.40120130328128,32.69879869671871,0.48089204661004814,0.7391026826244251,13.816924794769411,12.040420624537534,0,🟡 Monitorear
2020-06-22,52.0,65.49939493864883,2.9225139672036775,2.090576210914587,0.8319377562890904,43.85,54.37865763423557,33.32134236576443,0.48021243485681053,0.8870388934245047,14.110676701824357,12.246836170383354,0,🟠 Aumentar orden +20%
2020-06-29,51.0,62.94289515704153,2.9921421790511573,2.2708894045419012,0.7212527745092561,44.65,54.770848726631975,34.52915127336802,0.45334148831498217,0.8137088682735978,14.2645135181242,11.77247666001194,0,🟠 Aumentar orden +20%
2020-07-06,51.0,62.94289515704153,3.01259571050943,2.419230665735407,0.5933650447740231,45.4,55.03327566303382,35.76672433696618,0.42437337722615953,0.7906591794880904,14.372831141388035,11.205336228779556,0,🟠 Aumentar orden +20%
2020-07-13,51.0,62.94289515704153,2.994288982044999,2.5342423289973253,0.4600466530476739,46.1,55.182081838780995,37.01791816121901,0.3940165656737958,0.7697619382307659,14.5562428665986,10.564192723286363,0,🟠 Aumentar orden +20%
2020-07-20,49.0,57.351299247192415,2.7862789927119636,2.584649661740253,0.20162933097171054,46.6,55.119945638571316,38.08005436142869,0.3656629029429749,0.6408459690831108,14.5562428665986,9.910321148336095,0,🟡 Monitorear
2020-07-27,50.0,59.298257988508084,2.671327815967139,2.6019852925856304,0.06934252338150859,47.2,54.811625457500064,39.58837454249994,0.32252650243644326,0.6839291762077597,14.646251505544004,8.853771601918993,0,🟡 Monitorear
2020-08-03,51.0,61.205499919050915,2.6305959502443557,2.607707424117376,0.02288852612697978,47.75,54.73494621913515,40.76505378086485,0.29256319242450907,0.7326431656049602,14.789967649114043,8.124824168137907,0,🟠 Aumentar orden +20%
2020-08-10,51.0,61.20549991905091,2.5687052184074872,2.5999069829753982,-0.031201764567911017,48.3,54.3905448723497,42.209455127650294,0.2521964750455364,0.7216550453685727,14.963359948561891,7.084464879691265,-1,🔵 Reducir orden -10%
2020-08-17,49.0,55.205210215967085,2.331398175305587,2.5462052214414364,-0.21480704613584933,48.7,53.730433694811495,43.66956630518851,0.20658865276433233,0.5298185025586785,14.963359948561891,5.8513534646627825,0,🟢 Orden estándar
2020-08-24,48.0,52.43714997945201,2.039133133840494,2.444790803921248,-0.40565767008075415,48.95,53.22846504694088,44.67153495305912,0.17480960355223207,0.3889788756508299,14.995443668854607,4.976670560567698,0,🟢 Orden estándar
2020-08-31,48.0,52.43714997945201,1.7869125670648174,2.313215156549962,-0.5263025894851445,49.1,52.98790296608395,45.21209703391605,0.15836671959608753,0.3585355640822532,15.069362951822333,4.522372397897296,0,🟢 Orden estándar
2020-09-07,48.0,52.43714997945202,1.5689401849235978,2.164360162224689,-0.5954199773010913,49.25,52.6759074863842,45.8240925136158,0.13912314665519585,0.31756658564658347,15.124784590166698,3.9849835732343455,0,🟢 Orden estándar
2020-09-14,47.0,49.34679431938965,1.3005123620502914,1.9915906021898095,-0.6910782401395181,49.3,52.550910803549016,46.04908919645098,0.13188279121902713,0.14625298278115048,15.17758384203662,3.781429067095388,0,🟢 Orden estándar
2020-09-21,45.0,43.78847055522933,0.9158408499751829,1.7764406517468845,-0.8605998017717016,49.2,52.84763802451599,45.55236197548402,0.14827796847625951,-0.0757150204833322,15.186925776344564,4.24289846312886,0,🔵 Reducir orden -10%
2020-09-28,45.0,43.788470555229324,0.6040231029080729,1.5419571419791223,-0.9379340390710493,49.1,53.09473337493784,45.105266625062164,0.1627182637449221,-0.013175675969087947,15.161709533322767,4.646636531151511,0,🔵 Reducir orden -10%
2020-10-05,44.0,41.103711564116324,0.2730659152867432,1.2881788966406464,-1.0151129813539033,48.9,53.483724066279464,44.31627593372053,0.18747337694394542,-0.034499887989248995,15.125054441894958,5.331744999232637,0,🔵 Reducir orden -10%
2020-10-12,43.0,38.5578047016176,-0.06911496863636302,1.0167201235852446,-1.0858350922216076,48.55,53.80056387949252,43.29943612050747,0.2162951134703409,-0.02851466312761187,15.105882989914132,6.107406838378601,0,⚪ Reducir orden -25% — riesgo overstock
2020-10-19,41.0,34.01940386687281,-0.49596192933240246,0.7141837130017152,-1.2101456423341177,48.15,54.383187914618595,41.9168120853814,0.2589070784888306,-0.07354279206240653,15.105882989914132,7.250385933466607,0,⚪ Reducir orden -25% — riesgo overstock
2020-10-26,41.0,34.01940386687281,-0.824734198489331,0.40640013070350595,-1.231134329192837,47.65,54.49489821538255,40.80510178461745,0.2872989807086065,0.014236750441705335,15.05798309792435,7.961921638914208,0,🔵 Reducir orden -10%
2020-11-02,40.0,31.845792093770697,-1.1526927090995756,0.09458156274288965,-1.2472742718424652,47.25,54.89680875990279,39.60319124009721,0.32367444486361013,0.025946036599183507,14.995239531174047,8.894696490487712,0,🔵 Reducir orden -10%
2020-11-09,38.0,27.99343801475834,-1.556048320442656,-0.2355444138942195,-1.3205039065484365,46.55,54.89707638700676,38.20292361299323,0.3586284161979277,-0.012155370550406525,14.952923035192143,9.709241250370406,0,⚪ Reducir orden -25% — riesgo overstock
2020-11-16,39.0,32.396911322748736,-1.774562849894437,-0.543348101094263,-1.231214748800174,45.95,54.6671941405598,37.232805859440205,0.3794208548665853,0.10136255497266634,14.766699452695722,10.13975876257208,0,🔵 Reducir orden -10%
2020-11-23,38.0,30.395150116180332,-2.005312833369267,-0.8357410475492639,-1.169571785820003,45.3,54.36351854530304,36.23648145469696,0.40015534416348963,0.09728664075040404,14.613121853893569,10.54260007378582,0,🔵 Reducir orden -10%
2020-11-30,62.0,73.19796597017731,-0.24871737502767388,-0.7183363130449459,0.46961893801727206,45.85,57.37160442043782,34.328395579562184,0.502578164468389,1.2008572508943292,14.863192572220607,13.401822593057592,1,🔴 ALERTA STOCKOUT — orden emergencia
2020-12-07,47.0,51.7701829500527,-0.06621418259447864,-0.5879118869548524,0.5216977043603738,45.75,57.19092377573178,34.30907622426822,0.5001496732560342,0.5546284559054344,14.883430806618968,13.307975621091975,0,🟡 Monitorear
2020-12-14,36.0,42.04898378436835,-0.799965650829499,-0.6303226397297818,-0.16964301109971724,45.05,57.09334277778214,33.006657222217854,0.5346656061168543,0.12427375160758271,14.824973538671918,14.008703774702628,-1,⚪ Reducir orden -25% — riesgo overstock
2020-12-21,36.0,42.04898378436835,-1.3657257396081732,-0.7774032597054601,-0.5883224799027131,44.3,56.647597251884115,31.95240274811588,0.557453600536529,0.16390222199976998,14.625615313015501,14.362609735735763,0,🟢 Orden estándar
2020-12-28,36.0,42.048983784368346,-1.7934212423309717,-0.9806068562305625,-0.8128143861004091,43.55,56.00581665010576,31.094183349894237,0.5720237267557181,0.1969287437313116,14.497803569926957,14.488489528442516,0,🟢 Orden estándar
2021-01-04,36.0,42.048983784368346,-2.1080724625003313,-1.2060999774845163,-0.9019724850158151,42.9,55.51411072861196,30.285889271388037,0.58807043023832,0.22649677220808476,14.368286866476994,14.672615721310978,0,🟢 Orden estándar
2021-01-11,36.0,42.048983784368346,-2.3305704559378597,-1.4309940731751851,-0.8995763827626746,42.3,55.03370992370454,29.566290076295452,0.6020666630593166,0.25262511719886993,14.237018671754248,14.811732387394397,0,🟢 Orden estándar
2021-01-18,37.0,43.44735914478522,-2.3985609584209655,-1.6245074502243413,-0.7740535081966242,41.75,54.39703002372698,29.102969976273023,0.6058457496396157,0.31220887468881753,14.118990134195222,14.710907137759657,0,🟢 Orden estándar
2021-01-25,38.0,44.879740450274184,-2.344723762834562,-1.7685507127463855,-0.5761730500881763,41.25,53.64482065006861,28.85517934993139,0.6009610012154477,0.3688968524937063,14.01453576563434,14.417539551203758,0,🟢 Orden estándar
2021-02-01,37.0,43.688077675100686,-2.35559520489268,-1.8859596111756445,-0.46963559371703534,40.75,52.973790436340835,28.526209563659165,0.5999406349124337,0.3466105902449292,13.957995451663443,14.218598804864087,0,🟢 Orden estándar
2021-02-08,38.0,45.25354400190562,-2.257496246905248,-1.9602669383215654,-0.29722930858368257,40.4,52.51176027017146,28.28823972982854,0.5995920925827455,0.40092274176237375,13.786095205745175,14.088286362491964,0,🟢 Orden estándar
2021-02-15,38.0,45.253544001905624,-2.1549116359816978,-1.9991958778535919,-0.1557157581281059,40.05,52.00561968721244,28.094380312787557,0.597034690996876,0.4142662591470416,13.677308708607766,13.90666509551968,0,🟢 Orden estándar
2021-02-22,38.0,45.253544001905624,-2.0499816800047697,-2.0093530382838276,-0.04062864172094205,39.75,51.5888299564121,27.9111700435879,0.5956644003226214,0.4260906691605883,13.626259433676065,13.770816372046701,0,🟢 Orden estándar
2021-03-01,40.0,48.80843148735009,-1.7848658264045554,-1.9644555959079733,0.17958976950341787,39.6,51.341066032475325,27.858933967524678,0.5929831329532992,0.5170342283611051,13.590493435533043,13.65709828932224,1,🟠 Aumentar orden +20%
2021-03-08,41.0,50.53784008632047,-1.477041544223141,-1.866972785571007,0.38993124134786594,39.6,51.341066032475325,27.858933967524678,0.5929831329532992,0.5596197992638681,13.481717988057087,13.65709828932224,0,🟡 Monitorear
2021-03-15,43.0,53.89276594085648,-1.0594921317536787,-1.7054766548075415,0.6459845230538628,39.7,51.52504033597209,27.874959664027916,0.5957199161698785,0.6395344077584796,13.418219634366862,13.754776414414167,0,🟡 Monitorear
2021-03-22,43.0,53.89276594085648,-0.7202782942718642,-1.5084369827004063,0.7881586884285421,39.85,51.76681695402711,27.933183045972893,0.5980836614317243,0.6321661653507024,13.353043961272423,13.861530118888034,0,🟡 Monitorear
2021-03-29,44.0,55.637639134388166,-0.3665320877630691,-1.280056003712939,0.9135239159498698,40.15,52.17234761206236,28.127652387937637,0.598871612057901,0.6601184778643893,13.31010617166162,13.984282394136114,0,🟡 Monitorear
2021-04-05,45.0,57.37482258609026,-0.0054314178457772755,-1.0251310865395067,1.0196996686937294,40.45,52.64965487001034,28.250345129989668,0.6031967797285702,0.6864806852522108,13.304585405669046,14.190524539654069,0,🟡 Monitorear
2021-04-12,45.0,57.374822586090254,0.27754410893096804,-0.7645960474454118,1.0421401563763797,40.8,53.10489846832504,28.495101531674955,0.6031812974669138,0.670663740575005,13.304585405669046,14.312942909717771,0,🟡 Monitorear
2021-04-19,48.0,62.4859386092925,0.7354019249648189,-0.4645964529633656,1.1999983779281846,40.1,48.20198156398522,31.99801843601478,0.4040888560591132,0.9875350516173065,13.354877792766516,9.424149242630149,0,🟠 Aumentar orden +20%
2021-04-26,48.0,62.4859386092925,1.0857417873849045,-0.15452880489371157,1.2402705922786161,40.15,48.44140328418845,31.858596715811544,0.41302133420614967,0.973381871013909,13.395463263667487,9.644482817434403,0,🟠 Aumentar orden +20%
2021-05-03,49.0,64.14786825785728,1.4276235395672003,0.16190166399847084,1.2657218755687296,40.8,49.73485192643767,31.865148073562324,0.43798293757047424,0.9588772185321119,13.451106266918025,10.392936265104504,0,🟠 Aumentar orden +20%
2021-05-10,49.0,64.14786825785728,1.679210399088177,0.4653634110164121,1.213846988071765,41.45,50.796544534577514,32.10345546542249,0.4509792296539209,0.9038925814812521,13.505915652664674,10.871813259646697,0,🟠 Aumentar orden +20%
2021-05-17,51.0,67.48868357561459,2.016730469663429,0.7756368227458155,1.2410936469176135,42.2,52.09630446708577,32.30369553291423,0.4690191690561976,0.9446104113544614,13.621690821659202,11.511288875662254,0,🟠 Aumentar orden +20%
2021-05-24,50.0,64.26419216118967,2.17841450820913,1.0561923598384784,1.1222221483706516,42.9,52.92943037685637,32.87056962314363,0.4675725117415556,0.8539582874209767,13.621690821659202,11.666139689852692,0,🟠 Aumentar orden +20%
2021-05-31,52.0,67.59853041734918,2.439808959967621,1.332915679864307,1.1068932801033142,43.7,53.96183527240102,33.43816472759899,0.46964921155153383,0.904411091177943,13.758311759024858,11.936470892538528,0,🟠 Aumentar orden +20%
2021-06-07,54.0,70.5570351911284,2.7763452516876086,1.6216015942289672,1.1547436574586414,44.55,55.280674182969655,33.81932581703034,0.4817362147236659,0.9403264808374214,13.938024043405138,12.481819932036677,0,🟠 Aumentar orden +20%
2021-06-14,51.0,61.487767269875555,2.7690577850672256,1.8510928323966191,0.9179649526706064,45.2,55.83460092538053,34.56539907461948,0.4705575630699347,0.7726947649797429,14.046316860494052,12.3700684166086,0,🟠 Aumentar orden +20%
2021-06-21,52.0,63.186415471706354,2.8115640971445046,2.0431870853461964,0.7683770117983082,45.95,56.26044437247464,35.63955562752537,0.4487679813917142,0.7933918161738708,14.046316860494052,11.99301254349464,0,🟠 Aumentar orden +20%
2021-06-28,53.0,64.85575122184721,2.8925982265823293,2.213069313593423,0.6795289129889062,46.7,56.75458785043447,36.64541214956554,0.4306033340657158,0.8132898182260037,14.154862471913784,11.695402628023448,0,🟠 Aumentar orden +20%
