,price,rsi,macd,signal,hist,sma,upper,lower,bandwidth,pct_b,cross,position,ret_daily,ret_strat,equity_strat,equity_bh
2019-03-08,270.18739376735584,54.81280428680227,-0.22087057872994365,-0.9380081196896134,0.7171375409596698,266.909878009939,271.2371939808898,262.5825620389882,0.03242529653240975,0.8787007673369301,0,1,0.000961001732306066,0.000961001732306066,95.47160826402171,98.21621051412095
2019-03-11,268.19673556387556,48.660955546457515,-0.22022545882265376,-0.7944515875162215,0.5742261286935677,267.1042593237301,271.28650813206747,262.92201051539274,0.03131547822506627,0.6306087095975249,0,1,-0.007367694605301733,-0.007367694605301733,94.7682026108554,97.49258346976288
2019-03-12,265.6766139348137,42.203240042449785,-0.4182456747882384,-0.7192104049706249,0.30096473018238656,267.10537742703644,271.2860056581997,262.9247491958732,0.03130321277268381,0.32912095823631915,0,1,-0.009396541027106076,-0.009396541027106076,93.8777093069574,96.57649040935068
2019-03-13,264.79610155046,40.196086053032005,-0.6388636903246834,-0.7031410620414367,0.0642773717167533,266.98191450520017,271.28665235350337,262.67717665689696,0.03224741163671114,0.24611543934065971,0,1,-0.003314226161320155,-0.003314226161320155,93.56657734680748,96.25641407826753
2019-03-14,265.2156588699237,41.62081882760423,-0.7709631050433359,-0.7167054706418166,-0.05425763440151932,266.78613867439896,271.03509942447914,262.53717792431877,0.03185293487279608,0.31519247919086674,-1,0,0.0015844542914607018,0.0015844542914607018,93.71482931182192,96.40892796663447
2019-03-15,268.382302435525,51.091490822434906,-0.6130641500308229,-0.6959772065196179,0.08291305648879499,266.914768524486,271.19491423098185,262.6346228179902,0.032071254282081296,0.6714350411963481,1,1,0.011939881600861346,0.0,93.71482931182192,97.56003915182204
2019-03-18,270.22263479401624,55.59957189101458,-0.3355605167934641,-0.6238938685743871,0.288333351780923,267.1950272478313,271.57468788813594,262.8153666075267,0.032782501122240994,0.8456440800826914,0,1,0.006857130078214979,0.006857130078214979,94.3574440866708,98.22902103072182
2019-03-19,269.06216233579283,52.32439496025969,-0.2068923903627251,-0.5404935729320548,0.3336011825693297,267.48055644264105,271.537917162786,263.4231957224961,0.03033761237905184,0.6949057530550645,0,1,-0.004294505007354399,-0.004294505007354399,93.95222557055942,97.80717600803787
2019-03-20,271.1095623418039,57.123250917506695,0.059599075444111804,-0.4204750432568215,0.4800741187009333,267.8746647607894,271.7181614861587,264.03116803542014,0.02869623171569061,0.9208274147421935,0,1,0.007609394008570636,0.007609394008570636,94.66714507290791,98.55142934714866
2019-03-21,274.27484166564267,63.277411341640736,0.5202104083859922,-0.2323379529282588,0.752548361314251,268.33378751933685,272.90312552356613,263.7644495151076,0.03405712002555773,1.150100095550702,0,1,0.011675277317766186,0.011675277317766186,95.77241024451531,99.70204461483885
2019-03-22,274.4733377360529,63.62995697046069,0.8909943539613892,-0.007671491550329201,0.8986658455117184,268.7567247836108,273.94603422030997,263.5674153469117,0.03861715044248522,1.0508067135112227,0,1,0.0007237122778187555,0.0007237122778187555,95.84172191368556,99.77420020865026
2019-03-25,276.25054066990697,66.71135600555415,1.313111988620335,0.2564852044838037,1.0566267841365313,269.2747712137725,275.2656753397505,263.28386708779453,0.044496586880186435,1.082196719347074,0,1,0.006474956542274812,0.006474956542274812,96.46229289801347,100.42023381904148
2019-03-26,273.5355911338996,58.55036073875102,1.4122895230036079,0.4876460681877645,0.9246434548158433,269.6364948122038,275.74390237359756,263.52908725081005,0.045301045510530304,0.8192104245951094,0,1,-0.009827852388718084,-0.009827852388718084,95.5142757223345,99.43331858422738
2019-03-27,278.703062757778,66.86022508445359,1.8861182105591183,0.7673404966620353,1.118777713897083,270.1687232995769,277.44122739585237,262.8962192033015,0.053836758063303396,1.0867538433269421,0,1,0.01889140496290631,0.01889140496290631,97.31867458474382,101.3117536724077
2019-03-28,275.6495206734512,59.29531064514408,1.9922698854149417,1.0123263744126167,0.9799435110023249,270.54061284131797,278.1448710668994,262.93635461573655,0.05621528055044065,0.8359241414860432,0,1,-0.010956255930996583,-0.010956255930996583,96.25242627912799,100.20175617035471
2019-03-29,276.5831584551513,60.75733260928195,2.1272114493217487,1.2353033893944432,0.8919080599273055,270.9063926608136,278.94424170152564,262.86854362010155,0.059340416161945485,0.8531271715594964,0,1,0.003387046635956681,0.003387046635956681,96.57843773575938,100.54114419150847
2019-04-01,273.7706895974077,54.416660100114235,1.9843366808324276,1.3851100476820402,0.5992266331503875,271.16401091058964,279.2233295438295,263.1046922773498,0.05944239138649736,0.6617183043283,0,1,-0.010168619352865171,-0.010168619352865171,95.59636836473005,99.51877956692347
2019-04-02,275.25731784785216,56.97276906668717,1.968375663608981,1.5017631708674284,0.4666124927415527,271.48574224359675,279.66438056260597,263.3071039245875,0.06025096015297006,0.7305747886839135,0,1,0.005430195075413868,0.005430195075413868,96.11547529345165,100.05918595363899
2019-04-03,276.9473738396402,59.73693105662795,2.068258243036837,1.61506218530131,0.45319605773552696,271.9111296234658,280.3048566184594,263.5174026284722,0.06173875270656969,0.8000004776887698,0,1,0.00613991302757011,0.00613991302757011,96.70561595235702,100.6735406530038
2019-04-04,271.42628015714274,48.724645014454346,1.6825148050327812,1.6285527092476044,0.053962095785176745,271.98604400637464,280.33185422494535,263.64023378780394,0.06136940039743437,0.4664643794567519,0,1,-0.019935533621251444,-0.019935533621251444,94.77773789417498,98.66655989854543
2019-04-05,271.53599232792766,48.92613232432031,1.3698721728696341,1.5768166019720105,-0.20694442910237631,272.0534739344032,280.35979457021034,263.74715329859606,0.06106388215288835,0.46885013057136476,-1,0,0.000404206146587649,0.000404206146587649,94.81604763839148,98.70644152851908
2019-04-08,270.83037880743615,47.62980523248486,1.053024904749691,1.4720582625275467,-0.4190333577778558,272.18515609658124,280.3156807626602,264.0546314305023,0.05974260156342937,0.41668574017139964,0,0,-0.0025986003344976583,-0.0,94.81604763839148,98.44994293654598
2019-04-09,271.84570311819084,49.695212062731564,0.87377699121447,1.3524020082649313,-0.47862501705046134,272.4936105557501,280.0309145981022,264.956306513398,0.05532095983446945,0.4570199481194702,0,0,0.0037489306599411965,0.0,94.81604763839148,98.81902494609027
2019-04-10,268.91693392361776,44.271343376322406,0.48974900934814514,1.179871408481574,-0.6901223991334289,272.699652174408,279.5444570572448,265.8548472915712,0.05020031986296138,0.2236796142812384,0,0,-0.010773645347264216,-0.0,94.81604763839148,97.75438381775862
2019-04-11,274.6854628731483,54.74749656601788,0.6434587516165493,1.0725888771085692,-0.4291301254920199,273.17314237456924,279.0846540684229,267.2616306807156,0.04328032867702565,0.6279131782951113,0,0,0.021450969507071038,0.0,94.81604763839148,99.85131012421589
2019-04-12,274.17896503880957,53.79133174264177,0.7161493634566796,1.0013009743781913,-0.28515161092151176,273.46297550473344,278.93775647991976,267.9881945295471,0.04004038181096699,0.5653897879496232,0,0,-0.0018439193288238842,-0.0,94.81604763839148,99.66719236346945
2019-04-15,273.7877677620222,53.02110221731115,0.7337328308416886,0.9477873456708908,-0.21405451482920224,273.6412321531337,278.89966899079866,268.3827953154688,0.0384330738192425,0.5139333810990069,0,0,-0.001426795366055833,-0.0,94.81604763839148,99.52498767525746
2019-04-16,272.3828112945513,50.23883308426872,0.6270711246261271,0.8836441014619382,-0.25657297683581104,273.80726460107167,278.650217323153,268.9643118789903,0.035374903066486385,0.3529354519583054,0,0,-0.0051315530966018486,-0.0,94.81604763839148,99.01426991656325
2019-04-17,274.73835611256794,54.545492518518046,0.724264860229141,0.8517682532153789,-0.1275033929862378,273.98870428960987,278.67549051397083,269.3019180652489,0.034211528803807616,0.5799750390855822,0,0,0.00864792020767191,0.0,94.81604763839148,99.87053742222257
2019-04-18,279.19030079204026,61.35327593282799,1.1473009538905785,0.9108747933504189,0.23642616054015964,274.2344772459297,279.4680727482901,269.0008817435693,0.03816876386164227,0.9734626074823143,1,1,0.01620430704494802,0.0,94.81604763839148,101.48887027535625
2019-04-19,274.43555284069305,52.337481183728386,1.086368701194317,0.9459735749191986,0.1403951262751184,274.23258800116173,279.4658477202883,268.99932828203515,0.03816657792037764,0.5193918179513928,0,1,-0.017030491166270423,-0.017030491166270423,93.20128377666518,99.76046496665703
2019-04-22,272.6229705865131,49.35969420098681,0.8816560305012331,0.9331100660356056,-0.051454035534372555,274.05120949699204,279.24126185713664,268.86115713684745,0.037876514901508264,0.36240611737882567,-1,0,-0.006604764708573185,-0.006604764708573185,92.58571122678335,99.1015705683344
2019-04-23,275.00185054821236,53.12886459348911,0.9009894503443547,0.9266859428973555,-0.02569649255300077,274.12452246770766,279.32532031962387,268.92372461579146,0.03794478367055884,0.5843455278867885,0,0,0.00872589700193438,0.0,92.58571122678335,99.96632066584361
2019-04-24,276.48810295828525,55.36417453342485,1.0244304763772334,0.9462348495933312,0.07819562678390224,274.0137744777331,278.8881456082446,269.13940334722156,0.035577562768893733,0.7538100212624266,1,1,0.005404517850007506,0.0,92.58571122678335,100.50659043028173
2019-04-25,274.823681147359,52.35304307817476,0.9766947201025573,0.9523268236951764,0.024367896407380907,273.97248250142843,278.8022973341193,269.14266766873754,0.03525766375216682,0.5881191800738619,0,1,-0.006019867737952378,-0.006019867737952378,92.02835749077384,99.90155404909889
2019-04-26,275.54881971411083,53.53863475761728,0.9860102984874857,0.9590635186536384,0.0269467798338473,273.92076556437644,278.65406297965546,269.1874681490974,0.034559610006395174,0.6719788560591035,0,1,0.0026385592526976254,0.0026385592526976254,92.27117976494169,100.16515021889403
2019-04-29,277.56368517288286,56.758312043745754,1.142802252070112,0.9958112653369331,0.1469909867331789,274.1104153431502,279.1145924553439,269.1062382309565,0.03651212673498109,0.8450387298760946,0,1,0.007312190489012105,0.007312190489012105,92.94588420802883,100.8975768776551
2019-04-30,275.4247901928716,52.59185455378404,1.0819974622884843,1.0130485047272435,0.06894895756124075,274.11878896040116,279.1315996910127,269.1059782297896,0.0365740031876157,0.6302663617933107,0,1,-0.007705961169520381,-0.007705961169520381,92.22964683345502,100.12006406813721
2019-05-01,276.94708113213795,55.11714228787083,1.1434642408080435,1.0391316519434035,0.10433258886464003,274.11877432502604,279.1315502853477,269.10599836470436,0.03657375145255804,0.7821098358972359,0,1,0.005527065803337061,0.005527065803337061,92.73940616052207,100.67343425047612
2019-05-02,279.56752478032064,59.15083602699654,1.3876292814882731,1.1088311778523774,0.27879810363589574,274.5258365561849,279.92531015458354,269.1263629577863,0.03933672448562825,0.9668684948872595,0,1,0.009461892999451438,0.009461892999451438,93.61689649844558,101.62599551324143
2019-05-03,279.97765620777903,59.76038574846091,1.595830275875585,1.206230997457019,0.389599278418566,274.94791975017745,280.67326656045555,269.22257293989935,0.041646773072371294,0.9392516841575643,0,1,0.0014670209917289068,0.0014670209917289068,93.75423445078933,101.77508298196469
2019-05-06,279.01426195910227,57.58661761263722,1.663912650206214,1.297767328006858,0.366145322199356,275.3571139077608,281.0127637115223,269.70146410399923,0.04107865399588754,0.8233181135887463,0,1,-0.003440968331993588,-0.003440968331993588,93.43162909905385,101.42487814443773
2019-05-07,280.3519843497377,59.77461436421835,1.805004471510756,1.3992147567076376,0.40578971480311843,275.78242796933813,281.60319232171014,269.9616636169661,0.0422127283107332,0.8925220214882446,0,1,0.004794458825303716,0.004794458825303716,93.8795831977503,101.91115554656267
2019-05-08,279.48286454710285,57.69223680604887,1.8256451509948874,1.4845008355650877,0.3411443154297997,276.3107245005124,281.37686476692284,271.2445842341019,0.036669877910591654,0.813072662794436,0,1,-0.003100102197067356,-0.003100102197067356,93.5885468956192,101.5952205493471
2019-05-09,284.35376014322793,65.04241646895693,2.20957302263497,1.6295152729790643,0.5800577496559058,276.79413936401636,282.9378154465289,270.65046328150385,0.044391663036137244,1.1152359497540432,0,1,0.017428244139469085,0.017428244139469085,95.2196309395742,103.36584685648434
2019-05-10,280.44376562518397,56.54946909655235,2.1732824987182653,1.7382687181269045,0.43501378059136075,277.10737939333507,283.3279875690194,270.88677121765073,0.044896734177941926,0.7681720289738284,0,1,-0.013750458288557588,-0.013750458288557588,93.91031737608773,101.94451909082281
2019-05-13,281.7182747944136,58.45380904133068,2.2217532470557444,1.8349656239126726,0.3867876231430718,277.50390474495464,283.84345025058843,271.16435923932085,0.045689775150805724,0.8323873963609674,0,1,0.004544615803415697,0.004544615803415697,94.33710368853889,102.40781776335457
2019-05-14,284.92897614146597,62.868801685993326,2.490534103243931,1.9660793197789244,0.5244547834650066,278.13121298730044,284.8109151754734,271.4515107991275,0.048032740492725184,1.0088372926417006,0,1,0.011396851515562467,0.011396851515562467,95.41224965168539,103.57494445643628
2019-05-15,283.64950273388723,60.12670832461325,2.5706689853709577,2.0869972528973313,0.4836717324736264,278.57677031836636,285.4883489868766,271.6651916498561,0.04962063893993358,0.8669734990236526,0,1,-0.004490499439212869,-0.004490499439212869,94.98380099813045,103.10984122643816
2019-05-16,281.100702483091,54.9820427767318,2.400834254946915,2.149764653307248,0.25106960163966674,278.672290402919,285.67181596174646,271.6727648440915,0.05023481558720607,0.6734697630405426,0,1,-0.00898573847734685,-0.00898573847734685,94.1303014027769,102.18332315873664
2019-05-17,278.14771874019885,49.67847733258535,2.004847267233515,2.1207811760925015,-0.11593390885898636,278.85789869789426,285.57558426747937,272.14021312830914,0.04817999132140661,0.4471410242159293,-1,0,-0.010505074220046873,-0.010505074220046873,93.14145560018534,101.10987976490307
2019-05-20,275.75655814108245,45.82394323019364,1.4810059354233545,1.992826127958672,-0.5118201925353176,279.01457807562264,285.24874012800933,272.78041602323594,0.04468699876102545,0.23869624280195903,0,0,-0.008596729140711856,-0.0,93.14145560018534,100.24066551511426
2019-05-21,274.42579382718844,43.78768575033205,0.9475535400429749,1.7837716103755328,-0.8362180703325579,278.98577523957147,285.3027707771816,272.66877970196134,0.04528543100224789,0.13907039468099916,0,0,-0.004825866419514768,-0.0,93.14145560018534,99.75691745353505
2019-05-22,274.75789038632865,44.4510680213255,0.5453002088923995,1.5360773300789063,-0.9907771211865068,278.8992646109736,285.40485761660307,272.39367160534414,0.046651919392500935,0.1817066314276572,0,0,0.0012101506731883038,0.0,93.14145560018534,99.87763835434664
2019-05-23,275.0749918672008,45.11708930652277,0.24922606234662226,1.2787070765324497,-1.0294810141858275,278.9118301469657,285.3851688329548,272.43849146097665,0.04641853077783109,0.2036430143791666,0,0,0.0011541123729925662,0.0,93.14145560018534,99.99290837255667
2019-05-24,276.37136923491676,47.86895166489962,0.11783367416023793,1.0465323960580075,-0.9286987218977696,278.952957623006,285.34628989589913,272.55962535011287,0.04583806766109626,0.2981030644195648,0,0,0.004712814345339655,0.0,93.14145560018534,100.4641563855671
2019-05-27,277.53687436020624,50.282554507315865,0.10652285381894444,0.8585304876101949,-0.7520076337912505,278.9516170823722,285.3461870040563,272.5570471606881,0.045847161515438106,0.3893793687853392,0,0,0.004217170282565741,0.0,93.14145560018534,100.88783084033935
2019-05-28,274.28035114457475,44.13407098350825,-0.16333246540273194,0.6541578970076096,-0.8174903624103416,278.89439512995733,285.4405345597372,272.34825570017745,0.04694349936096463,0.14757518268002062,0,0,-0.011733659619604153,-0.0,93.14145560018534,99.7040473734986
2019-05-29,277.94026113108174,51.336152492470234,-0.08093760301568409,0.507138797002951,-0.588076400018635,278.94405412990454,285.44289194290104,272.44521631690804,0.0465959945500038,0.42277134560771784,0,0,0.013343682736419726,0.0,93.14145560018534,101.03446654918753
2019-05-30,275.6999245556841,47.31511216127926,-0.19417716581523337,0.3668756044393141,-0.5610527702545475,278.7506741186727,285.3998289654147,272.10151927193067,0.04770682523200839,0.2705911778785387,0,0,-0.00806049676387488,-0.0,93.14145560018534,100.22007855852797
2019-05-31,271.5547889654518,40.9274752386248,-0.6113508627756801,0.1712303109963153,-0.7825811737719954,278.3295307565564,285.68131577858423,270.9777457345285,0.052827919495600804,0.03924511048638493,0,0,-0.01503495366171237,-0.0,93.14145560018534,98.71327432142732
2019-06-03,273.1145175052664,43.991479804039905,-0.8068066009472545,-0.02437707139239867,-0.7824295295548559,278.0345435338646,285.735790001102,270.33329706662727,0.055397767265558076,0.1805694993966891,0,0,0.005743697416483506,0.0,93.14145560018534,99.28025350011993
2019-06-04,272.9250493668802,43.69499162148767,-0.9658613287768958,-0.2126739228692981,-0.7531874059075977,277.66319678472166,285.6063781307274,269.7200154387159,0.05721450619301398,0.20174749817187343,0,0,-0.000693731479808779,-0.0,93.14145560018534,99.2113796629435
2019-06-05,272.0778815105078,42.32152506023679,-1.1470502313878796,-0.3995491845730144,-0.7475010468148653,277.2929476328919,285.56261298935027,269.0232822764336,0.059645695478750906,0.18468699169844024,0,0,-0.003104031155577891,-0.0,93.14145560018534,98.90342444948186
2019-06-06,271.25123107091645,40.96829560695292,-1.3418791761201874,-0.588015182882449,-0.7538639932377383,276.63782117927633,284.6233796782388,268.65226268031387,0.05773294819139995,0.16272928129824948,0,0,-0.003038286078243413,-0.0,93.14145560018534,98.6029275518864
2019-06-07,273.1413092880543,45.27677826914718,-1.328455395541937,-0.7361032254143467,-0.5923521701275902,276.2726983624199,284.19305887280876,268.352337852031,0.057337265371034285,0.30232029399051713,0,0,0.006967998669262121,0.0,93.14145560018534,99.2899926198533
