date,poc,vah,val,profile_width
2023-05-11,3284.7874043683705,3504.108610178051,3131.262560301594,0.11350690439832327
2023-05-12,3284.7874043683705,3504.108610178051,3131.262560301594,0.11350690439832327
2023-05-15,3300.6978144491773,3491.7109709130127,3130.908342036879,0.10931101517281577
2023-05-16,3300.6978144491773,3491.7109709130127,3130.908342036879,0.10931101517281577
2023-05-17,3310.706844187569,3492.0500291175294,3129.3636592576086,0.1095495273151925
2023-05-18,3310.706844187569,3492.0500291175294,3129.3636592576086,0.1095495273151925
2023-05-19,3306.34413981297,3412.6570768426036,3129.1559114302463,0.08574460292823424
2023-05-22,3306.34413981297,3412.6570768426036,3129.1559114302463,0.08574460292823424
2023-05-23,3306.34413981297,3412.6570768426036,3129.1559114302463,0.08574460292823424
2023-05-24,3301.4889815051147,3463.1992293454987,3121.810928349132,0.103404343588247
2023-05-25,3301.73122560873,3461.790635688981,3141.671815528479,0.0969548392302838
2023-05-26,3295.265566870912,3417.526921712638,3132.2504270819436,0.08657162490900074
2023-05-29,3295.265566870912,3417.526921712638,3132.2504270819436,0.08657162490900074
2023-05-30,3295.265566870912,3417.526921712638,3132.2504270819436,0.08657162490900074
2023-05-31,3295.265566870912,3417.526921712638,3132.2504270819436,0.08657162490900074
2023-06-01,3295.265566870912,3417.526921712638,3132.2504270819436,0.08657162490900074
2023-06-02,3295.265566870912,3417.526921712638,3132.2504270819436,0.08657162490900074
2023-06-05,3295.265566870912,3417.526921712638,3111.8735346083226,0.09275531240250078
2023-06-06,3295.265566870912,3417.526921712638,3091.4966421347017,0.0989389998960008
2023-06-07,3295.265566870912,3417.526921712638,3091.4966421347017,0.0989389998960008
2023-06-08,3295.265566870912,3417.526921712638,3091.4966421347017,0.0989389998960008
2023-06-09,3295.265566870912,3417.526921712638,3091.4966421347017,0.0989389998960008
2023-06-12,3295.265566870912,3417.526921712638,3050.74285718746,0.11130637488300087
2023-06-13,3295.265566870912,3417.526921712638,3091.4966421347017,0.0989389998960008
2023-06-14,3295.265566870912,3417.526921712638,3091.4966421347017,0.0989389998960008
2023-06-15,3295.265566870912,3417.526921712638,3111.8735346083226,0.09275531240250078
2023-06-16,3295.265566870912,3417.526921712638,3111.8735346083226,0.09275531240250078
2023-06-19,3295.265566870912,3417.526921712638,3091.4966421347017,0.0989389998960008
2023-06-20,3295.265566870912,3417.526921712638,3091.4966421347017,0.0989389998960008
2023-06-21,3295.265566870912,3478.657599133501,3091.4966421347017,0.11749006237650103
2023-06-22,3295.265566870912,3478.657599133501,3111.8735346083226,0.111306374883001
2023-06-23,3295.265566870912,3478.657599133501,3111.8735346083226,0.111306374883001
2023-06-26,3295.265566870912,3478.657599133501,3091.4966421347017,0.11749006237650103
2023-06-27,3295.265566870912,3499.0344916071217,3091.4966421347017,0.12367374987000093
2023-06-28,3295.265566870912,3499.0344916071217,3050.74285718746,0.136041124857001
2023-06-29,3295.265566870912,3499.0344916071217,3091.4966421347017,0.12367374987000093
2023-06-30,3295.265566870912,3499.0344916071217,3091.4966421347017,0.12367374987000093
2023-07-03,3295.265566870912,3499.0344916071217,3091.4966421347017,0.12367374987000093
2023-07-04,3295.265566870912,3499.0344916071217,3091.4966421347017,0.12367374987000093
2023-07-05,3295.265566870912,3499.0344916071217,3091.4966421347017,0.12367374987000093
2023-07-06,3295.265566870912,3499.0344916071217,3091.4966421347017,0.12367374987000093
2023-07-07,3295.265566870912,3499.0344916071217,3091.4966421347017,0.12367374987000093
2023-07-10,3295.265566870912,3499.0344916071217,3091.4966421347017,0.12367374987000093
2023-07-11,3307.7313137209403,3473.5652533714656,3105.0453874814093,0.111411668886582
2023-07-12,3307.7313137209403,3473.5652533714656,3105.0453874814093,0.111411668886582
2023-07-13,3307.7313137209403,3473.5652533714656,3105.0453874814093,0.111411668886582
2023-07-14,3307.7313137209403,3473.5652533714656,3105.0453874814093,0.111411668886582
2023-07-17,3307.7313137209403,3418.2872734879566,3105.0453874814093,0.09469991855359453
2023-07-18,3307.7313137209403,3418.2872734879566,3105.0453874814093,0.09469991855359453
2023-07-19,3289.305320426437,3418.2872734879566,3105.0453874814093,0.09523040748492678
2023-07-20,3307.7313137209403,3418.2872734879566,3105.0453874814093,0.09469991855359453
2023-07-21,3307.7313137209403,3418.2872734879566,3105.0453874814093,0.09469991855359453
2023-07-24,3307.7313137209403,3418.2872734879566,3105.0453874814093,0.09469991855359453
2023-07-25,3178.74936065942,3418.2872734879566,3105.0453874814093,0.09854249280653142
2023-07-26,3178.74936065942,3418.2872734879566,3105.0453874814093,0.09854249280653142
2023-07-27,3178.74936065942,3418.2872734879566,3105.0453874814093,0.09854249280653142
2023-07-28,3178.74936065942,3418.2872734879566,3049.7674075979003,0.11593234447827248
2023-07-31,3178.74936065942,3418.2872734879566,3049.7674075979003,0.11593234447827248
2023-08-01,3178.74936065942,3418.2872734879566,3105.0453874814093,0.09854249280653142
2023-08-02,3178.74936065942,3418.2872734879566,3105.0453874814093,0.09854249280653142
2023-08-03,3178.74936065942,3399.861280193454,3049.7674075979003,0.110135727254359
2023-08-04,3178.74936065942,3399.861280193454,3105.0453874814093,0.09274587558261793
2023-08-07,3178.74936065942,3399.861280193454,3105.0453874814093,0.09274587558261793
2023-08-08,3178.74936065942,3363.0092936044484,3105.0453874814093,0.08115264113479065
2023-08-09,3178.74936065942,3363.0092936044484,3105.0453874814093,0.08115264113479065
2023-08-10,3178.74936065942,3363.0092936044484,3105.0453874814093,0.08115264113479065
2023-08-11,3178.74936065942,3363.0092936044484,3105.0453874814093,0.08115264113479065
2023-08-14,3178.74936065942,3363.0092936044484,3105.0453874814093,0.08115264113479065
2023-08-15,3178.74936065942,3363.0092936044484,3105.0453874814093,0.08115264113479065
2023-08-16,3178.74936065942,3363.0092936044484,3105.0453874814093,0.08115264113479065
2023-08-17,3178.74936065942,3363.0092936044484,3105.0453874814093,0.08115264113479065
2023-08-18,3178.74936065942,3363.0092936044484,3049.7674075979003,0.09854249280653171
2023-08-21,3178.74936065942,3363.0092936044484,3049.7674075979003,0.09854249280653171
2023-08-22,3178.74936065942,3363.0092936044484,3068.1934008924036,0.09274587558261793
2023-08-23,3176.131642034732,3458.8067618882983,3100.751610073781,0.11273309552910579
2023-08-24,3178.706014878632,3459.8049880930757,3103.7462886881135,0.11201372437034167
2023-08-25,3178.706014878632,3459.8049880930757,3103.7462886881135,0.11201372437034167
2023-08-28,3178.706014878632,3478.5449196407053,3103.7462886881135,0.11790918354772806
2023-08-29,3178.706014878632,3478.5449196407053,3103.7462886881135,0.11790918354772806
2023-08-30,3178.706014878632,3478.5449196407053,3103.7462886881135,0.11790918354772806
2023-08-31,3178.706014878632,3478.5449196407053,3141.2261517833726,0.10611826519295527
2023-09-01,3178.706014878632,3478.5449196407053,3178.706014878632,0.09432734683818247
2023-09-04,3178.706014878632,3478.5449196407053,3178.706014878632,0.09432734683818247
2023-09-05,3178.706014878632,3478.5449196407053,3141.2261517833726,0.10611826519295527
2023-09-06,3182.499239635079,3473.9433712761975,3143.64002208293,0.10378740867543511
2023-09-07,3182.499239635079,3473.9433712761975,3143.64002208293,0.10378740867543511
2023-09-08,3170.0020124566704,3466.5796787395316,3170.0020124566704,0.09355756403858592
2023-09-11,3177.271940952448,3467.6592254832435,3148.233212499368,0.10053467846637053
2023-09-12,3177.271940952448,3467.6592254832435,3148.233212499368,0.10053467846637053
2023-09-13,3177.271940952448,3467.6592254832435,3148.233212499368,0.10053467846637053
2023-09-14,3177.271940952448,3467.6592254832435,3148.233212499368,0.10053467846637053
2023-09-15,3177.271940952448,3467.6592254832435,3148.233212499368,0.10053467846637053
2023-09-18,3177.271940952448,3467.6592254832435,3119.1944840462884,0.10967419469058609
2023-09-19,3177.271940952448,3467.6592254832435,3090.155755593209,0.11881371091480152
2023-09-20,3177.271940952448,3903.240152279437,3090.155755593209,0.25590645427803405
2023-09-21,3177.271940952448,3816.123966920198,3090.155755593209,0.22848790560538745
2023-09-22,3177.271940952448,3816.123966920198,3090.155755593209,0.22848790560538745
2023-09-25,3177.271940952448,3816.123966920198,3119.1944840462884,0.21934838938117204
2023-09-26,3177.271940952448,3816.123966920198,3090.155755593209,0.22848790560538745
2023-09-27,3177.271940952448,3903.240152279437,3090.155755593209,0.25590645427803405
2023-09-28,3177.271940952448,3816.123966920198,3090.155755593209,0.22848790560538745
2023-09-29,3177.271940952448,3816.123966920198,3090.155755593209,0.22848790560538745
2023-10-02,3177.271940952448,3816.123966920198,3119.1944840462884,0.21934838938117204
2023-10-03,3177.271940952448,3816.123966920198,3090.155755593209,0.22848790560538745
2023-10-04,3177.271940952448,3816.123966920198,3090.155755593209,0.22848790560538745
2023-10-05,3177.271940952448,3816.123966920198,3090.155755593209,0.22848790560538745
2023-10-06,3177.271940952448,3816.123966920198,3119.1944840462884,0.21934838938117204
2023-10-09,3177.271940952448,3816.123966920198,3119.1944840462884,0.21934838938117204
2023-10-10,3177.271940952448,3816.123966920198,3090.155755593209,0.22848790560538745
2023-10-11,3612.852867748641,3816.123966920198,3090.155755593209,0.2009404307071542
2023-10-12,3612.852867748641,3816.123966920198,3090.155755593209,0.2009404307071542
2023-10-13,3612.852867748641,3816.123966920198,3090.155755593209,0.2009404307071542
2023-10-16,3612.852867748641,3816.123966920198,3090.155755593209,0.2009404307071542
2023-10-17,3612.852867748641,3816.123966920198,3090.155755593209,0.2009404307071542
2023-10-18,3612.852867748641,3816.123966920198,3090.155755593209,0.2009404307071542
2023-10-19,3612.852867748641,3816.123966920198,3119.1944840462884,0.1929028134788681
2023-10-20,3633.0176091277126,3869.482368177852,3126.3074111631277,0.20456134182987368
2023-10-23,3615.824967100425,3856.637402645202,3134.20009601087,0.1997987494437995
2023-10-24,3602.2289038500994,3868.73740650691,3145.3571850098533,0.2008146180615841
2023-10-25,3603.835598826918,3852.9737216627836,3147.0823736278317,0.19587223908458148
2023-10-26,3631.798253346503,3807.616475939544,3148.2981412156396,0.18154046252882547
2023-10-27,3631.798253346503,3851.5710315878046,3148.2981412156396,0.1936431600307472
2023-10-30,3606.1197687317635,3880.2905717833373,3149.168430312474,0.2027448305545303
2023-10-31,3606.1197687317635,4428.632177886485,3194.8635641544033,0.3421319015607698
2023-11-01,3606.1197687317635,4428.632177886485,3194.8635641544033,0.3421319015607698
2023-11-02,3605.183601150969,4431.907224198275,3213.57767444435,0.3379382812473041
2023-11-03,3605.183601150969,4431.907224198275,3213.57767444435,0.3379382812473041
2023-11-06,3637.7856227606107,4388.882604879844,3215.293570318542,0.3226108287466095
2023-11-07,3637.7856227606107,4388.882604879844,3262.237131700994,0.30970639559674523
2023-11-08,3637.7856227606107,4388.882604879844,3403.0678158483506,0.2709930961471519
2023-11-09,3636.767905668572,4398.494990894116,3412.7305276610596,0.2710550930942173
2023-11-10,3613.10043835825,4402.7229925523525,3393.7608399709993,0.27925106699768737
2023-11-13,3613.10043835825,4402.7229925523525,3393.7608399709993,0.27925106699768737
2023-11-14,3632.2195759580154,4414.784343945861,3385.093859751327,0.28348795073132343
2023-11-15,3618.468758802625,4419.823756597118,3418.130009354002,0.2768280767400027
2023-11-16,3618.468758802625,4419.823756597118,3418.130009354002,0.2768280767400027
2023-11-17,3618.468758802625,4419.823756597118,3418.130009354002,0.2768280767400027
2023-11-20,3618.468758802625,4419.823756597118,3418.130009354002,0.2768280767400027
2023-11-21,3618.468758802625,4419.823756597118,3418.130009354002,0.2768280767400027
2023-11-22,3618.468758802625,4419.823756597118,3418.130009354002,0.2768280767400027
2023-11-23,3618.468758802625,4419.823756597118,3418.130009354002,0.2768280767400027
2023-11-24,3618.468758802625,4419.823756597118,3418.130009354002,0.2768280767400027
2023-11-27,3604.190789744597,4424.374894390946,3526.0780178735167,0.24923677155866794
2023-11-28,3625.5145693515865,4428.137914321591,3510.854091498729,0.25300789867930823
2023-11-29,3606.233638784598,4401.349632637623,3533.9503666161418,0.24052775080702168
2023-11-30,3606.233638784598,4401.349632637623,3533.9503666161418,0.24052775080702168
2023-12-01,3606.233638784598,4401.349632637623,3533.9503666161418,0.24052775080702168
2023-12-04,3606.233638784598,4401.349632637623,3533.9503666161418,0.24052775080702168
2023-12-05,4148.358180048023,4401.349632637623,3533.9503666161418,0.2090945931798588
2023-12-06,4148.358180048023,4401.349632637623,3533.9503666161418,0.2090945931798588
2023-12-07,4148.358180048023,4401.349632637623,3533.9503666161418,0.2090945931798588
2023-12-08,4184.499816132252,4401.349632637623,3533.9503666161418,0.20728863762341398
2023-12-11,4148.358180048023,4401.349632637623,3533.9503666161418,0.2090945931798588
2023-12-12,4148.358180048023,4401.349632637623,3533.9503666161418,0.2090945931798588
2023-12-13,4148.358180048023,4401.349632637623,3533.9503666161418,0.2090945931798588
2023-12-14,4148.358180048023,4401.349632637623,3533.9503666161418,0.2090945931798588
2023-12-15,4148.358180048023,4401.349632637623,3533.9503666161418,0.2090945931798588
2023-12-18,4148.358180048023,4401.349632637623,3533.9503666161418,0.2090945931798588
2023-12-19,4148.358180048023,4401.349632637623,3533.9503666161418,0.2090945931798588
