date,signal_type,label,day_return,poc
2023-02-27,dentro_va,⬜ Dentro VA → rango lateral esperado,0.007470325466945578,3673.757642222486
2023-02-28,dentro_va,⬜ Dentro VA → rango lateral esperado,0.0023964148412628336,3673.757642222486
2023-03-01,dentro_va,⬜ Dentro VA → rango lateral esperado,-0.0017282244510610123,3667.72893976411
2023-03-02,dentro_va,⬜ Dentro VA → rango lateral esperado,0.0006095074311438998,3667.72893976411
2023-03-03,abajo_va,🔴 Bajo VAL → posible tendencia bajista,-0.001112199255621561,3673.217343226367
2023-03-06,abajo_va,🔴 Bajo VAL → posible tendencia bajista,0.0018152447028798818,3676.5166816380506
2023-03-07,abajo_va,🔴 Bajo VAL → posible tendencia bajista,-0.0002597018998217978,3463.6448763958915
2023-03-08,abajo_va,🔴 Bajo VAL → posible tendencia bajista,0.0004672499267067368,3651.8813537727447
2023-03-09,dentro_va,⬜ Dentro VA → rango lateral esperado,-0.003491115598466192,3651.8813537727447
2023-03-10,abajo_va,🔴 Bajo VAL → posible tendencia bajista,-0.0007626804045286133,3651.8813537727447
2023-03-13,abajo_va,🔴 Bajo VAL → posible tendencia bajista,-0.0010117832440757714,3674.791766803275
2023-03-14,abajo_va,🔴 Bajo VAL → posible tendencia bajista,0.0012371595709594725,3467.855065529523
2023-03-15,abajo_va,🔴 Bajo VAL → posible tendencia bajista,0.0014649616454665043,3199.2971356905837
2023-03-16,abajo_va,🔴 Bajo VAL → posible tendencia bajista,0.0012993607108020765,3471.20822110639
2023-03-17,dentro_va,⬜ Dentro VA → rango lateral esperado,-0.0011819577498349782,3178.722968704239
2023-03-20,dentro_va,⬜ Dentro VA → rango lateral esperado,0.0012645505108816628,3178.722968704239
2023-03-21,dentro_va,⬜ Dentro VA → rango lateral esperado,-0.0008685695018798705,3464.6419364482335
2023-03-22,dentro_va,⬜ Dentro VA → rango lateral esperado,-0.006187676668636788,3464.6419364482335
2023-03-23,dentro_va,⬜ Dentro VA → rango lateral esperado,-0.0026065621881557755,3264.748180784063
2023-03-24,dentro_va,⬜ Dentro VA → rango lateral esperado,0.0009790281551552342,3275.5399811373068
2023-03-27,dentro_va,⬜ Dentro VA → rango lateral esperado,-0.0035907021622089965,3275.5399811373068
2023-03-28,dentro_va,⬜ Dentro VA → rango lateral esperado,0.0012257266856881936,3275.5399811373068
2023-03-29,dentro_va,⬜ Dentro VA → rango lateral esperado,0.006151989165709878,3309.352900810327
2023-03-30,abajo_va,🔴 Bajo VAL → posible tendencia bajista,0.003033432819052141,3304.814591080964
2023-03-31,dentro_va,⬜ Dentro VA → rango lateral esperado,0.005644052305442176,3270.563933995798
2023-04-03,dentro_va,⬜ Dentro VA → rango lateral esperado,0.001055653681634637,3126.2446166018094
2023-04-04,dentro_va,⬜ Dentro VA → rango lateral esperado,-5.525208460723429e-05,3126.2446166018094
2023-04-05,arriba_va,🟢 Sobre VAH → posible tendencia alcista,-0.005004144532992493,3126.2446166018094
2023-04-06,arriba_va,🟢 Sobre VAH → posible tendencia alcista,-0.0009798211302458012,3126.624659717737
2023-04-07,arriba_va,🟢 Sobre VAH → posible tendencia alcista,0.0006577339159731069,3269.908132735894
2023-04-10,arriba_va,🟢 Sobre VAH → posible tendencia alcista,-0.002482040887855191,3269.908132735894
2023-04-11,arriba_va,🟢 Sobre VAH → posible tendencia alcista,0.00667770183394785,3269.908132735894
2023-04-12,arriba_va,🟢 Sobre VAH → posible tendencia alcista,-0.0007063443992550548,3268.2284487196766
2023-04-13,arriba_va,🟢 Sobre VAH → posible tendencia alcista,-0.002307259822789068,3268.2284487196766
2023-04-14,arriba_va,🟢 Sobre VAH → posible tendencia alcista,0.004455522359575345,3293.055022684265
2023-04-17,arriba_va,🟢 Sobre VAH → posible tendencia alcista,-0.003419528829845876,3293.055022684265
2023-04-18,dentro_va,⬜ Dentro VA → rango lateral esperado,-0.0010144590502509517,3293.055022684265
2023-04-19,dentro_va,⬜ Dentro VA → rango lateral esperado,0.0012474178543779625,3293.055022684265
2023-04-20,dentro_va,⬜ Dentro VA → rango lateral esperado,-0.001894748710444416,3293.055022684265
2023-04-21,dentro_va,⬜ Dentro VA → rango lateral esperado,-0.006765988130640471,3293.055022684265
2023-04-24,abajo_va,🔴 Bajo VAL → posible tendencia bajista,-0.0005453012494870466,3293.055022684265
2023-04-25,dentro_va,⬜ Dentro VA → rango lateral esperado,-0.0007441076503893221,3293.055022684265
2023-04-26,dentro_va,⬜ Dentro VA → rango lateral esperado,0.0013799844312898447,3293.055022684265
2023-04-27,dentro_va,⬜ Dentro VA → rango lateral esperado,0.0025560498420934205,3293.055022684265
2023-04-28,dentro_va,⬜ Dentro VA → rango lateral esperado,-0.00248481775010624,3293.055022684265
2023-05-01,abajo_va,🔴 Bajo VAL → posible tendencia bajista,0.0025748643769676143,3289.9876997552915
2023-05-02,dentro_va,⬜ Dentro VA → rango lateral esperado,-0.00021465262601603723,3298.6341892328974
2023-05-03,dentro_va,⬜ Dentro VA → rango lateral esperado,0.0014350286967252648,3298.6341892328974
2023-05-04,dentro_va,⬜ Dentro VA → rango lateral esperado,-0.0014348776449061161,3299.958981052353
2023-05-05,dentro_va,⬜ Dentro VA → rango lateral esperado,-0.0009999853442152365,3299.958981052353
2023-05-08,dentro_va,⬜ Dentro VA → rango lateral esperado,-0.0031029614932893846,3299.958981052353
2023-05-09,dentro_va,⬜ Dentro VA → rango lateral esperado,0.0015323938345194908,3408.2365823160226
2023-05-10,dentro_va,⬜ Dentro VA → rango lateral esperado,0.0008102808293392608,3408.2365823160226
2023-05-11,dentro_va,⬜ Dentro VA → rango lateral esperado,0.002944938343735178,3408.2365823160226
2023-05-12,dentro_va,⬜ Dentro VA → rango lateral esperado,0.0013346587198495333,3408.2365823160226
2023-05-15,abajo_va,🔴 Bajo VAL → posible tendencia bajista,-0.001130621726729773,3296.0286031927103
2023-05-16,dentro_va,⬜ Dentro VA → rango lateral esperado,-0.002265820249527302,3404.285417270977
2023-05-17,dentro_va,⬜ Dentro VA → rango lateral esperado,0.002774170704614345,3404.285417270977
2023-05-18,dentro_va,⬜ Dentro VA → rango lateral esperado,-0.002602029539441538,3295.8429419122735
2023-05-19,dentro_va,⬜ Dentro VA → rango lateral esperado,-0.004050440783800814,3295.8429419122735
2023-05-22,abajo_va,🔴 Bajo VAL → posible tendencia bajista,-0.001238768259564704,3295.8429419122735
2023-05-23,abajo_va,🔴 Bajo VAL → posible tendencia bajista,-0.005598863666023804,3405.4754059481493
2023-05-24,abajo_va,🔴 Bajo VAL → posible tendencia bajista,0.0023267688832026043,3396.655178318616
2023-05-25,abajo_va,🔴 Bajo VAL → posible tendencia bajista,0.0037479588537797253,3294.164767540269
2023-05-26,abajo_va,🔴 Bajo VAL → posible tendencia bajista,0.005364788118485079,3284.1883524346163
2023-05-29,dentro_va,⬜ Dentro VA → rango lateral esperado,-0.0044680795992641485,3301.6252729805183
2023-05-30,dentro_va,⬜ Dentro VA → rango lateral esperado,-0.0019592507698144856,3301.6252729805183
2023-05-31,dentro_va,⬜ Dentro VA → rango lateral esperado,0.00016678182426986082,3301.6252729805183
2023-06-01,dentro_va,⬜ Dentro VA → rango lateral esperado,-0.0008392010290814649,3301.6252729805183
2023-06-02,dentro_va,⬜ Dentro VA → rango lateral esperado,0.003387906296184004,3301.6252729805183
2023-06-05,dentro_va,⬜ Dentro VA → rango lateral esperado,-0.00728381274056238,3256.2216448014105
2023-06-06,dentro_va,⬜ Dentro VA → rango lateral esperado,-0.0003875133211375067,3256.2216448014105
2023-06-07,dentro_va,⬜ Dentro VA → rango lateral esperado,-0.0003280767141604365,3256.2216448014105
2023-06-08,dentro_va,⬜ Dentro VA → rango lateral esperado,-0.0021725695363232714,3247.4566027107144
2023-06-09,dentro_va,⬜ Dentro VA → rango lateral esperado,-0.0014409483668095834,3104.8385825259547
2023-06-12,arriba_va,🟢 Sobre VAH → posible tendencia alcista,-0.0006712012591203304,3099.2309867947824
2023-06-13,dentro_va,⬜ Dentro VA → rango lateral esperado,0.002377060382871007,3100.160752824606
2023-06-14,dentro_va,⬜ Dentro VA → rango lateral esperado,-0.0014124073552817633,3298.848559071127
2023-06-15,arriba_va,🟢 Sobre VAH → posible tendencia alcista,-0.005614374319420491,3298.848559071127
2023-06-16,arriba_va,🟢 Sobre VAH → posible tendencia alcista,-0.004020034234528877,3100.160752824606
2023-06-19,arriba_va,🟢 Sobre VAH → posible tendencia alcista,-0.004756824353084519,3097.343084096059
2023-06-20,arriba_va,🟢 Sobre VAH → posible tendencia alcista,0.0015360027152948603,3089.604348359361
2023-06-21,arriba_va,🟢 Sobre VAH → posible tendencia alcista,0.0029776545647066284,3089.604348359361
2023-06-22,dentro_va,⬜ Dentro VA → rango lateral esperado,0.000377503215199278,3094.9009513554265
2023-06-23,arriba_va,🟢 Sobre VAH → posible tendencia alcista,-0.00016714679414478307,3355.7643452983593
2023-06-26,arriba_va,🟢 Sobre VAH → posible tendencia alcista,-0.0032718345146853225,3355.7643452983593
2023-06-27,arriba_va,🟢 Sobre VAH → posible tendencia alcista,0.005103305380698821,3345.930406729512
2023-06-28,arriba_va,🟢 Sobre VAH → posible tendencia alcista,-0.004567691416784725,3357.0116049028356
2023-06-29,arriba_va,🟢 Sobre VAH → posible tendencia alcista,0.0004742485007640576,3357.0116049028356
2023-06-30,dentro_va,⬜ Dentro VA → rango lateral esperado,0.0012822853598814519,3357.0116049028356
2023-07-03,dentro_va,⬜ Dentro VA → rango lateral esperado,0.003045560400800705,3357.0116049028356
2023-07-04,dentro_va,⬜ Dentro VA → rango lateral esperado,0.004989339943076379,3357.0116049028356
2023-07-05,dentro_va,⬜ Dentro VA → rango lateral esperado,-0.0024634282867816906,3357.0116049028356
2023-07-06,dentro_va,⬜ Dentro VA → rango lateral esperado,-0.00021990553248536776,3359.814039234988
2023-07-07,abajo_va,🔴 Bajo VAL → posible tendencia bajista,0.0038849168718133225,3295.255217218443
2023-07-10,dentro_va,⬜ Dentro VA → rango lateral esperado,0.0039003902540532755,3355.8711952453777
2023-07-11,dentro_va,⬜ Dentro VA → rango lateral esperado,0.001008369883404607,3355.8711952453777
2023-07-12,dentro_va,⬜ Dentro VA → rango lateral esperado,-0.0049821187853850805,3355.8711952453777
2023-07-13,dentro_va,⬜ Dentro VA → rango lateral esperado,0.0007793810158040619,3355.8711952453777
2023-07-14,abajo_va,🔴 Bajo VAL → posible tendencia bajista,0.004529855922379384,3355.8711952453777
2023-07-17,dentro_va,⬜ Dentro VA → rango lateral esperado,0.0007377731001245504,3355.8711952453777
2023-07-18,dentro_va,⬜ Dentro VA → rango lateral esperado,0.0008188406606871038,3211.3284907425523
2023-07-19,abajo_va,🔴 Bajo VAL → posible tendencia bajista,0.008156652631423079,3211.3284907425523
2023-07-20,dentro_va,⬜ Dentro VA → rango lateral esperado,0.0001629111352684586,3187.7269637101163
2023-07-21,dentro_va,⬜ Dentro VA → rango lateral esperado,0.000693283900201392,3187.7269637101163
2023-07-24,dentro_va,⬜ Dentro VA → rango lateral esperado,-0.002084265856973484,3187.7269637101163
2023-07-25,dentro_va,⬜ Dentro VA → rango lateral esperado,-0.0055162702602787935,3187.7269637101163
2023-07-26,abajo_va,🔴 Bajo VAL → posible tendencia bajista,-0.003368311223743375,3185.5383170127598
2023-07-27,dentro_va,⬜ Dentro VA → rango lateral esperado,0.0008073173071451437,3183.4138545595933
2023-07-28,dentro_va,⬜ Dentro VA → rango lateral esperado,0.003330634024747745,3183.4138545595933
2023-07-31,dentro_va,⬜ Dentro VA → rango lateral esperado,-0.0076609363726000525,3171.792709526147
2023-08-01,dentro_va,⬜ Dentro VA → rango lateral esperado,-0.00017762374624310558,3174.8080591858898
2023-08-02,dentro_va,⬜ Dentro VA → rango lateral esperado,-4.178612958524789e-05,3174.8080591858898
2023-08-03,dentro_va,⬜ Dentro VA → rango lateral esperado,7.238049988753552e-05,3174.8080591858898
2023-08-04,dentro_va,⬜ Dentro VA → rango lateral esperado,-0.0005939013538807763,3174.8080591858898
2023-08-07,dentro_va,⬜ Dentro VA → rango lateral esperado,0.00043326887639227424,3174.8080591858898
2023-08-08,dentro_va,⬜ Dentro VA → rango lateral esperado,0.0017239529195154791,3186.475314223445
2023-08-09,arriba_va,🟢 Sobre VAH → posible tendencia alcista,0.0016432727388916379,3186.475314223445
2023-08-10,dentro_va,⬜ Dentro VA → rango lateral esperado,9.826946658721768e-05,3176.7208056962736
2023-08-11,dentro_va,⬜ Dentro VA → rango lateral esperado,0.0016329364477474936,3176.7208056962736
2023-08-14,dentro_va,⬜ Dentro VA → rango lateral esperado,0.0021431204912433777,3176.7208056962736
2023-08-15,dentro_va,⬜ Dentro VA → rango lateral esperado,-0.00031918876907569064,3176.7208056962736
2023-08-16,arriba_va,🟢 Sobre VAH → posible tendencia alcista,0.000765517220614954,3176.7208056962736
2023-08-17,arriba_va,🟢 Sobre VAH → posible tendencia alcista,-0.004491712453637172,3179.090357661183
2023-08-18,arriba_va,🟢 Sobre VAH → posible tendencia alcista,0.008016665237706479,3192.884219833785
2023-08-21,arriba_va,🟢 Sobre VAH → posible tendencia alcista,-0.003263833067297862,3183.9602633794566
2023-08-22,arriba_va,🟢 Sobre VAH → posible tendencia alcista,-0.0037243330686267577,3132.4990529836914
2023-08-23,arriba_va,🟢 Sobre VAH → posible tendencia alcista,0.00625910338871388,3184.5849191656216
2023-08-24,arriba_va,🟢 Sobre VAH → posible tendencia alcista,0.0010291207830165788,3145.9111346702803
2023-08-25,dentro_va,⬜ Dentro VA → rango lateral esperado,0.0011155656980543233,3130.020086008619
2023-08-28,dentro_va,⬜ Dentro VA → rango lateral esperado,0.004240440492907086,3139.1087002516106
2023-08-29,dentro_va,⬜ Dentro VA → rango lateral esperado,0.002338907787295748,3190.260047692015
2023-08-30,dentro_va,⬜ Dentro VA → rango lateral esperado,0.003342865051941504,3190.260047692015
2023-08-31,dentro_va,⬜ Dentro VA → rango lateral esperado,-0.0052293217723284775,3394.8654374536345
2023-09-01,dentro_va,⬜ Dentro VA → rango lateral esperado,-0.0027991777889154177,3394.8654374536345
2023-09-04,dentro_va,⬜ Dentro VA → rango lateral esperado,-0.0038001689125545875,3394.8654374536345
2023-09-05,dentro_va,⬜ Dentro VA → rango lateral esperado,-0.0021603390231640235,3394.8654374536345
2023-09-06,arriba_va,🟢 Sobre VAH → posible tendencia alcista,0.003398667127070401,3403.6777500072303
2023-09-07,arriba_va,🟢 Sobre VAH → posible tendencia alcista,0.0015760407948514443,3390.1705072614914
2023-09-08,arriba_va,🟢 Sobre VAH → posible tendencia alcista,-0.0014659714562692196,3390.1705072614914
2023-09-11,arriba_va,🟢 Sobre VAH → posible tendencia alcista,0.003679875260342556,3624.7360286965613
2023-09-12,arriba_va,🟢 Sobre VAH → posible tendencia alcista,-0.0021344297553224636,3399.4403148435445
2023-09-13,dentro_va,⬜ Dentro VA → rango lateral esperado,0.0007214963761860291,3411.3554864840326
2023-09-14,dentro_va,⬜ Dentro VA → rango lateral esperado,0.001125728261777229,3400.0648015091683
2023-09-15,dentro_va,⬜ Dentro VA → rango lateral esperado,-0.0021283404101196494,3400.0648015091683
2023-09-18,dentro_va,⬜ Dentro VA → rango lateral esperado,-0.0013310159697710227,3408.172414684308
2023-09-19,arriba_va,🟢 Sobre VAH → posible tendencia alcista,0.0010840724378713578,3411.8136871728875
2023-09-20,arriba_va,🟢 Sobre VAH → posible tendencia alcista,-0.0034659349251270496,3411.8136871728875
2023-09-21,dentro_va,⬜ Dentro VA → rango lateral esperado,0.0032537424878429197,3411.8136871728875
2023-09-22,dentro_va,⬜ Dentro VA → rango lateral esperado,-0.0018443987282823373,3411.8136871728875
2023-09-25,dentro_va,⬜ Dentro VA → rango lateral esperado,-0.0017761434751168434,3411.8136871728875
2023-09-26,dentro_va,⬜ Dentro VA → rango lateral esperado,0.0009295024905007794,3411.8136871728875
2023-09-27,dentro_va,⬜ Dentro VA → rango lateral esperado,-0.0009774427376639445,3411.8136871728875
2023-09-28,dentro_va,⬜ Dentro VA → rango lateral esperado,0.003767481370429835,3850.775375612821
2023-09-29,dentro_va,⬜ Dentro VA → rango lateral esperado,-0.0027644178672155163,3856.085036372288
2023-10-02,dentro_va,⬜ Dentro VA → rango lateral esperado,0.0005550142793069741,3811.1477870526983
2023-10-03,dentro_va,⬜ Dentro VA → rango lateral esperado,0.0015706320781892107,3810.143689317272
2023-10-04,abajo_va,🔴 Bajo VAL → posible tendencia bajista,-0.0031371549640103564,3810.9746333057983
2023-10-05,dentro_va,⬜ Dentro VA → rango lateral esperado,0.0021175054263886475,3815.193241144598
2023-10-06,abajo_va,🔴 Bajo VAL → posible tendencia bajista,0.004243313517664567,3815.193241144598
2023-10-09,dentro_va,⬜ Dentro VA → rango lateral esperado,0.004691797688044189,3612.836255260659
2023-10-10,dentro_va,⬜ Dentro VA → rango lateral esperado,-0.0018147306195934695,3612.836255260659
2023-10-11,dentro_va,⬜ Dentro VA → rango lateral esperado,0.003856100450096327,3603.514562304099
2023-10-12,dentro_va,⬜ Dentro VA → rango lateral esperado,-0.005236813953977307,3603.514562304099
2023-10-13,dentro_va,⬜ Dentro VA → rango lateral esperado,0.006285043272910255,3603.514562304099
2023-10-16,dentro_va,⬜ Dentro VA → rango lateral esperado,-0.005063598582683898,3603.514562304099
2023-10-17,dentro_va,⬜ Dentro VA → rango lateral esperado,-0.0006326518998032985,3603.514562304099
2023-10-18,dentro_va,⬜ Dentro VA → rango lateral esperado,0.0002902235408765079,3622.9890097996704
2023-10-19,dentro_va,⬜ Dentro VA → rango lateral esperado,0.0016374340676574579,3602.266161924324
2023-10-20,arriba_va,🟢 Sobre VAH → posible tendencia alcista,-0.0011959762710910117,3674.9240217937177
2023-10-23,arriba_va,🟢 Sobre VAH → posible tendencia alcista,0.00011291685605122005,3673.5032892225254
2023-10-24,arriba_va,🟢 Sobre VAH → posible tendencia alcista,-0.0032989863126271298,3626.6848155897483
2023-10-25,arriba_va,🟢 Sobre VAH → posible tendencia alcista,-0.00034256555461253534,3609.9571250637896
2023-10-26,arriba_va,🟢 Sobre VAH → posible tendencia alcista,-0.0004507020604449379,3622.8960396986286
2023-10-27,arriba_va,🟢 Sobre VAH → posible tendencia alcista,0.0010920278606402693,3632.014296607189
2023-10-30,arriba_va,🟢 Sobre VAH → posible tendencia alcista,0.0001708660613863738,3678.4681958204533
2023-10-31,dentro_va,⬜ Dentro VA → rango lateral esperado,-0.0009225534159562861,3589.4766983296786
2023-11-01,dentro_va,⬜ Dentro VA → rango lateral esperado,0.005156963003361219,3589.4766983296786
2023-11-02,dentro_va,⬜ Dentro VA → rango lateral esperado,0.0040609811330059925,3589.4766983296786
2023-11-03,dentro_va,⬜ Dentro VA → rango lateral esperado,-0.0022248313702498195,3687.606231337214
2023-11-06,arriba_va,🟢 Sobre VAH → posible tendencia alcista,-0.0005123336940204457,3687.606231337214
2023-11-07,dentro_va,⬜ Dentro VA → rango lateral esperado,0.0005522548261144138,3575.019189446446
2023-11-08,arriba_va,🟢 Sobre VAH → posible tendencia alcista,-5.529874107641914e-05,3609.3243061282983
2023-11-09,dentro_va,⬜ Dentro VA → rango lateral esperado,-0.0010416589313218525,4422.291957387851
2023-11-10,dentro_va,⬜ Dentro VA → rango lateral esperado,0.0016219053582810382,4422.291957387851
2023-11-13,dentro_va,⬜ Dentro VA → rango lateral esperado,0.0023403787597508097,4422.291957387851
2023-11-14,dentro_va,⬜ Dentro VA → rango lateral esperado,-0.0005871907697149347,4371.481479184129
2023-11-15,dentro_va,⬜ Dentro VA → rango lateral esperado,0.002943758612716854,4430.618402347781
2023-11-16,abajo_va,🔴 Bajo VAL → posible tendencia bajista,-0.0012232600692606234,4393.008941654902
2023-11-17,dentro_va,⬜ Dentro VA → rango lateral esperado,0.005133973871930297,4404.000423980877
2023-11-20,abajo_va,🔴 Bajo VAL → posible tendencia bajista,-0.0030779638005863485,4280.708728722729
2023-11-21,dentro_va,⬜ Dentro VA → rango lateral esperado,-0.0014157851577356012,4408.4212766365745
2023-11-22,dentro_va,⬜ Dentro VA → rango lateral esperado,-0.0007674996947128277,4244.996737847203
2023-11-23,abajo_va,🔴 Bajo VAL → posible tendencia bajista,-0.002939407364490868,4244.996737847203
2023-11-24,dentro_va,⬜ Dentro VA → rango lateral esperado,-0.004971583199087942,4238.576378717196
2023-11-27,arriba_va,🟢 Sobre VAH → posible tendencia alcista,-0.0030338777706798736,4238.576378717196
2023-11-28,dentro_va,⬜ Dentro VA → rango lateral esperado,0.005553291427257575,4238.576378717196
2023-11-29,dentro_va,⬜ Dentro VA → rango lateral esperado,0.0038535235400952344,4238.576378717196
2023-11-30,abajo_va,🔴 Bajo VAL → posible tendencia bajista,0.0018779759158091137,4238.576378717196
2023-12-01,dentro_va,⬜ Dentro VA → rango lateral esperado,-7.826702442591476e-05,4168.598523417129
2023-12-04,dentro_va,⬜ Dentro VA → rango lateral esperado,-0.0015505690632200682,4168.598523417129
2023-12-05,abajo_va,🔴 Bajo VAL → posible tendencia bajista,0.0021819821195313404,4168.598523417129
2023-12-06,dentro_va,⬜ Dentro VA → rango lateral esperado,-0.0005599865328124298,4158.407742752623
2023-12-07,arriba_va,🟢 Sobre VAH → posible tendencia alcista,0.002271295891512418,4158.407742752623
2023-12-08,dentro_va,⬜ Dentro VA → rango lateral esperado,0.0018379251808819648,4170.35942385256
2023-12-11,abajo_va,🔴 Bajo VAL → posible tendencia bajista,0.004237867018550401,4170.35942385256
2023-12-12,abajo_va,🔴 Bajo VAL → posible tendencia bajista,0.002777392281006683,4170.35942385256
2023-12-13,abajo_va,🔴 Bajo VAL → posible tendencia bajista,0.00407156422891598,4169.488722196873
2023-12-14,dentro_va,⬜ Dentro VA → rango lateral esperado,0.002936215882566325,4178.672695367895
2023-12-15,arriba_va,🟢 Sobre VAH → posible tendencia alcista,-0.003150965423214868,4178.672695367895
2023-12-18,abajo_va,🔴 Bajo VAL → posible tendencia bajista,0.0028563320619531085,4158.757853361261
2023-12-19,arriba_va,🟢 Sobre VAH → posible tendencia alcista,-0.00783526992246103,4158.757853361261
