,eps_A,eps_B,eps_C,es_campana,el_nino
2020-09-07,-22.303817779255926,-4.236395669533227,0.8248848782653558,0.0,0.0
2020-09-14,-29.172024462883886,-67.68310814337637,-3.0093103252226094,0.0,0.0
2020-09-21,0.8043253830433041,-34.147244661142054,10.004742620442688,0.0,0.0
2020-09-28,-28.912892703538873,-55.42328634973416,76.8932423781464,0.0,0.0
2020-10-05,-45.508479810335906,2.2580222723895713,-3.5537193627783585,0.0,0.0
2020-10-12,-18.206146069298644,-9.913649423594334,9.6102955747076,0.0,0.0
2020-10-19,-45.96456574289578,59.2643146903206,47.151091349953624,0.0,0.0
2020-10-26,-13.416857918475138,28.98373280211605,14.561060193040486,0.0,0.0
2020-11-02,-24.157856697569823,-40.32456896198412,96.42407555043889,0.0,0.0
2020-11-09,-24.494939043027365,-66.65739367656785,-2.261289701184748,0.0,0.0
2020-11-16,-21.394520525211114,7.918699784761931,-103.79076394472462,0.0,0.0
2020-11-23,21.799087112235735,53.22868424672534,-74.7036023778171,0.0,0.0
2020-11-30,-20.101027931940806,-103.03543786458542,-50.5038133685997,0.0,0.0
2020-12-07,18.93603430189367,205.50900703225872,126.90896837641779,1.0,0.0
2020-12-14,73.58491325207389,131.6441594483838,136.50601189850283,1.0,0.0
2020-12-21,73.73805274449123,248.4322027916432,29.657866929366413,1.0,0.0
2020-12-28,0.005455870269212247,-33.020653122983596,8.48810035940059,0.0,0.0
2021-01-04,-6.908848303288033,-4.030111155950954,13.378302455694994,0.0,0.0
2021-01-11,-24.445768869844187,-28.37354454896871,-94.01455717151832,0.0,0.0
2021-01-18,-40.133970854401284,-72.69716928046134,-60.1140779877222,0.0,0.0
2021-01-25,40.168328278800445,-77.1954303090237,-1.8824503581685534,0.0,0.0
2021-02-01,-27.554056112097776,-43.96577522486285,-18.66214354526191,0.0,0.0
2021-02-08,-34.75884073064826,67.08038096397905,-18.452765201378057,0.0,0.0
2021-02-15,-12.843312713233733,36.40780726117894,-89.72425214096945,0.0,0.0
2021-02-22,0.4235942689743075,-20.641892441693713,70.93184093130502,0.0,0.0
2021-03-01,18.242455762063408,14.994346966793161,88.48592421398138,0.0,0.0
2021-03-08,69.40864786724613,33.99304225484208,52.4508601838466,0.0,0.0
2021-03-15,-28.540671873927927,-13.38311128486186,2.966309025652988,0.0,0.0
2021-03-22,-13.660533469676299,55.188932088341346,19.094897328522926,0.0,0.0
2021-03-29,2.433635776817164,14.674095405016859,-17.922079378727705,0.0,0.0
2021-04-05,25.211758209226875,-16.55772721908706,-13.57661429089605,0.0,0.0
2021-04-12,65.68233695195912,49.28836809034215,129.15016307081504,1.0,0.0
2021-04-19,32.35866105332795,137.32457382895257,-67.98546441752435,1.0,0.0
2021-04-26,17.60259192237003,-51.85612605856262,-33.21268186638692,0.0,0.0
2021-05-03,32.39726502686201,4.694917306294994,20.54488500045479,0.0,0.0
2021-05-10,0.9265686779318497,83.28454415560493,23.029106601880994,0.0,0.0
2021-05-17,-32.31627343189215,-196.95563052137686,-14.659738926968965,0.0,0.0
2021-05-24,81.45776979219276,0.2827194163316107,-5.30078508656864,0.0,0.0
2021-05-31,48.05449314952655,-2.7317253582914636,35.47876066967129,0.0,0.0
2021-06-07,12.605884945494273,-4.270055916122843,14.645345337873229,0.0,0.0
2021-06-14,15.097258686836525,-10.025760624663683,-5.53321499776767,0.0,0.0
2021-06-21,-0.037169520346714564,-59.53405248244978,28.097208841174073,0.0,0.0
2021-06-28,-5.348058717487612,76.32518113391754,-12.523107838167997,0.0,0.0
2021-07-05,18.72399445675337,-17.609591086144682,-23.673179360541972,0.0,0.0
2021-07-12,22.346570461973975,74.90953500747166,-31.723746228944815,0.0,0.0
2021-07-19,49.85837964945325,227.83413428057182,219.7865526894979,1.0,0.0
2021-07-26,30.792353206870366,147.761035287186,157.19608798233165,1.0,0.0
2021-08-02,-42.845622329390565,78.71440000001606,20.92580512572773,0.0,0.0
2021-08-09,75.05010049789814,18.554261059348715,4.625099561258815,0.0,0.0
2021-08-16,25.279384850788833,-90.6954353407484,-18.914561535454638,0.0,0.0
2021-08-23,-43.48394073637945,-105.38081465431283,193.10952767321805,0.0,0.0
2021-08-30,-35.924707571802216,-21.49291424350773,41.65603912484621,0.0,0.0
2021-09-06,26.235720283631895,-43.64549461006513,23.398202628982183,0.0,0.0
2021-09-13,25.236449702304007,-64.22357180650847,-3.9081965377753867,0.0,0.0
2021-09-20,1.689951214037363,-37.768743783602815,3.6258476772607473,0.0,0.0
2021-09-27,9.359323087321012,-40.003043118530044,58.72990134829489,0.0,0.0
2021-10-04,-16.640289475016612,-21.922977442242768,7.2040545579302995,0.0,0.0
2021-10-11,45.785149380115264,6.397712986973818,2.7770128016721154,0.0,0.0
2021-10-18,5.177614813201083,70.2351413406539,-35.0702976189886,0.0,0.0
2021-10-25,16.566313805522803,73.64539647856265,-55.996248382540784,0.0,0.0
2021-11-01,-35.21982811216851,-16.799455964803077,-39.09944787263858,0.0,0.0
2021-11-08,25.26113188919918,-83.60927563221466,-35.07301718508919,0.0,0.0
2021-11-15,10.936061025291838,-36.86399680392943,-2.052395519207953,0.0,0.0
2021-11-22,18.504415297368784,-34.70179572121753,-31.909593049943652,0.0,0.0
2021-11-29,-7.937178256183893,-93.96721233168812,32.43280615293947,0.0,0.0
2021-12-06,7.036420969441295,-18.534178623418867,242.12299265464438,1.0,0.0
2021-12-13,87.80897784582777,143.1314237917446,52.20801222288532,1.0,0.0
2021-12-20,90.62586478728645,255.98940402449165,318.8361642496238,1.0,0.0
2021-12-27,21.80824769169785,23.092857709788024,32.62572395818757,0.0,0.0
2022-01-03,0.676654195572836,24.717550889218984,1.5736777665985944,0.0,0.0
2022-01-10,3.8359551738836988,69.87395206554292,-0.4014164442451753,0.0,0.0
2022-01-17,-0.34926508828781966,-24.855251306282902,-63.439266066991244,0.0,0.0
2022-01-24,17.301109840623095,9.693538340247365,-35.9907188104431,0.0,0.0
2022-01-31,18.77245343942853,-4.520451149831586,-92.71227334834713,0.0,0.0
2022-02-07,12.485605944361975,21.79992433954962,-1.8547668552538148,0.0,0.0
2022-02-14,73.7834247397587,13.662993841390673,-4.246866700065322,0.0,0.0
2022-02-21,36.86492039592892,-40.296073081117896,8.713196856580197,0.0,0.0
2022-02-28,-32.81877307863336,-25.078431507713812,18.386174946262123,0.0,0.0
2022-03-07,7.526562827076372,-47.325620900244445,43.22701473950802,0.0,0.0
2022-03-14,23.599967338062548,52.551465024496046,1.7008223477242879,0.0,0.0
2022-03-21,1.016587200267902,9.165886667145806,17.7509544095415,0.0,0.0
2022-03-28,-47.500171455241464,-18.26932109368938,7.321345214792563,0.0,0.0
2022-04-04,36.74233639837539,27.501501906132013,-15.65426760337562,0.0,0.0
2022-04-11,73.92717396482257,115.58525516613457,85.44512398345313,1.0,0.0
2022-04-18,43.12873058523885,62.188469464030376,75.38149911919736,1.0,0.0
2022-04-25,-24.316113248199954,-36.60574661189541,-57.3803441385164,0.0,0.0
2022-05-02,6.388964679840881,36.26672110134803,20.86007072225976,0.0,0.0
2022-05-09,24.619081481395895,-66.78080571891593,-27.646683924938046,0.0,0.0
2022-05-16,31.539841318770716,-49.9185623060213,11.402442153722534,0.0,0.0
2022-05-23,1.285471184583269,-53.1403170434163,-39.5526983656059,0.0,0.0
2022-05-30,-70.93704441016877,7.88343316133667,11.221724063823169,0.0,0.0
2022-06-06,-14.985982527393878,63.94623620272136,26.003364412279733,0.0,0.0
2022-06-13,-32.47852057857132,62.64728787317905,13.730158504177165,0.0,0.0
2022-06-20,29.298739888524576,28.578054704232443,-34.87465835259152,0.0,0.0
2022-06-27,33.00539700020207,-28.867781412311572,46.25656231779423,0.0,0.0
2022-07-04,-2.092791554856108,-51.93132800781584,-4.001121838103413,0.0,0.0
2022-07-11,-30.410234331151372,-56.722969766879146,-16.776576145622087,0.0,0.0
2022-07-18,-6.243180070774741,183.7381926391919,244.36546010756038,1.0,0.0
2022-07-25,13.453262319677734,6.773178455162494,205.9146864357503,1.0,0.0
2022-08-01,21.9234087540898,22.950034192811657,48.029190003343714,0.0,0.0
2022-08-08,7.705774584040042,-28.861035865879337,-187.23998438605014,0.0,0.0
2022-08-15,25.808562870386613,-31.624813852083133,-19.161748064139427,0.0,0.0
2022-08-22,4.900801650121775,-15.33776735213552,-31.01085441415935,0.0,0.0
2022-08-29,49.49892945830254,17.387579399818797,15.435911262089991,0.0,0.0
2022-09-05,8.614018043734552,-0.6629999584640235,22.526826060305634,0.0,0.0
2022-09-12,24.901858078177945,-21.485648218052006,127.22076617927846,0.0,0.0
2022-09-19,-63.924463136840146,-22.27272030738333,-14.145956922076085,0.0,0.0
2022-09-26,7.932783920629728,-23.76564186568611,54.38631178397475,0.0,0.0
2022-10-03,28.52572319023496,21.88294087086411,72.97189190703163,0.0,0.0
2022-10-10,28.313580754145832,-44.95339036402982,-6.70961385373159,0.0,0.0
2022-10-17,-29.73476429277588,-18.538900665146993,22.612939594179487,0.0,0.0
2022-10-24,-10.73921552699884,-79.3725606266425,11.132695228239973,0.0,0.0
2022-10-31,-45.566198509431246,-63.00597275362253,50.987945931308715,0.0,0.0
2022-11-07,47.227980703269026,-54.846867137953936,12.685559904672033,0.0,1.0
2022-11-14,45.20757670941522,83.79146575485069,324.7575056592681,0.0,1.0
2022-11-21,24.38522620006883,13.972304187147806,198.2973020199588,0.0,1.0
2022-11-28,11.727596743611779,-25.910684401409355,19.72419873119729,0.0,1.0
2022-12-05,53.011229062052166,128.49852403251558,142.17406385176793,1.0,1.0
2022-12-12,85.86074020816503,143.08670582768366,221.6682049724706,1.0,1.0
2022-12-19,93.58746710036807,132.98466631295162,186.5715719697654,1.0,1.0
2022-12-26,43.15058761628913,50.31923863463956,116.82052837445188,0.0,1.0
2023-01-02,51.90708954733017,190.59158470610777,91.71317812305413,0.0,1.0
2023-01-09,0.6497651908230324,90.2387040336892,212.34025019860368,0.0,1.0
2023-01-16,81.85069338194607,16.785418581964755,52.99284778366818,0.0,1.0
2023-01-23,0.7135934238337756,20.328541540330463,67.24818982341716,0.0,1.0
2023-01-30,0.058047443141754584,-20.5591049028181,132.30056222073026,0.0,1.0
2023-02-06,21.685377751884474,-4.420055412225459,70.6667320945985,0.0,1.0
2023-02-13,20.06015565871796,201.15948639033468,-16.778186269226396,0.0,1.0
2023-02-20,35.39427318734599,-6.78053702034325,124.58562253736582,0.0,1.0
2023-02-27,-3.689283436444647,39.10189547172082,112.36382918711546,0.0,1.0
2023-03-06,6.806157011981725,67.4327793731111,73.37579902122542,0.0,1.0
2023-03-13,9.162543493889757,12.397865286893271,101.3365552435702,0.0,1.0
2023-03-20,74.2746020120469,112.75131734841787,103.179529535521,0.0,1.0
2023-03-27,26.331795628522993,18.098405708441668,72.80196610811554,0.0,1.0
2023-04-03,65.39918012044195,139.29512484254485,25.960786721543975,0.0,1.0
2023-04-10,76.26791926584106,146.85765262733815,192.6206528163832,1.0,1.0
2023-04-17,133.39304483137082,326.7852777195751,269.36878688162,1.0,1.0
2023-04-24,20.355126479337365,167.2901826226073,63.94675711244087,0.0,1.0
2023-05-01,-0.29874390481246493,60.709807261413545,45.02507816453591,0.0,1.0
2023-05-08,21.742507841575275,122.48087388470574,169.21087542883242,0.0,1.0
2023-05-15,11.000140255810315,-3.315267375584135,149.11975377151182,0.0,1.0
2023-05-22,51.4665792883808,149.0334237637394,21.72227444009885,0.0,1.0
2023-05-29,28.35821509900009,284.0381076243298,84.39941246307788,0.0,1.0
2023-06-05,29.679719694235274,81.15047057605321,49.074136540839376,0.0,1.0
2023-06-12,-8.55708794750155,56.3784672829217,41.87792126360427,0.0,1.0
2023-06-19,77.98984325377762,40.55921015296599,111.30533304308014,0.0,1.0
2023-06-26,-0.8160751770006733,31.79034938592727,132.8591483574439,0.0,1.0
2023-07-03,7.252466655608426,189.73316948680454,76.62864654066632,0.0,1.0
2023-07-10,-145.10891965005993,-86.82159483346781,-97.90496355134157,0.0,0.0
2023-07-17,27.500242046038363,14.962311018006211,140.0172062901344,1.0,0.0
2023-07-24,-25.612975249415843,109.77780183238858,194.17539128573628,1.0,0.0
2023-07-31,38.01189308884762,33.69548999016188,13.903586644920194,0.0,0.0
2023-08-07,-15.966465622851203,-34.64546464197875,-44.680980234586805,0.0,0.0
2023-08-14,7.421722714460158,14.274967602939785,-30.018681717316944,0.0,0.0
2023-08-21,20.962200047944187,30.844214119153396,-25.948886721855544,0.0,0.0
2023-08-28,33.94264435049508,0.7587992041888458,13.226056719283276,0.0,0.0
2023-09-04,-20.797706730417328,-63.130608214142,-24.537234247787275,0.0,0.0
2023-09-11,21.703733689466247,-32.00789316844814,32.836373715760445,0.0,0.0
2023-09-18,8.601615444283222,-84.62878707701582,-4.711696752557424,0.0,0.0
2023-09-25,12.200165515783548,-41.2997647913461,-38.944213697357384,0.0,0.0
2023-10-02,22.7285832356459,-82.04146203307877,-41.87911946929522,0.0,0.0
2023-10-09,-19.59441894997772,-9.97077065161115,-35.59432963021592,0.0,0.0
2023-10-16,24.831778534556282,53.6796508523371,-19.363363409748395,0.0,0.0
2023-10-23,4.6530979993856905,-14.987686207473283,8.63769548304719,0.0,0.0
2023-10-30,-31.632937418200278,30.859605307207325,-12.584003555600608,0.0,0.0
2023-11-06,9.967354636338186,-19.838207303188263,1.6107424999584246,0.0,0.0
2023-11-13,7.002039614480914,25.87182584574811,-12.471630778059703,0.0,0.0
2023-11-20,5.734605090479754,53.51780593024587,-37.659355094717554,0.0,0.0
2023-11-27,5.046029151002103,-76.6719694467391,-5.290031552827575,0.0,0.0
2023-12-04,57.120075862687344,184.17396568916195,66.32171949724643,1.0,0.0
2023-12-11,8.587263116726277,74.92704690031421,91.27446116698252,1.0,0.0
2023-12-18,83.70883600264887,151.79553778736044,125.15502613983779,1.0,0.0
2023-12-25,-2.823349783409889,90.17640358301132,-43.52897603822819,0.0,0.0
