,spread_trigo_soya,z_trigo_soya,spread_maiz_arroz,z_maiz_arroz,señal_supply
2016-03-22,0.1196612651275295,,-0.06565271964605901,,Neutral
2016-03-23,0.3598291719128097,,-0.018817102453572154,,Neutral
2016-03-24,0.3982873899708075,,-0.01224642688908828,,Neutral
2016-03-25,0.527759342721712,2.2335691852237125,-0.07443461557779707,-1.763663998565976,Retrasar_compra_trigo
2016-03-28,0.420351611670184,1.8148675977022124,-0.019795310451349524,-0.9129187331334475,Retrasar_compra_trigo
2016-03-29,0.506083073003655,1.9845004437636138,-0.06944854178124005,-1.596793855313509,Retrasar_compra_trigo
2016-03-30,0.49372815079542587,1.8589386781864279,-0.033689902985015285,-1.045460410055689,Retrasar_compra_trigo
2016-03-31,0.26349760602988326,1.143676251217444,0.0015573717593122538,-0.526896212476005,Neutral
2016-04-01,0.29037856149932484,1.1963305686970849,0.05721193496807042,0.2722550234051541,Neutral
2016-04-04,0.09059623716115528,0.5985265481256205,0.14905348811614205,1.5604655907200637,Neutral
2016-04-05,-0.02216740130528816,0.2681043418983633,0.056081849605017275,0.2141179971033969,Neutral
2016-04-06,0.015556612020703575,0.35671520863098577,0.04996324060275392,0.11628876212775816,Neutral
2016-04-07,0.06644309197738707,0.48244973563901594,0.03570353644838509,-0.08550259134424507,Neutral
2016-04-08,-0.1322581290576239,-0.1270928770586585,0.06157581592259742,0.2780462577097693,Neutral
2016-04-11,0.05807449797504205,0.4250718424100396,0.07024119222946301,0.3828896827245642,Neutral
2016-04-12,0.15275324925493372,0.6871901204106512,0.04646530186030029,0.02820249269330176,Neutral
2016-04-13,0.019605622727061345,0.26341108985688555,0.02304720122107451,-0.30544080007111374,Neutral
2016-04-14,-0.22380761587543496,-0.5076602832520545,-0.022841795886544336,-0.9468791064425245,Neutral
2016-04-15,-0.21962631496730278,-0.5142312847584241,0.04490531626240757,0.03500090106592846,Neutral
2016-04-18,-0.2592647223111051,-0.6536185903197009,0.07564318044399188,0.46586545638865945,Neutral
2016-04-19,-0.20830623637000922,-0.5115358662528727,0.11652517471462409,1.0363448419828494,Neutral
2016-04-20,-0.23753106474451746,-0.6267880217294102,0.08466748322932194,0.5590537023379192,Neutral
2016-04-21,-0.5071175579758203,-1.4774160643926135,0.04150069174691695,-0.08293975193292777,Neutral
2016-04-22,-0.5043536331052092,-1.4461885711226123,-0.009539840150097456,-0.8233281664262948,Neutral
2016-04-25,-0.48915909919139455,-1.3750386095193134,0.020388369662297512,-0.40166867706231063,Neutral
2016-04-26,-0.3369390419741958,-0.8683810146234444,-0.019755972285029344,-0.9626658920168076,Neutral
2016-04-27,-0.3988658727615215,-1.042109553677443,0.08628303619753508,0.6087803857517339,Neutral
2016-04-28,-0.0908347955218538,-0.10119390917785386,0.014525025947873083,-0.42952509960710333,Neutral
2016-04-29,-0.3735177988242593,-0.9811227576290362,0.035325420838246746,-0.08039720938126152,Neutral
2016-05-02,-0.1260821060102053,-0.217194057458819,0.12132546728286808,1.3046830242113363,Neutral
2016-05-03,-0.14296676861559154,-0.2824018907045881,0.13399721828725353,1.53970623068769,Neutral
2016-05-04,0.016038702172465946,0.20165838182929824,0.12653985581305238,1.522033765018529,Neutral
2016-05-05,0.029414452034944638,0.22395509656273924,0.05925313619046335,0.42305045574122446,Neutral
2016-05-06,0.22203433660275618,0.8263640466982434,-0.009382110847861558,-0.7914481082574479,Neutral
2016-05-09,0.1321295619143683,0.5305423036480824,0.04501399865916533,0.20600831581039233,Neutral
2016-05-10,-0.0607174273198412,-0.07716077730666052,0.12673624459706256,1.6432315946501816,Neutral
2016-05-11,0.18535868498372032,0.7018164668652396,0.08550570933169355,0.8891174893286823,Neutral
2016-05-12,0.14589342593474086,0.5547616755144377,0.0224147207272416,-0.22202792812377323,Neutral
2016-05-13,0.16833472757611112,0.6023133260728091,-0.0835769184499302,-2.039839296619017,Neutral
2016-05-16,0.36273182989016295,1.2264426637646275,-0.09406255848218747,-2.1002318702879323,Neutral
2016-05-17,0.14292421365908403,0.4494350937557221,-0.06838536713888987,-1.6395740834896884,Neutral
2016-05-18,0.2303171401267523,0.7275800176602939,0.03391237048715956,0.06827167090135589,Neutral
2016-05-19,0.10464976614219701,0.2643328763945465,0.0683023782752401,0.6327783728317279,Neutral
2016-05-20,0.07250022467893924,0.13041898160753856,0.07720480841122224,0.7594624544975701,Neutral
2016-05-23,0.07638792375189674,0.12089659577999225,0.04825739543861984,0.24283225696137065,Neutral
2016-05-24,-0.17253142166440316,-0.8000380420952292,0.023868060320511253,-0.16064477707732067,Neutral
2016-05-25,-0.27074911974678795,-1.1426115200091045,0.10189842356132095,1.2162726190600803,Neutral
2016-05-26,-0.024916455047852892,-0.2706008327724944,0.09928127342776616,1.1540730506519772,Neutral
2016-05-27,0.1260428776495255,0.2686000840979053,-0.010534455396764342,-0.7514285899319971,Neutral
2016-05-30,0.10340829057990408,0.17212617697784516,-0.023831264487497394,-0.955627202317488,Neutral
2016-05-31,0.13699686313675752,0.28228504596101595,-0.038554198562187336,-1.1870704463943096,Neutral
2016-06-01,0.07417704847106155,0.03988045276551855,-0.037525869585138816,-1.1417579572244965,Neutral
2016-06-02,0.29988780570523144,0.9182834828072153,0.01186472248346937,-0.2940625050896356,Neutral
2016-06-03,0.2308932649222477,0.6721293551211511,0.017157386337284475,-0.19429040976147696,Neutral
2016-06-06,0.24167102802919516,0.7356958846847221,0.02273924412257111,-0.08648905587039046,Neutral
2016-06-07,0.41553399428060445,1.3913897319549235,0.10005327134275555,1.2230371875148314,Neutral
2016-06-08,0.23025730984982662,0.6732597499027949,0.05929020611217628,0.5120887420216776,Neutral
2016-06-09,0.4851694264196311,1.6270825981691197,0.15981783433575436,2.1012570074759322,Retrasar_compra_trigo
2016-06-10,0.15880144639874683,0.38910223106683267,0.10493454844271688,1.1652021961383834,Neutral
2016-06-13,0.42776036035053533,1.3808163704171987,0.10308099909076396,1.0979468671973585,Neutral
2016-06-14,0.311066690372523,0.9201471191254663,0.0813204555099647,0.719979589247158,Neutral
2016-06-15,0.23108829883047033,0.6317859553073009,0.0886182241330582,0.8121990890960535,Neutral
2016-06-16,-0.10557679721274926,-0.6188565990439947,0.10626397396082754,1.0670743461320338,Neutral
2016-06-17,-0.16154026511967023,-0.8078330242894337,0.12133903205064933,1.284173326214223,Neutral
2016-06-20,-0.29976966005465755,-1.308112036569823,0.07227159649618198,0.4404149484151795,Neutral
2016-06-21,-0.3548802606295953,-1.485581026777228,0.01632723136400349,-0.5455362253456423,Neutral
2016-06-22,-0.33078349647634386,-1.356155374993927,0.1577278434580549,1.840376161301023,Neutral
2016-06-23,-0.1424475668381615,-0.5706139921619855,0.11078443666101956,0.9985214742306326,Neutral
2016-06-24,-0.08892620538108797,-0.330618984826816,0.13718809699320889,1.4046081723980077,Neutral
2016-06-27,-0.022569694576364263,-0.0495061810350637,0.04409664067144203,-0.14024709885223585,Neutral
2016-06-28,-0.1930238625425913,-0.7376182495777555,0.03608967884283287,-0.27255736781513407,Neutral
2016-06-29,-0.3038655776136041,-1.1575115640771712,0.0383322858295021,-0.23041807923260899,Neutral
2016-06-30,0.020563947863312393,0.16280951371321856,0.07362829027253825,0.3671812815395054,Neutral
2016-07-01,-0.0986881718374426,-0.3242736981476341,-0.05492907746866704,-1.766136075766652,Neutral
2016-07-04,0.1884016603016656,0.8301159391348615,-0.016961045549593212,-1.0946019500471271,Neutral
2016-07-05,0.12724546527797465,0.5850582144898606,-0.04709060302784884,-1.5369599349788343,Neutral
2016-07-06,0.11348149920582884,0.5218434553120136,-0.003887748212451747,-0.8229873967136542,Neutral
2016-07-07,0.28665918004799007,1.1802539673042516,-0.03277360733540102,-1.2839537707173094,Neutral
2016-07-08,0.4787002811386021,1.8590949243762647,-0.050503687960618215,-1.513723828539122,Retrasar_compra_trigo
2016-07-11,0.404589025401628,1.5089047163964053,-0.030815788284465073,-1.162714333506482,Retrasar_compra_trigo
2016-07-12,0.28713578013245034,1.018766418089775,-0.05448757637607349,-1.4774865942668003,Neutral
2016-07-13,0.24453414074400737,0.8253088701109854,-0.042808250027022154,-1.2508081823969712,Neutral
2016-07-14,0.27724338626308587,0.9305335620279928,-0.07042578584914794,-1.6101702696197813,Neutral
2016-07-15,0.4005701624874929,1.4005738109465757,-0.11396269470280318,-2.156600971901492,Neutral
2016-07-18,0.35461145011066453,1.19314330919638,-0.022001823908964102,-0.8090195453545528,Neutral
2016-07-19,0.42641320783110004,1.4566444675066337,-0.05645899157658274,-1.285146898556151,Neutral
2016-07-20,0.6746555225381536,2.4108901693153886,-0.03035222639707058,-0.8827667378183368,Retrasar_compra_trigo
2016-07-21,0.6635353792425809,2.22319891329353,0.03557383441767348,0.05241118061011255,Retrasar_compra_trigo
2016-07-22,0.640739171362771,2.057010315543082,0.01960979302827437,-0.17158133724624053,Retrasar_compra_trigo
2016-07-25,0.2897274655824802,0.6074647000031891,-0.005378855110945713,-0.5039737816164104,Neutral
2016-07-26,-0.17881275598242263,-1.3011848274678661,0.02702815728316632,-0.010543216600725191,Neutral
2016-07-27,-0.0955493981936999,-0.9489909012161912,0.09435190276009653,0.9988890408771702,Neutral
2016-07-28,-0.09630332186399748,-0.937959185433292,0.029906470898059867,0.047521020968411695,Neutral
2016-07-29,-0.1636798034912461,-1.1705982141856395,0.03271909957658625,0.07917955757833563,Neutral
2016-08-01,-0.10310937919030216,-0.9071453626385637,-0.03674151122207392,-0.931859858922677,Neutral
2016-08-02,-0.09737270121312225,-0.8802824460864567,-0.027113679098275556,-0.7619787552584083,Neutral
2016-08-03,0.10028301016870511,-0.09436442458377407,0.0007554155966553733,-0.32324021237614625,Neutral
2016-08-04,0.1055216541843631,-0.07101740114336996,-0.019757037900323127,-0.6214266643768062,Neutral
2016-08-05,-0.027310735815405884,-0.5812491885693016,-0.014143702862035479,-0.5649576861880302,Neutral
2016-08-08,0.141343828309898,0.09843355456627889,-0.05736415888385604,-1.258534463123626,Neutral
2016-08-09,0.09327442194398383,-0.08913347179816718,-0.01935373337379631,-0.6866017778336363,Neutral
2016-08-10,0.1744492615775135,0.2371692604228829,0.055237713863271365,0.4891602295553159,Neutral
2016-08-11,0.07411657193184862,-0.1596554376581347,0.010658010432602394,-0.20171044296177573,Neutral
2016-08-12,-0.03768440737776757,-0.5950561398857568,-0.0020085011454538115,-0.3838529667583384,Neutral
2016-08-15,-0.018179231415614616,-0.5104392552830757,0.04295832786622533,0.3355284199909235,Neutral
2016-08-16,-0.010117065733838082,-0.49360351028679733,0.11259764914717363,1.399891993160988,Neutral
2016-08-17,0.07484853715911655,-0.18119579448192724,0.0309576274604062,0.13855937232241228,Neutral
2016-08-18,0.02330118237379608,-0.39505498221654384,0.03249109028274977,0.18298838031444964,Neutral
2016-08-19,-0.26690075795558554,-1.5209458195554824,0.05624574198295873,0.5475903465953624,Adelantar_compra_trigo
2016-08-22,-0.2989270371373025,-1.5866003885293776,0.06181473502160939,0.6152139928970471,Adelantar_compra_trigo
2016-08-23,-0.13662543424949147,-0.927385231347078,-0.05628108823981348,-1.277843936363817,Neutral
2016-08-24,-0.16245729002198894,-1.0036105732718394,-0.0044328701428415496,-0.4579370064744454,Neutral
2016-08-25,-0.17909538006276327,-1.0327010299733765,0.08626757397355256,0.9786060041023984,Neutral
2016-08-26,0.0036352182436649727,-0.31848486364624207,0.08962522653012894,1.0043379085102284,Neutral
2016-08-29,-0.10985718484988993,-0.7304686295777912,0.035510933971714564,0.14162905973672033,Neutral
2016-08-30,-0.3342689329848074,-1.5329207087605443,0.020661869261666466,-0.07399345111946924,Adelantar_compra_trigo
2016-08-31,-0.3171918802826532,-1.4129095735732076,0.11787268804339934,1.448959135892526,Neutral
2016-09-01,-0.350548343369089,-1.490364236669916,0.1511002822329648,1.9862070913231678,Neutral
2016-09-02,-0.4508459257102868,-1.7818501199672887,0.1635078957763494,2.1116255091911094,Adelantar_compra_trigo
2016-09-05,-0.42178789201935407,-1.6155690732346448,0.15934737646817365,1.9862208742373855,Adelantar_compra_trigo
2016-09-06,-0.2963744571724405,-1.1196128951895405,0.10079890914330658,1.0906962067285828,Neutral
2016-09-07,-0.25886756273789624,-0.9509635453780382,0.07897056245903311,0.7661334450940678,Neutral
2016-09-08,-0.17729372353375084,-0.6484296855164087,0.06704350513473067,0.6014687668886853,Neutral
2016-09-09,0.14937562794507997,0.5185291868947334,0.09218492016730129,1.0006366689364106,Neutral
2016-09-12,0.078154814504102,0.2394843276805869,0.16224408772179166,1.9905987990076381,Neutral
2016-09-13,0.11871339367243827,0.36468305652224503,0.20335246783945515,2.423994809797911,Neutral
2016-09-14,0.021538145956919053,-0.019301320828140203,0.09551116021723383,0.9351218050349925,Neutral
2016-09-15,-0.1144800545292961,-0.5357392817947102,0.098299010604177,0.9814907638785247,Neutral
2016-09-16,-0.19061720192652043,-0.8140791436148443,0.12906677680634604,1.432497882360039,Neutral
2016-09-19,-0.23880647448943293,-0.9742974039056025,0.1450802957241739,1.6040580859519957,Neutral
2016-09-20,-0.14989817376038594,-0.6458880578309445,0.09621443365042492,0.890820445652315,Neutral
2016-09-21,0.2659047502583709,0.8816080466529157,0.24018226404170018,2.686532968470326,Neutral
2016-09-22,0.112794930826011,0.2984379042418828,0.12948154934857037,1.202676144704437,Neutral
2016-09-23,0.03123277146615422,-0.016973980925417916,0.05876476389207519,0.25890136257660307,Neutral
2016-09-26,0.019945780811108094,-0.049121458139159274,0.07146739068704622,0.4084493083637022,Neutral
2016-09-27,0.08850393554962466,0.21300304877069148,0.17830298890844576,1.7465752203646656,Neutral
2016-09-28,0.1267346230222941,0.3568916028022923,0.10657467917676589,0.7856103047975681,Neutral
2016-09-29,0.33596101472316153,1.142345854863624,0.08266743239020014,0.4527279903576896,Neutral
2016-09-30,-0.10974396887422966,-0.5145218423950683,0.13365617833715748,1.0858509118312936,Neutral
2016-10-03,-0.45921126651167343,-1.7913110293000643,0.11281673929201164,0.7836324786775314,Adelantar_compra_trigo
2016-10-04,-0.47699685442375905,-1.7780187231240088,0.08133039824839972,0.3427159729173334,Adelantar_compra_trigo
2016-10-05,-0.2537934975535401,-0.908803094907394,0.10178634025609123,0.5929417749381966,Neutral
2016-10-06,-0.45708065483467974,-1.6064946676575182,0.09937560826027525,0.5345992537887898,Adelantar_compra_trigo
2016-10-07,-0.8224830546757698,-2.751437893370004,0.13466162192523656,1.0147840574008222,Adelantar_compra_trigo
2016-10-10,-0.6522427529530033,-2.048465427454652,0.1789388194413799,1.5997966747572283,Adelantar_compra_trigo
2016-10-11,-0.5419462769850241,-1.613868763386268,0.16940610717340254,1.4231368578256662,Adelantar_compra_trigo
2016-10-12,-0.6325313848861533,-1.9096529704198433,0.1514222604245803,1.1249549251786448,Adelantar_compra_trigo
2016-10-13,-0.6963170259172142,-2.116682738314071,0.14069653137278793,0.9359980835580624,Adelantar_compra_trigo
2016-10-14,-0.7496704504405125,-2.2864842239773857,0.14789455809814056,1.0078990738182594,Adelantar_compra_trigo
2016-10-17,-0.649300688332866,-1.8365020414544044,0.12783452720929822,0.6870314647344364,Adelantar_compra_trigo
2016-10-18,-0.6614808140227177,-1.799680884632491,0.11292968650723911,0.4465145287614158,Adelantar_compra_trigo
2016-10-19,-0.5142162902310163,-1.221037411677481,0.15936629024046245,1.1100531995635803,Neutral
2016-10-20,-0.8483928905459317,-2.274401511179293,0.21728883985526037,1.8690699124713506,Adelantar_compra_trigo
2016-10-21,-0.8675957963597667,-2.202059229246009,0.1025011109989078,0.20483306488922945,Adelantar_compra_trigo
2016-10-24,-0.919010609100325,-2.227083440488999,0.09237721414960864,0.02847014465611175,Adelantar_compra_trigo
2016-10-25,-0.8510568716856111,-1.91193149306972,0.05090771535345495,-0.6214384547914908,Adelantar_compra_trigo
2016-10-26,-0.8276087384525694,-1.7595704866408493,0.03766381478588254,-0.8411726967764387,Adelantar_compra_trigo
2016-10-27,-0.622519296417336,-1.1059383130406546,0.06495824786030968,-0.4542429957662101,Neutral
2016-10-28,-0.8077164718773298,-1.59287002074322,0.09897919848876158,0.05343095820382401,Adelantar_compra_trigo
2016-10-31,-0.709391551920322,-1.2599780953177808,0.08524765922115907,-0.21870747367985907,Neutral
2016-11-01,-0.5471147042821114,-0.7555520804766575,-0.013028479039745244,-1.906171839301945,Neutral
2016-11-02,-0.19762033565604264,0.3011829000930929,-0.042243856900885834,-2.2807002144303787,Neutral
2016-11-03,-0.24611843053754434,0.17332180490944282,0.02863040095101632,-1.1280111502370442,Neutral
2016-11-04,-0.16117490072673935,0.43928374848780033,-0.0878510678166704,-2.873869592989506,Neutral
2016-11-07,-0.416258026384166,-0.3200876726325538,0.007223619954394689,-1.3593982019380784,Neutral
2016-11-08,-0.7112879121937361,-1.1833397008522115,0.0518819769651504,-0.6485838756442626,Neutral
2016-11-09,-0.5069820125011764,-0.5357500995453917,0.11984963986999819,0.382971683564972,Neutral
2016-11-10,-0.4466408319499027,-0.32863988033866603,0.09630598025222081,-0.0004966608509171239,Neutral
2016-11-11,-0.21009534705929678,0.4045801562673214,-0.008878529648577382,-1.6050233483678278,Neutral
2016-11-14,-0.3925985837661927,-0.15828771358222987,0.029308575231348888,-1.0016157813033206,Neutral
2016-11-15,-0.26267358667590734,0.2531413810716134,0.10247866218021717,0.0823272894650164,Neutral
2016-11-16,0.07642366546942458,1.2836221495364808,0.14037016040614536,0.6655865275340591,Neutral
2016-11-17,0.14230566858860172,1.4465739601956566,0.08455215731925003,-0.24897536151762928,Neutral
2016-11-18,0.17853684274694892,1.530050239232791,0.08515577937607333,-0.23780029844160253,Retrasar_compra_trigo
2016-11-21,0.1619481202039985,1.4455672922894824,0.05196657215224043,-0.7895108623075593,Neutral
2016-11-22,-0.11440401803073641,0.6157336882033402,0.015685231733180593,-1.382645992819979,Neutral
2016-11-23,0.12951873341832965,1.293487553016487,0.07795703104628693,-0.34872166683582084,Neutral
2016-11-24,0.014776063227145642,0.9355554150509633,0.022115208251287877,-1.2221583353740162,Neutral
2016-11-25,0.10537615443162984,1.158006520926955,-0.007991146703063778,-1.6440574775162389,Neutral
2016-11-28,-0.1597660311171465,0.38907751174848487,-0.04187495548423881,-2.074339334240284,Neutral
2016-11-29,-0.3230572357412318,-0.07533933585150364,-0.08339272259655495,-2.524620726875639,Neutral
2016-11-30,-0.05245675892732837,0.6838315637635851,-0.04273111484876768,-1.8391188325168888,Neutral
2016-12-01,-0.09899457777883391,0.5470294603801655,0.040512541750612474,-0.6391862344796716,Neutral
2016-12-02,0.16203041756570258,1.285663263454065,0.03414179876640944,-0.7132289589259516,Neutral
2016-12-05,0.13260307500392265,1.1961947004060958,-0.0267202054185125,-1.518842576284718,Neutral
2016-12-06,-0.18218659427026562,0.324443701769423,0.03485248826569287,-0.6266480077987001,Neutral
2016-12-07,-0.010421350069938384,0.8176048934688229,0.1243362167177009,0.6530555878592625,Neutral
2016-12-08,-0.10042360278442164,0.5593458120494894,0.07885464063033898,0.004781292879228414,Neutral
2016-12-09,0.030356191776640173,0.916688923704524,0.050103367129860965,-0.390608006911559,Neutral
2016-12-12,0.03522554532383815,0.9111406909044404,0.07976494013435231,0.05301059686496399,Neutral
2016-12-13,-0.2153738299790926,0.20764413699263826,0.16112847924612161,1.2052093114059113,Neutral
2016-12-14,-0.16041721347228233,0.3906870854122786,0.11172733736470386,0.5518758814829996,Neutral
2016-12-15,0.23346050725848322,1.5076422100496616,0.03730386202021796,-0.5468497380698935,Retrasar_compra_trigo
2016-12-16,0.2974397484136926,1.6503077412511167,0.06699506619683371,-0.10065237578029146,Retrasar_compra_trigo
2016-12-19,0.253484137638079,1.4960621250343784,0.10443492392171239,0.4557261457511095,Neutral
2016-12-20,0.42147055609392137,1.9028126887728585,0.09405187809728122,0.32707413665900975,Retrasar_compra_trigo
2016-12-21,0.41604989218008104,1.8389664686446374,0.06043266012880988,-0.17897247997238697,Retrasar_compra_trigo
2016-12-22,0.4096361934882786,1.808325549321975,0.11706482558501086,0.6831413964854417,Retrasar_compra_trigo
2016-12-23,0.16790802032061247,1.1454779757099949,0.13439415892928142,0.9490730804225583,Neutral
2016-12-26,0.19244188784269234,1.1697656214015277,0.07971593319482762,0.11785724476854617,Neutral
2016-12-27,0.35972237885049285,1.5393485540184044,0.07490568541970344,0.045375824688261554,Retrasar_compra_trigo
2016-12-28,0.17175476115784427,1.0329107017023775,0.006407409899513938,-0.9796272682720505,Neutral
2016-12-29,0.4097187046241748,1.5669383737517293,0.05223387285965342,-0.26605069851132435,Retrasar_compra_trigo
2016-12-30,0.3488137195235259,1.3717236581216963,0.04230328003056871,-0.397591684140985,Neutral
2017-01-02,0.153396319236359,0.8569317025774409,0.025830263091540573,-0.626557082613641,Neutral
2017-01-03,0.31513415781271714,1.2170750110271606,0.03564250463653029,-0.44607800343327614,Neutral
2017-01-04,0.22572411138574022,0.962991647114073,0.041540161286026,-0.3267284051595647,Neutral
2017-01-05,0.33494350980998444,1.1953989973815637,0.090747126040569,0.5013653033620092,Neutral
2017-01-06,0.24624103797521535,0.9443272570324286,0.11352022724199218,0.899922336719432,Neutral
2017-01-09,0.20823691817878043,0.8199181962409386,0.09730307521667902,0.6406207701927867,Neutral
2017-01-10,0.275808486740881,0.960984337573274,0.12849956707024046,1.1598125347105994,Neutral
2017-01-11,0.2953233766159009,0.9780980495930973,0.13146151763798497,1.2319875151409307,Neutral
2017-01-12,-0.0746538214678063,-0.008417790412257169,0.09679892447386629,0.7179030616319885,Neutral
2017-01-13,-0.2400907505754004,-0.4960647959460615,0.08623260626932527,0.5325610435883914,Neutral
2017-01-16,-0.057724183203824,-0.032195452495370994,0.07387336528806587,0.31360946154064395,Neutral
2017-01-17,-0.06981037944998292,-0.11078295795381628,0.10105923630995872,0.7913365192290206,Neutral
2017-01-18,-0.14072376200709646,-0.3827990739135575,0.07415871451238698,0.29097775749418475,Neutral
2017-01-19,-0.3324520333108296,-1.0424912578104522,0.055532022657898805,-0.0451848054479743,Neutral
2017-01-20,-0.4532442325904129,-1.524800154145,0.15847091189113427,1.7694945256761903,Adelantar_compra_trigo
2017-01-23,-0.6879644452504126,-2.3431617609187665,0.18728316909854725,2.1631633200807405,Adelantar_compra_trigo
2017-01-24,-0.6224688160799667,-2.093791260690241,0.11895734319741824,0.9634812411945057,Adelantar_compra_trigo
2017-01-25,-0.634335637838789,-2.0396167397039315,0.13173484688998305,1.1531495272743146,Adelantar_compra_trigo
2017-01-26,-0.6955748199633467,-2.139133161421043,0.11991098465230965,0.9163958993755983,Adelantar_compra_trigo
2017-01-27,-0.6248217694050613,-1.835267541569187,0.1271743615695231,1.0390517126279604,Adelantar_compra_trigo
2017-01-30,-0.49907649030928036,-1.4316110844698315,0.1166264283562124,0.8157047027063806,Neutral
2017-01-31,-0.11566179832448586,-0.28714960260114036,0.16529821314127568,1.647357842168085,Neutral
2017-02-01,-0.3335582461845985,-1.00896992025913,0.15490010469909343,1.4304187474380072,Neutral
2017-02-02,-0.1093002291443419,-0.3024063188529261,0.1275108840578718,0.9237426885751279,Neutral
2017-02-03,0.07131416880036756,0.2798623057961494,0.17247325833313454,1.6645069152233878,Neutral
2017-02-06,-0.06419932164912101,-0.19000574321656022,0.16004184790234843,1.3906824209973865,Neutral
2017-02-07,-0.019025536973840573,-0.05220796067061607,0.14100784191377258,1.036366131198303,Neutral
2017-02-08,-0.08664204314482493,-0.27163549557342354,0.137363876579772,0.9745663264944828,Neutral
2017-02-09,-0.04139212679777593,-0.10851569234359061,0.11807096856680976,0.6260001145716417,Neutral
2017-02-10,0.222948901931324,0.7831764021730535,0.1094897814920357,0.4688079796780989,Neutral
2017-02-13,0.30647887594446654,1.0504395319568904,0.0754675319193725,-0.1289526146099236,Neutral
2017-02-14,0.36312414354287004,1.2001947094140943,0.03956407187598665,-0.7658507468840899,Neutral
2017-02-15,0.24546122684707328,0.7998047711948116,-0.0025146366680472987,-1.452540724631256,Neutral
2017-02-16,-0.030301443068218248,-0.10990069347687564,-0.05017855880119915,-2.177618091753032,Neutral
