Date,ali,bac,spread,z_score,signal,pnl_cum
2015-04-24,3.7183094024658203,6.555749416351318,-4.307996137337149,0.16199712480994463,0,0.0
2015-04-27,3.749295234680176,6.555749416351318,-4.36263233113705,0.06364577345863831,0,0.0
2015-04-28,3.7678868770599365,6.555749416351318,-4.39541429965389,-0.0069846509682928905,0,0.0
2015-04-29,3.749295234680176,6.555749416351318,-4.36263233113705,0.0158441183241612,0,0.0
2015-04-30,3.749295234680176,6.555749416351318,-4.36263233113705,-0.012842522589744125,0,0.0
2015-05-01,3.749295234680176,6.555749416351318,-4.36263233113705,-0.04371919582839715,0,0.0
2015-05-04,3.7245066165924072,6.555749416351318,-4.318923460176094,-0.010622748144132643,0,0.0
2015-05-05,3.6935205459594727,6.505321502685547,-4.314714759647135,-0.038751283868734505,0,0.0
2015-05-06,3.6935205459594727,6.555749416351318,-4.264286845981363,0.011569493546541545,0,0.0
2015-05-07,3.674929141998291,6.555749416351318,-4.2315052978593535,0.029571266988135052,0,0.0
2015-05-08,3.625351667404175,6.580965518951416,-4.118871032942513,0.20687208610634997,0,0.0
2015-05-11,3.619154930114746,6.580965518951416,-4.107944550893228,0.1903966187046658,0,0.0
2015-05-12,3.5943660736083984,6.555749416351318,-4.089451362137538,0.1904973520169453,0,0.0
2015-05-13,3.5943660736083984,6.555749416351318,-4.089451362137538,0.14802829002399265,0,0.0
2015-05-14,3.5943660736083984,6.555749416351318,-4.089451362137538,0.10975432390551368,0,0.0
2015-05-15,3.5633797645568848,6.580965518951416,-4.009598224947878,0.3040594186870825,0,0.0
2015-05-18,3.5323939323425293,6.580965518951416,-3.954962031147975,0.4355329980493943,0,0.0
2015-05-19,3.5447888374328613,6.580965518951416,-3.9768175176155296,0.35198678313121706,0,0.0
2015-05-20,3.5447888374328613,6.580965518951416,-3.9768175176155296,0.33294092805081676,0,0.0
2015-05-21,3.5323939323425293,6.555749416351318,-3.9801781337480726,0.30534237639162587,0,0.0
2015-05-22,3.5323939323425293,6.555749416351318,-3.9801781337480726,0.29084995595314556,0,0.0
2015-05-26,3.5943660736083984,6.555749416351318,-4.089451362137538,-0.04544054773693254,0,0.0
2015-05-27,3.5943660736083984,6.555749416351318,-4.089451362137538,-0.05256427579585492,0,0.0
2015-05-28,3.501408100128174,6.555749416351318,-3.92554193994817,0.4352886372213709,0,0.0
2015-05-29,3.538590669631958,6.555749416351318,-3.991104615797358,0.22441055506665541,0,0.0
2015-06-01,3.5323939323425293,6.555749416351318,-3.9801781337480726,0.24169589929963503,0,0.0
2015-06-02,3.470421552658081,6.575920104980469,-3.850733796334625,0.6244324148725949,0,0.0
2015-06-03,3.470421552658081,6.575920104980469,-3.850733796334625,0.633104669436757,0,0.0
2015-06-04,3.5447888374328613,6.575920104980469,-3.981862931586477,0.24217747868915812,0,0.0
2015-06-05,3.538590669631958,6.560792446136475,-3.9860615860122017,0.2573728979045756,0,0.0
2015-06-08,3.538590669631958,6.560792446136475,-3.9860615860122017,0.2969480893347458,0,0.0
2015-06-09,3.538590669631958,6.732974052429199,-3.813879979719477,0.9468642104695573,0,0.0
2015-06-10,3.550985336303711,6.681575298309326,-3.8871337999120747,0.7981966321930295,0,0.0
2015-06-11,3.5571823120117188,6.681575298309326,-3.89806070235619,0.8386335179045115,0,0.0
2015-06-12,3.625351667404175,6.681575298309326,-4.018261253584603,0.423862097766624,0,0.0
2015-06-15,3.625351667404175,6.681575298309326,-4.018261253584603,0.47866106855083995,0,0.0
2015-06-16,3.4952104091644287,6.681575298309326,-3.7887878943615547,1.5326920755461504,0,0.0
2015-06-17,3.5633797645568848,6.681575298309326,-3.9089884455899675,1.0296954089020793,0,0.0
2015-06-18,3.656337261199951,6.655878067016602,-4.0985942582824,0.18345131830122546,0,0.0
2015-06-19,3.6935205459594727,6.655878067016602,-4.16415819531608,-0.10048040574795117,0,0.0
2015-06-22,3.749295234680176,6.681575298309326,-4.236806449179042,-0.4329741036552737,0,0.0
2015-06-23,3.780280113220215,6.681575298309326,-4.291440961399623,-0.6857441237131335,0,0.0
2015-06-24,3.780280113220215,6.6301774978637695,-4.342838761845179,-0.9167591047396358,0,0.0
2015-06-25,3.798872947692871,6.681575298309326,-4.324225031890617,-0.7970256196708769,0,0.0
2015-06-26,3.780280113220215,6.681575298309326,-4.291440961399623,-0.6288723498350439,0,0.0
2015-06-29,3.780280113220215,6.681575298309326,-4.291440961399623,-0.6268974838495143,0,0.0
2015-06-30,3.7183094024658203,6.676436424255371,-4.187309129433096,-0.12485352935041275,0,0.0
2015-07-01,3.7430977821350098,6.655878067016602,-4.251575937237991,-0.4826634994365619,0,0.0
2015-07-02,3.7121121883392334,6.6712965965271,-4.18152163432242,-0.12990359489733752,0,0.0
2015-07-06,3.7121121883392334,6.681575298309326,-4.171242932540194,-0.10410607700020726,0,0.0
2015-07-07,3.7121121883392334,6.681575298309326,-4.171242932540194,-0.1286143374576074,0,0.0
2015-07-08,3.6997182369232178,6.681575298309326,-4.149389127651963,-0.022795859306251828,0,0.0
2015-07-09,3.6997182369232178,6.681575298309326,-4.149389127651963,-0.048127570424415046,0,0.0
2015-07-10,3.625351667404175,6.686715602874756,-4.013120949019173,0.6986818406692966,0,0.0
2015-07-13,3.656337261199951,6.686715602874756,-4.067756722424246,0.3536772801207255,0,0.0
2015-07-14,3.6377463340759277,6.686715602874756,-4.034976015091896,0.5298152864521654,0,0.0
2015-07-15,3.6377463340759277,6.681575298309326,-4.040116319657326,0.47405277770944093,0,0.0
2015-07-16,3.5943660736083984,6.686715602874756,-3.9584851756141006,0.9424003852856199,0,0.0
2015-07-17,3.5633797645568848,6.681575298309326,-3.9089884455899675,1.2060445333709384,0,0.0
2015-07-20,3.501408100128174,6.681575298309326,-3.799716057990162,1.7932413462435355,0,0.0
2015-07-21,3.433238983154297,6.681575298309326,-3.6795159271565794,2.3657401165512963,-1,0.0
2015-07-22,3.408450126647949,6.681575298309326,-3.635806635800794,2.466856531668045,-1,-0.043709291355785496
2015-07-23,3.3774640560150146,6.681575298309326,-3.5811700216060594,2.6084353425199325,-1,-0.09834590555052003
2015-07-24,3.3774640560150146,6.681575298309326,-3.5811700216060594,2.459242316309339,-1,-0.09834590555052003
2015-07-27,3.3774640560150146,6.681575298309326,-3.5811700216060594,2.3316160216643884,-1,-0.09834590555052003
2015-07-28,3.3774640560150146,6.681575298309326,-3.5811700216060594,2.2210819622813656,-1,-0.09834590555052003
2015-07-29,3.3774640560150146,6.681575298309326,-3.5811700216060594,2.1153243608872305,-1,-0.09834590555052003
2015-07-30,3.309295177459717,6.681575298309326,-3.4609703111673085,2.5373911101870923,-1,-0.2185456159892709
2015-07-31,3.2845067977905273,6.681575298309326,-3.417261860601183,2.558312769771557,-1,-0.2622540665553963
2015-08-03,3.2845067977905273,6.681575298309326,-3.417261860601183,2.3966372110576977,-1,-0.2622540665553963
2015-08-04,3.2845067977905273,6.681575298309326,-3.417261860601183,2.2494907498217813,-1,-0.2622540665553963
2015-08-05,3.2845067977905273,6.681575298309326,-3.417261860601183,2.1216586939191022,-1,-0.2622540665553963
2015-08-06,3.222534656524658,6.681575298309326,-3.3079886322117176,2.3891213727194187,-1,-0.3715272949448618
2015-08-07,3.2845067977905273,6.681575298309326,-3.417261860601183,1.8743230798554467,-1,-0.2622540665553963
2015-08-10,3.2845067977905273,6.681575298309326,-3.417261860601183,1.7875263577001719,-1,-0.2622540665553963
2015-08-11,3.222534656524658,6.681575298309326,-3.3079886322117176,2.064173736000588,-1,-0.3715272949448618
2015-08-12,3.1605629920959473,6.681575298309326,-3.198716244611912,2.291994423979202,-1,-0.4807996825446672
2015-08-13,3.117182731628418,6.681575298309326,-3.1222254051341167,2.3769437502476607,-1,-0.5572905220224627
2015-08-14,2.8816895484924316,6.681575298309326,-2.7069888188334676,3.2781659152920457,-1,-0.9725271083231117
2015-08-17,2.726760149002075,6.676436424255371,-2.438946303493079,3.5262533910104934,-1,-1.2405696236635002
2015-08-18,2.6957738399505615,6.676436424255371,-2.3843092689035164,3.2566623847084393,-1,-1.295206658253063
2015-08-19,2.6647884845733643,6.676436424255371,-2.3296739158932755,3.049618072808098,-1,-1.3498420112633038
2015-08-20,2.615210771560669,6.676436424255371,-2.242255333181703,2.9364448665383973,-1,-1.4372605939748766
2015-08-21,2.615210771560669,6.676436424255371,-2.242255333181703,2.6977452664237394,-1,-1.4372605939748766
2015-08-24,2.416901111602783,6.655878067016602,-1.9131414615483333,2.9867889990716017,-1,-1.766374465608246
2015-08-25,2.4478871822357178,6.681575298309326,-1.9420808444503415,2.6994339983006044,-1,-1.737435082706238
2015-08-26,2.615210771560669,6.681575298309326,-2.2371164591277477,2.104647452269469,-1,-1.4423994680288317
2015-08-27,2.658590793609619,6.681575298309326,-2.313606878210713,1.8897529825591153,-1,-1.3659090489458663
2015-08-28,2.658590793609619,6.681575298309326,-2.313606878210713,1.8013863633831255,-1,-1.3659090489458663
2015-08-31,2.8816895484924316,6.681575298309326,-2.7069888188334676,1.1912705470328018,-1,-0.9725271083231117
2015-09-01,2.7887320518493652,6.681575298309326,-2.5430802374337595,1.373571128369918,-1,-1.1364356897228198
2015-09-02,2.7887320518493652,6.6712965965271,-2.553358939215986,1.3115157866824003,-1,-1.1261569879405933
2015-09-03,2.8507039546966553,6.681575298309326,-2.652353045428397,1.134947293838102,-1,-1.0271628817281826
2015-09-04,2.8197176456451416,6.6712965965271,-2.6079947126210588,1.1564623351595607,-1,-1.0715212145355206
2015-09-08,2.8197176456451416,6.6780829429626465,-2.601208366185512,1.1267921741724547,-1,-1.0783075609710675
2015-09-09,2.9498589038848877,6.6780829429626465,-2.83068172540856,0.7873523821387981,-1,-0.8488342017480193
2015-09-10,3.0676052570343018,6.620693683624268,-3.0956888575024344,0.41081478842897173,0,-0.583827069654145
2015-09-11,3.1295769214630127,6.688516616821289,-3.1371383119052165,0.3378246788779999,0,-0.583827069654145
2015-09-14,3.1295769214630127,6.683300495147705,-3.1423544335788005,0.3111954715696036,0,-0.583827069654145
2015-09-15,3.1357738971710205,6.683300495147705,-3.1532813360229177,0.2756007306788492,0,-0.583827069654145
2015-09-16,3.1357738971710205,6.6780829429626465,-3.1584988882079763,0.246437289108908,0,-0.583827069654145
2015-09-17,3.191549062728882,6.6780829429626465,-3.2568452141533264,0.08477724033483323,0,-0.583827069654145
2015-09-18,3.222534656524658,6.6780829429626465,-3.3114809875583973,-0.01848125804431754,0,-0.583827069654145
2015-09-21,3.191549062728882,6.6780829429626465,-3.2568452141533264,0.03602734835543907,0,-0.583827069654145
2015-09-22,3.1543664932250977,6.6780829429626465,-3.1912825383041383,0.10849135668997884,0,-0.583827069654145
2015-09-23,3.1605629920959473,6.573739528656006,-3.3065520142652325,-0.09353683106094862,0,-0.583827069654145
2015-09-24,3.1605629920959473,6.573739528656006,-3.3065520142652325,-0.11850434295948807,0,-0.583827069654145
2015-09-25,3.1605629920959473,6.672865867614746,-3.2074256753064923,0.010964546521516938,0,-0.583827069654145
2015-09-28,3.1605629920959473,6.6780829429626465,-3.202208599958592,-0.007154140598993886,0,-0.583827069654145
2015-09-29,3.1481685638427734,6.782427787780762,-3.076009109462584,0.17520297283288438,0,-0.583827069654145
2015-09-30,3.1481685638427734,6.808514595031738,-3.0499223022116073,0.19237088952259815,0,-0.583827069654145
2015-10-01,3.191549062728882,6.808514595031738,-3.1264135620842346,0.03107711945435538,0,-0.583827069654145
2015-10-02,3.191549062728882,6.91286039352417,-3.022067763591803,0.1884378171859669,0,-0.583827069654145
2015-10-05,3.296901226043701,6.91286039352417,-3.207831411064234,-0.17994480122088624,0,-0.583827069654145
2015-10-06,3.296901226043701,6.91286039352417,-3.207831411064234,-0.2126359202097369,0,-0.583827069654145
2015-10-07,3.34647798538208,6.6780829429626465,-3.530025762758008,-0.868101074902677,0,-0.583827069654145
2015-10-08,3.34647798538208,6.6780829429626465,-3.530025762758008,-0.9063450292471045,0,-0.583827069654145
2015-10-09,3.34647798538208,6.6780829429626465,-3.530025762758008,-0.9394297207258056,0,-0.583827069654145
2015-10-12,3.34647798538208,6.6780829429626465,-3.530025762758008,-0.9696850888023845,0,-0.583827069654145
2015-10-13,3.3154923915863037,6.6780829429626465,-3.4753899893529354,-0.8788214945541947,0,-0.583827069654145
2015-10-14,3.3154923915863037,6.6780829429626465,-3.4753899893529354,-0.893290071851912,0,-0.583827069654145
2015-10-15,3.3154923915863037,6.6780829429626465,-3.4753899893529354,-0.9046556675502541,0,-0.583827069654145
2015-10-16,3.2721123695373535,6.693736553192139,-3.383245960040478,-0.7180476130501069,0,-0.583827069654145
2015-10-19,3.2721123695373535,6.693736553192139,-3.383245960040478,-0.730193957812793,0,-0.583827069654145
2015-10-20,3.2659151554107666,6.688516616821289,-3.37753857357238,-0.7303556585084154,0,-0.583827069654145
2015-10-21,3.2659151554107666,6.782427787780762,-3.2836274026129075,-0.5398493778266406,0,-0.583827069654145
2015-10-22,3.3154923915863037,6.782427787780762,-3.37104514453482,-0.7475293416821422,0,-0.583827069654145
2015-10-23,3.408450126647949,6.782427787780762,-3.5349541463293583,-1.1084090783441722,0,-0.583827069654145
2015-10-26,3.408450126647949,6.782427787780762,-3.5349541463293583,-1.0992712787719188,0,-0.583827069654145
2015-10-27,3.408450126647949,6.808514595031738,-3.5088673390783818,-1.0345719106029194,0,-0.583827069654145
2015-10-28,3.408450126647949,6.808514595031738,-3.5088673390783818,-1.0279031879647318,0,-0.583827069654145
2015-10-29,3.501408100128174,6.808514595031738,-3.67277676126775,-1.366046633632947,0,-0.583827069654145
2015-10-30,3.4580280780792236,6.782427787780762,-3.622373149435763,-1.231540456350314,0,-0.583827069654145
2015-11-02,3.4580280780792236,6.808514595031738,-3.5962863421847864,-1.1612552318388505,0,-0.583827069654145
2015-11-03,3.408450126647949,6.808514595031738,-3.5088673390783818,-0.9673487891938862,0,-0.583827069654145
2015-11-04,3.408450126647949,6.803297519683838,-3.514084414426282,-0.9657322404818272,0,-0.583827069654145
2015-11-05,3.408450126647949,6.803297519683838,-3.514084414426282,-0.9478225058729267,0,-0.583827069654145
2015-11-06,3.5323939323425293,6.803297519683838,-3.732630030415553,-1.3662209953958275,0,-0.583827069654145
2015-11-09,3.5633797645568848,6.803297519683838,-3.787266224215456,-1.4242791067021834,0,-0.583827069654145
2015-11-10,3.5633797645568848,6.803297519683838,-3.787266224215456,-1.3770769666581542,0,-0.583827069654145
2015-11-11,3.5943660736083984,6.803297519683838,-3.8419032588050186,-1.4417415525480235,0,-0.583827069654145
2015-11-12,3.5943660736083984,6.803297519683838,-3.8419032588050186,-1.4002260438323055,0,-0.583827069654145
2015-11-13,3.5943660736083984,6.730255126953125,-3.9149456515357315,-1.512607781440733,0,-0.583827069654145
2015-11-16,3.5943660736083984,6.782427787780762,-3.8627729907080948,-1.372442787904083,0,-0.583827069654145
2015-11-17,3.5943660736083984,6.782427787780762,-3.8627729907080948,-1.3777119272067122,0,-0.583827069654145
2015-11-18,3.5943660736083984,6.782427787780762,-3.8627729907080948,-1.3932353077760726,0,-0.583827069654145
2015-11-19,3.5323939323425293,6.704171657562256,-3.831755892537135,-1.309938072684993,0,-0.583827069654145
2015-11-20,3.5323939323425293,6.704171657562256,-3.831755892537135,-1.3009274834833169,0,-0.583827069654145
2015-11-23,3.5943660736083984,6.704171657562256,-3.9410291209266006,-1.586398834018106,0,-0.583827069654145
2015-11-24,3.5943660736083984,6.65721321105957,-3.987987567429286,-1.6644695757655337,0,-0.583827069654145
2015-11-25,3.5633797645568848,6.65721321105957,-3.9333505328397234,-1.4928173952430284,0,-0.583827069654145
2015-11-27,3.501408100128174,6.625911712646484,-3.855379643653004,-1.2585293144326386,0,-0.583827069654145
2015-11-30,3.538590669631958,6.469394207000732,-4.077459825147944,-1.8775636397901307,0,-0.583827069654145
2015-12-01,3.538590669631958,6.469394207000732,-4.077459825147944,-1.8565953414027396,0,-0.583827069654145
2015-12-02,3.5633797645568848,6.521565914154053,-4.068997829745241,-1.8239555649111465,0,-0.583827069654145
2015-12-03,3.501408100128174,6.573739528656006,-3.9075518276434824,-1.2807166053244914,0,-0.583827069654145
2015-12-04,3.5323939323425293,6.573739528656006,-3.962188021443385,-1.4139565400782277,0,-0.583827069654145
2015-12-07,3.5323939323425293,6.573739528656006,-3.962188021443385,-1.3668935041397672,0,-0.583827069654145
2015-12-08,3.5323939323425293,6.573739528656006,-3.962188021443385,-1.3224645678136793,0,-0.583827069654145
2015-12-09,3.656337261199951,6.59982442855835,-4.154647896740652,-1.8765447499502217,0,-0.583827069654145
2015-12-10,3.656337261199951,6.59982442855835,-4.154647896740652,-1.8003253886564354,0,-0.583827069654145
2015-12-11,3.6873230934143066,6.625911712646484,-4.183196806452418,-1.80872706658109,0,-0.583827069654145
2015-12-14,3.6873230934143066,6.672865867614746,-4.136242651484157,-1.593241690550519,0,-0.583827069654145
2015-12-15,3.6873230934143066,6.672865867614746,-4.136242651484157,-1.5334328364514578,0,-0.583827069654145
2015-12-16,3.6873230934143066,6.667649745941162,-4.141458773157741,-1.4964332771184374,0,-0.583827069654145
2015-12-17,3.625351667404175,6.667649745941162,-4.032186805952767,-1.1212134359235357,0,-0.583827069654145
2015-12-18,3.6997182369232178,6.667649745941162,-4.163314680020127,-1.4692748572707095,0,-0.583827069654145
2015-12-21,3.6439433097839355,6.667649745941162,-4.064968774469607,-1.1332705603958744,0,-0.583827069654145
2015-12-22,3.5943660736083984,6.667649745941162,-3.9775510325476944,-0.8362362156766152,0,-0.583827069654145
2015-12-23,3.5943660736083984,6.667649745941162,-3.9775510325476944,-0.8127284559539011,0,-0.583827069654145
2015-12-24,3.5943660736083984,6.667649745941162,-3.9775510325476944,-0.7917011865176659,0,-0.583827069654145
2015-12-28,3.5819714069366455,6.521565914154053,-4.101779798262081,-1.1816040421550824,0,-0.583827069654145
2015-12-29,3.5819714069366455,6.521565914154053,-4.101779798262081,-1.1723626126282332,0,-0.583827069654145
2015-12-30,3.5819714069366455,6.672865867614746,-3.9504798448013876,-0.6060165003458462,0,-0.583827069654145
2015-12-31,3.5819714069366455,6.672865867614746,-3.9504798448013876,-0.5820912269738457,0,-0.583827069654145
2016-01-04,3.5323939323425293,6.521565914154053,-4.014361635945338,-0.800031934201059,0,-0.583827069654145
2016-01-05,3.5323939323425293,6.521565914154053,-4.014361635945338,-0.7725559640040199,0,-0.583827069654145
2016-01-06,3.501408100128174,6.6780829429626465,-3.803208413336842,0.06595466439174841,0,-0.583827069654145
2016-01-07,3.439436912536621,6.6780829429626465,-3.6939368665266983,0.510240726293115,0,-0.583827069654145
2016-01-08,3.408450126647949,6.6780829429626465,-3.6392989911474736,0.7462326699005489,0,-0.583827069654145
2016-01-11,3.3774640560150146,6.6780829429626465,-3.584662376952739,0.9812213259517059,0,-0.583827069654145
2016-01-12,3.408450126647949,6.6780829429626465,-3.6392989911474736,0.7810019465512121,0,-0.583827069654145
2016-01-13,3.408450126647949,6.6780829429626465,-3.6392989911474736,0.8178020698536614,0,-0.583827069654145
2016-01-14,3.408450126647949,6.6780829429626465,-3.6392989911474736,0.8572487147507725,0,-0.583827069654145
2016-01-15,3.408450126647949,6.6780829429626465,-3.6392989911474736,0.900947792516115,0,-0.583827069654145
2016-01-19,3.3154923915863037,6.6780829429626465,-3.4753899893529354,1.6911122870679325,0,-0.583827069654145
2016-01-20,3.2535202503204346,6.260704040527344,-3.783495663398771,0.3303767267426337,0,-0.583827069654145
2016-01-21,3.2101402282714844,6.260704040527344,-3.7070052443158055,0.7187679861350111,0,-0.583827069654145
2016-01-22,3.2101402282714844,6.260704040527344,-3.7070052443158055,0.7446767119272493,0,-0.583827069654145
2016-01-25,3.1605629920959473,6.260704040527344,-3.6195875023938946,1.1989099271829504,0,-0.583827069654145
2016-01-26,3.1605629920959473,6.260704040527344,-3.6195875023938946,1.2251246887578968,0,-0.583827069654145
2016-01-27,3.098590850830078,6.2554850578308105,-3.5155332567009623,1.706247780714054,0,-0.583827069654145
2016-01-28,3.1605629920959473,6.156357288360596,-3.7239342545606426,0.6872308623853696,0,-0.583827069654145
2016-01-29,3.1605629920959473,6.156357288360596,-3.7239342545606426,0.7056161529909594,0,-0.583827069654145
2016-02-01,3.222534656524658,5.999839782714844,-3.9897241478062,-0.6117803362317712,0,-0.583827069654145
2016-02-02,3.222534656524658,5.999839782714844,-3.9897241478062,-0.5866276852757966,0,-0.583827069654145
2016-02-03,3.191549062728882,5.999839782714844,-3.935088374401129,-0.2670291038249015,0,-0.583827069654145
2016-02-04,3.1605629920959473,5.99462366104126,-3.8856678818799786,0.01916498565267132,0,-0.583827069654145
2016-02-05,3.191549062728882,5.99462366104126,-3.940304496074713,-0.26990478152117503,0,-0.583827069654145
2016-02-08,3.098590850830078,5.999839782714844,-3.771178531816929,0.6667353959666038,0,-0.583827069654145
2016-02-09,3.098590850830078,5.999839782714844,-3.771178531816929,0.6581571789321389,0,-0.583827069654145
2016-02-10,3.1295769214630127,6.078099250793457,-3.7475556779330486,0.7764715707696086,0,-0.583827069654145
2016-02-11,3.117182731628418,6.078099250793457,-3.725701452649986,0.8737285315911291,0,-0.583827069654145
2016-02-12,3.1357738971710205,6.104185104370117,-3.7323967268005056,0.8205481956668013,0,-0.583827069654145
2016-02-16,3.1419718265533447,6.052013397216797,-3.795497017977265,0.4705633691664242,0,-0.583827069654145
