,Aceite_Soya,Harina_Trigo,Arroz,Maiz
2016-04-20,5.3130010919923345,3.862608701972085,2.841290458883382,1.6739623809509374
2016-04-21,5.315470474985834,3.5935540337575693,2.8411155292543864,1.6307001109468038
2016-04-22,5.264473390164169,3.585334840350148,2.835128358952182,1.5763917154347207
2016-04-25,5.2593471645522065,3.599425351506329,2.8484838526101703,1.613609501053929
2016-04-26,5.270058846906054,3.7539523577317,2.8544041104317412,1.57669650115141
2016-04-27,5.304936904345115,3.6995371294506905,2.8611846778466914,1.6864364181477474
2016-04-28,5.287321098210087,4.003774333314645,2.865978929260188,1.617295163220694
2016-04-29,5.266103550790582,3.7165217583652894,2.8701643365809595,1.6403799996097093
2016-05-02,5.251291288805407,3.9607673702969306,2.863417745795183,1.7226976823596685
2016-05-03,5.273765798925331,3.9487229883419217,2.862592134512728,1.7349188056160623
2016-05-04,5.282204731871936,4.1095459316191825,2.852382874312488,1.7218891162727141
2016-05-05,5.2682562480466295,4.119917630403285,2.8424985367174904,1.6492074161242067
2016-05-06,5.284743559241172,4.31608834713277,2.845951540732789,1.582456856778852
2016-05-09,5.2883207975882955,4.226953993577523,2.8435701328388245,1.6355531675802266
2016-05-10,5.314029781185545,4.039643885689453,2.8433997085844323,1.7171823940795674
2016-05-11,5.297894511337133,4.282244984120893,2.8476145432436955,1.6782523620788985
2016-05-12,5.28758261092514,4.240558876129425,2.8463174610348356,1.61445341169248
2016-05-13,5.280256592733092,4.261422391028834,2.839347572558914,1.5046575304774352
2016-05-16,5.2435540182276466,4.447914949028024,2.8400068046244353,1.4945317065806918
2016-05-17,5.252841066508253,4.230107461825426,2.8555455947508217,1.5286901410343636
2016-05-18,5.257593476949688,4.318523903385508,2.854028493271488,1.630159827932867
2016-05-19,5.254876219548575,4.192271320275124,2.859581572027466,1.6675807673801974
2016-05-20,5.251100044176417,4.159308513094893,2.8628559658270487,1.6782703977825764
2016-05-23,5.216748792301862,4.155798066496269,2.8595329702004952,1.6475092571301302
2016-05-24,5.204764483708074,3.904297689649911,2.8459970932526653,1.6157318910152125
2016-05-25,5.19481783269197,3.8039378055001816,2.8444827176999574,1.6929356913693074
2016-05-26,5.177595716180129,4.046061384801215,2.8360678299163133,1.6857256026311949
2016-05-27,5.17154180169915,4.1957169006427435,2.830153739746056,1.5726818981339992
2016-05-30,5.185402042366898,4.1760673599370115,2.8202603482006228,1.553985166771296
2016-05-31,5.231096030692231,4.219496935761545,2.817947140307368,1.5379996583038795
2016-06-01,5.237237436263883,4.157999780695367,2.8310617703554914,1.5461860970717203
2016-06-02,5.243446163602563,4.3850476964544844,2.8297361115785007,1.594853129952154
2016-06-03,5.243257059907484,4.316012428868055,2.837538746924368,1.6044045582742223
2016-06-06,5.194472783955512,4.3162836409679715,2.8352517413772955,1.6087381431964527
2016-06-07,5.193889042351169,4.490020888208054,2.8371287712613706,1.6870766740390424
2016-06-08,5.19589153059637,4.305175474806284,2.8218393671621373,1.637968483343505
2016-06-09,5.25600330606153,4.573033718436981,2.817189623595008,1.7359582302215621
2016-06-10,5.2531290432353535,4.2460467154132635,2.8069973374763735,1.6755118821004145
2016-06-13,5.260079018225343,4.516502428596054,2.8021671224540725,1.671021948091335
2016-06-14,5.2591425105503395,4.399607065235002,2.795794760037994,1.645783298789396
2016-06-15,5.228061704147653,4.312934875918212,2.7962098394810666,1.6533076223526222
2016-06-16,5.251854300656499,3.9813939335891115,2.793022588786012,1.6692137355820078
2016-06-17,5.270862871167817,3.929524295338379,2.795203444917927,1.6854791290128102
2016-06-20,5.296446274059477,3.796804735738024,2.7933944787359244,1.635424339755563
2016-06-21,5.275454639686854,3.737173217860265,2.797605706178075,1.5817785090291816
2016-06-22,5.311480297394955,3.7690287404020726,2.793552576205163,1.7209668780606384
2016-06-23,5.275727214210412,3.949664615364711,2.791121588704603,1.6726966114615958
2016-06-24,5.291080248461835,4.0064925225135575,2.7923074375004058,1.6997475211515243
2016-06-27,5.3486033215417335,4.085237637834829,2.79953612065974,1.6106015598614505
2016-06-28,5.3211453202524535,3.9088699068307706,2.7989670185683813,1.6022839758317449
2016-06-29,5.309491487065923,3.7955183340153846,2.809306255472457,1.6101698524067143
2016-06-30,5.313977135296206,4.120913922655306,2.8138088488613104,1.647923422004272
2016-07-01,5.3030977754652255,3.999318741655443,2.8085223105880397,1.5164806033403613
2016-07-04,5.265116863184306,4.278228716978272,2.8016126147216482,1.550677247012026
2016-07-05,5.267312605815162,4.21754541371118,2.8022273886892446,1.5208832399488736
2016-07-06,5.242352653181694,4.198405883272049,2.8016886196680093,1.5637920286875513
2016-07-07,5.255947783606659,4.3745115143291065,2.8134354264968255,1.5413177063493493
2016-07-08,5.232480736902847,4.561498574576299,2.8214466934383977,1.5279602636194207
2016-07-11,5.2707661860521755,4.495632763021185,2.8105352559258505,1.541692580301347
2016-07-12,5.251621389655093,4.374056349457716,2.8036495375022117,1.5142624911151576
2016-07-13,5.247178889684123,4.330497939642062,2.806011362095178,1.5272309273880886
2016-07-14,5.265519534017944,4.3671571651789804,2.805418776094098,1.4992899515878122
2016-07-15,5.2318485078758075,4.48323229429542,2.798937060579464,1.4522152508851929
2016-07-18,5.238328038743843,4.438669062741832,2.8058199076093526,1.5479328555352203
2016-07-19,5.271827154739275,4.517685443699537,2.8005258667195188,1.51058614193399
2016-07-20,5.232087972256452,4.757369227208044,2.7972564810329126,1.534908440330429
2016-07-21,5.237656953647916,4.747448461906811,2.791171009680539,1.5975129837322404
2016-07-22,5.244146009109181,4.7260497861387485,2.793108852729538,1.5826066384616917
2016-07-25,5.267422236772604,4.3800510249686795,2.8010336200457924,1.5619434157678007
2016-07-26,5.233306931566156,3.9041634729929524,2.7997650098077878,1.5936580066958068
2016-07-27,5.198934954654532,3.9800242216092037,2.8028291207560634,1.6626541777385702
2016-07-28,5.2121779748329535,3.9821224150253363,2.807818120180603,1.6009317968124737
2016-07-29,5.216601085216334,3.915698527936919,2.8007104597303627,1.5998649859893292
2016-08-01,5.222927563659261,3.9776314705320965,2.7998759789566323,1.5299489063764709
2016-08-02,5.235517116769535,3.986079529980614,2.812532673801917,1.5464849022043659
2016-08-03,5.218916723050198,4.180160054892098,2.8053449333734863,1.5704308488619043
2016-08-04,5.22563830563388,4.186846309821013,2.7989624889953006,1.546434786797621
2016-08-05,5.2307759700881,4.055120406134548,2.787799330408102,1.5459551467015755
2016-08-08,5.212002843045634,4.2197318474916194,2.795793829302443,1.5070981763898417
2016-08-09,5.2585211858377585,4.18168098361241,2.796752858898654,1.5456320508357164
2016-08-10,5.270246606318222,4.26538109857191,2.7966999224164804,1.6201946047566975
2016-08-11,5.243302545386173,4.159245531974709,2.787304896177111,1.5704869923372118
2016-08-12,5.261447033296796,4.051352286950564,2.7897132616838176,1.5591349932273002
2016-08-15,5.23498005877666,4.065157334902795,2.7778900392623633,1.597648576980579
2016-08-16,5.255733853045639,4.077689194842024,2.778165869799873,1.667438449612492
2016-08-17,5.2865200327066315,4.169285142464052,2.786749154033131,1.5904832791706158
2016-08-18,5.268559444933467,4.113869659519141,2.7831530605017907,1.5900539544632435
2016-08-19,5.2967498509047335,3.829739018444823,2.7746133322296362,1.6091475282427405
2016-08-22,5.3055248786878515,3.7996025956808217,2.7760889287589325,1.6155219181492295
2016-08-23,5.325199913381616,3.966141562996848,2.7852392422872443,1.502420436978699
2016-08-24,5.371632298228846,3.950309737157269,2.7989643050761384,1.5617599457920628
2016-08-25,5.36523596593614,3.9322940845683205,2.801207220993275,1.6536845981649968
2016-08-26,5.347285063530552,4.111158640629247,2.797207950950058,1.654859405002912
2016-08-29,5.3270319831537645,3.993304380812889,2.7992546812157055,1.601862240407687
2016-08-30,5.3064760034820715,3.7644655412698143,2.792102979819131,1.5831096981614985
2016-08-31,5.304258215679704,3.781064954400332,2.798212572306966,1.6836551999380582
2016-09-01,5.3136988122618485,3.749741689667085,2.797249524763707,1.7163571521519745
2016-09-02,5.31940910261801,3.650673918688693,2.7866617919792325,1.7229858643135636
2016-09-05,5.345464911509544,3.6853435286469014,2.7866446025111182,1.7188159628040176
2016-09-06,5.342789345835156,3.8101807334138957,2.7899352487708198,1.6620635665176144
2016-09-07,5.381024189248085,3.8559221731957822,2.795831294393599,1.643453346592884
2016-09-08,5.3789748919700955,3.937054660223235,2.795543829101862,1.6313693875403785
2016-09-09,5.450118477501636,4.279046032898938,2.807712257865874,1.6631524652622214
2016-09-12,5.466532674422416,4.2113603051760995,2.8116443769376582,1.7353578267942025
2016-09-13,5.4437447687039136,4.24701110844528,2.8034773034079756,1.7720085280615727
2016-09-14,5.415876648603284,4.143833971399774,2.803084425363866,1.6639527832677492
2016-09-15,5.431849952353444,4.011255902540541,2.7934692508278904,1.6614925652964094
2016-09-16,5.421661947507345,3.932924589287892,2.80506045230376,1.698586937164694
2016-09-19,5.444048407685195,3.8895566342732204,2.805014592758034,1.7145754254364376
2016-09-20,5.4537581204452845,3.980556092252975,2.795320442557554,1.6604183892152793
2016-09-21,5.451706586016856,4.395917182285384,2.8000617332284072,1.8069740683714446
2016-09-22,5.429094640072605,4.237937482983015,2.809338455575549,1.7013366910973555
2016-09-23,5.391461733329154,4.148270415914122,2.812155968191274,1.6321577351157517
2016-09-26,5.376910862897191,4.133849639640516,2.8234328109246936,1.6510153871064859
2016-09-27,5.400489531757939,4.207485875015245,2.8321907557326793,1.762631168241717
2016-09-28,5.410854222325321,4.247948780717934,2.8244332480754397,1.6866687252321886
2016-09-29,5.376094394525212,4.449689032742628,2.8204004793982693,1.6605603488029164
2016-09-30,5.3814040312802955,4.005127572715229,2.826263865207854,1.7147493954229978
2016-10-03,5.390370079938472,3.6575912711973424,2.811496698630028,1.6858498739145937
2016-10-04,5.368893752745864,3.635180378867191,2.814938431042478,1.656242068398743
2016-10-05,5.373327817247803,3.8593386894381463,2.8096761577034455,1.6738258035525826
2016-10-06,5.373880261814152,3.6561705108012856,2.8158301991821775,1.6747740153012878
2016-10-07,5.34594922765187,3.284752671981578,2.8235478617035232,1.7142724143292642
2016-10-10,5.3594332844829315,3.457897002269137,2.8219332135636677,1.7576683190741915
2016-10-11,5.373898609711945,3.5713088401931192,2.8027124515947515,1.7376447028362716
2016-10-12,5.403896094194469,3.487184217656342,2.8018324298876878,1.7191805305293264
2016-10-13,5.428924961332353,3.4287889829416778,2.8124947487000913,1.7142744127363765
2016-10-14,5.391511355317612,3.36737788097457,2.8196974685119405,1.7254037634118782
2016-10-17,5.368739482944395,3.4628433202456876,2.8115411894019915,1.7008919453861417
2016-10-18,5.385655140687729,3.454306278673201,2.818633147296283,1.6898579735574504
2016-10-19,5.400153512500968,3.604693281583475,2.8190403951700502,1.7365168576738637
2016-10-20,5.4132756330492064,3.2733427604953205,2.813251024780291,1.7912795050483854
2016-10-21,5.514754930432135,3.2759952044495333,2.808421646437677,1.6738558482039116
2016-10-24,5.527564630200211,3.227339185631233,2.806232606689012,1.6625371493053092
2016-10-25,5.559564886450783,3.3021847405009335,2.8144588220223867,1.6255576096084914
2016-10-26,5.587500162694614,3.331649226319391,2.817948338677806,1.6142183257357576
2016-10-27,5.60443265926251,3.540385379008732,2.812012511953026,1.6382729190862138
2016-10-28,5.5953535028930546,3.3532328476961593,2.800642474565904,1.6660879778485755
2016-10-31,5.61682144793989,3.4561812668288603,2.793587756016566,1.6485058953529903
2016-11-01,5.595494253688196,3.613864928448222,2.785503794418533,1.5458174416511676
2016-11-02,5.5894365943942965,3.9620546737071787,2.7918554645038682,1.520068875408722
2016-11-03,5.581561844357887,3.9118606130393525,2.7767104310501143,1.582676806886995
2016-11-04,5.583650775162324,3.997254030803165,2.7743867026226043,1.4649270215028984
2016-11-07,5.645675468595708,3.7555290127026657,2.776513213546951,1.561162382400993
2016-11-08,5.594298525467835,3.449434199454391,2.7763611623248092,1.605737748176928
2016-11-09,5.614877011309184,3.6581720376541953,2.7802810426295306,1.6758449250051572
2016-11-10,5.571621688453034,3.7091974243959815,2.782138243719113,1.6533149462349546
2016-11-11,5.558015590279788,3.9428125969743864,2.794571216276609,1.5549164899449632
2016-11-14,5.590544121549511,3.767314951030088,2.8014208498434217,1.5968422004064442
2016-11-15,5.595893393304503,3.8983920077840164,2.7976409482519387,1.667949175358181
2016-11-16,5.566128011903919,4.231078762041938,2.787933250989603,1.7005421053008571
2016-11-17,5.5433531974730625,4.292055808700779,2.79936300597692,1.650962588605179
2016-11-18,5.564152392082722,4.332766454877665,2.803043200772487,1.65357490158973
2016-11-21,5.543605220159815,4.311752537830019,2.802663120208136,1.6201782421999582
2016-11-22,5.551567400197751,4.0371151949686555,2.804392834737942,1.5848409990574246
2016-11-23,5.5488517010592195,4.28045307289112,2.7946657836771576,1.6418036665705302
2016-11-24,5.533941791167671,4.16249929162513,2.7851521801000385,1.5807692139673548
2016-11-25,5.588924244288214,4.264940820197084,2.7689921084092934,1.541842513569406
2016-11-28,5.608043703245383,4.003916346079714,2.7722214970504044,1.5097213407425345
2016-11-29,5.554269812356569,3.829043989200217,2.7809571287520174,1.4729715778043824
2016-11-30,5.557566721623107,4.100354513354139,2.7813278846256244,1.5138355481990093
2016-12-01,5.53948193538573,4.049921818021504,2.7775741906200326,1.595030397190819
2016-12-02,5.564166456487413,4.316263058713092,2.7801777396676997,1.5900807000051271
2016-12-05,5.543718297984838,4.282431845926434,2.7782282494707644,1.5281546425594934
2016-12-06,5.5424047602145095,3.9673592832134412,2.7779815265395906,1.5895926721454536
2016-12-07,5.560694408009819,4.143063524430989,2.7727942960813623,1.676245152975997
2016-12-08,5.580804392011818,4.057392310120674,2.779538412048004,1.6344445897997055
2016-12-09,5.552778230351935,4.18213617832504,2.7903739729078803,1.6116074849791824
2016-12-12,5.544544775268372,4.18523231265126,2.7841236277658497,1.6378575506370825
2016-12-13,5.530373035137713,3.931580804101794,2.781330239703123,1.717696427721184
2016-12-14,5.51056502961954,3.9822714185769437,2.78447441037868,1.670011408888151
2016-12-15,5.557485158485913,4.386254213485223,2.786451705699656,1.5966671631478881
2016-12-16,5.570797762630037,4.453100557856525,2.791199854986946,1.6289499595979249
2016-12-19,5.53734423548308,4.401940142203196,2.7997343375502846,1.6710480320777612
2016-12-20,5.5656022798588545,4.576012427032976,2.7948994316658555,1.6580260412718937
2016-12-21,5.619771949664853,4.582258153318532,2.788548755610597,1.6209405542373116
2016-12-22,5.648116249526277,4.581948897635082,2.7954738639534615,1.6813525202406465
2016-12-23,5.6047146716436815,4.33087343206816,2.792933704135163,1.69729540632725
2016-12-26,5.592963436171902,4.352876464552298,2.7913275804670112,1.6417405405722973
2016-12-27,5.629525775301035,4.528031297722618,2.7850692047818324,1.6335144022915205
2016-12-28,5.609940361396429,4.335845617013412,2.797594061816969,1.571852331943913
2016-12-29,5.616500237712398,4.5752223451069325,2.791106206596817,1.6141376519360695
2016-12-30,5.638322313639072,4.5190171274893265,2.784230066163819,1.6004539857853817
2017-01-02,5.614721503498102,4.318516878052211,2.7835772795532376,1.583624670711267
2017-01-03,5.614474439811986,4.480201507122648,2.7893727737679828,1.596600156947782
2017-01-04,5.530975570293251,4.3728085119994216,2.8009699957889675,1.6088277053433495
2017-01-05,5.501928856740904,4.475772190284973,2.799361411826486,1.657156687221601
2017-01-06,5.49719790886374,4.386050825698121,2.8007952684631072,1.6807124031968705
2017-01-09,5.467416137181242,4.341632678079075,2.7882213854222027,1.6576322870640603
2017-01-10,5.506946383969792,4.417717779866785,2.7882524885101185,1.6888457553262064
2017-01-11,5.470409389776369,4.4293637860565225,2.792232488874347,1.6939800340091933
2017-01-12,5.458202760915123,4.056757675966807,2.7932405436581593,1.65986764826924
2017-01-13,5.461887994934317,3.8921144267579084,2.7955690532584923,1.6505722562979923
2017-01-16,5.5010099298201505,4.082906590212461,2.80173173852616,1.6415766769366331
2017-01-17,5.4625989202829786,4.062547908148717,2.793577473712778,1.6643118602469245
2017-01-18,5.492137763643402,3.9979962345316005,2.8022379595370577,1.6421383271744876
2017-01-19,5.49292198518947,3.8064368591172464,2.7995570729321178,1.6220483778293644
2017-01-20,5.46516444510843,3.6796665858578774,2.7919479309733735,1.720834113420099
2017-01-23,5.475359734069296,3.447142107815405,2.785067589402056,1.7458910042782576
2017-01-24,5.482522000982012,3.51418025701256,2.787188176310286,1.6787226181107946
2017-01-25,5.464675027950315,3.49846977602503,2.8026587075710556,1.6999441084716922
2017-01-26,5.468400883458698,3.438033022350619,2.804986411527877,1.6893907327381938
2017-01-27,5.4597432338573375,3.506921495945064,2.7946555728733267,1.6910154239243667
2017-01-30,5.459385963038563,3.632589830492473,2.7998078323357958,1.6832796507771555
2017-01-31,5.475718630642023,4.019522049424384,2.7991832446187974,1.7316105286944041
2017-02-01,5.5206413951150735,3.8113005082243094,2.806073230058388,1.7249730503311926
2017-02-02,5.48622314859716,4.0281459511193844,2.814714503249697,1.7023003319480328
2017-02-03,5.542096541106184,4.220793665883428,2.8081024506594194,1.7436537749602692
2017-02-06,5.491863696878137,4.074461649796093,2.800616102493197,1.7271362330938818
2017-02-07,5.490023065396464,4.119239022140351,2.801202307350225,1.7084221841846217
2017-02-08,5.505434877615353,4.054941720529212,2.796086634323647,1.701986028064936
2017-02-09,5.51198890475466,4.101603161780482,2.795770687169025,1.682520672608731
2017-02-10,5.499105876058067,4.363169603914117,2.801290103585074,1.6769520439166339
2017-02-13,5.497877364926713,4.446434996469148,2.791601773787258,1.6376417970365593
2017-02-14,5.48746951389343,4.500838750472835,2.7899540397831117,1.6008389855921488
2017-02-15,5.472592206053365,4.379971744126864,2.8075149207059655,1.568345199627521
2017-02-16,5.493618704133174,4.108737500026322,2.813820695676256,1.524123039052853
2017-02-17,5.501653478993982,4.0845618286991,2.8256158332397185,1.5150981630250344
2017-02-20,5.484970520724791,4.293538651149399,2.8226978091124306,1.5350356397491243
2017-02-21,5.510069066697882,4.0317586855861265,2.8309625363647246,1.5690341835673756
2017-02-22,5.521738934330842,3.8847576671116806,2.8341572255180885,1.5717877949274124
2017-02-23,5.545211448298534,3.945055045103478,2.8294079152849525,1.4769141230987706
2017-02-24,5.559097303203833,3.8234335984477115,2.8267229950085166,1.5878579593386934
2017-02-27,5.53979414727468,3.7407645723223855,2.827860699573612,1.6508524682848191
2017-02-28,5.523154968575146,3.724116886496158,2.832849371590342,1.6682575499467611
2017-03-01,5.542594265318183,3.5800620800350127,2.8227346242401152,1.75145271952727
2017-03-02,5.559857772477848,3.512509106483839,2.825164008354299,1.6741436056329149
2017-03-03,5.564184687411493,3.6913176769241614,2.8322036274803835,1.765407687582101
2017-03-06,5.574694990653698,3.5596669652386264,2.8247860831644127,1.6751629353640805
2017-03-07,5.6107987348373385,3.4135969502957164,2.8337805148410937,1.6795679723822643
2017-03-08,5.5949268363336415,3.409713567928976,2.8232236842152405,1.6022837815767987
2017-03-09,5.6112871670085696,3.603841268601775,2.836258467763733,1.613295757422667
2017-03-10,5.6082833371007474,3.6418283022085474,2.8332149802441484,1.6369927342088415
2017-03-13,5.602156065639112,3.6356541952662615,2.8323225267467063,1.6286821799887772
2017-03-14,5.636277043035446,3.7140222876739775,2.8275139963378604,1.6644961652980557
2017-03-15,5.659625792188477,3.521393220195857,2.845943453575258,1.666357020706017
2017-03-16,5.683354952786532,3.675894978911955,2.8399986042562406,1.6285427692012657
2017-03-17,5.721061625526885,3.804401631721351,2.8398969854045655,1.6045375238666482
2017-03-20,5.7230612175176,3.7915436158877016,2.8499211420029242,1.6563003828737974
2017-03-21,5.744212295495828,4.005173118334927,2.8573731057240583,1.6228830444735278
2017-03-22,5.734706709836418,3.8526840949964334,2.869952604571017,1.6825143066801695
2017-03-23,5.742813727593396,4.078919371687568,2.8706070758568725,1.7352056141230316
2017-03-24,5.737161284800586,4.121966237922132,2.8726220064423527,1.6335699196471487
2017-03-27,5.741301457799791,4.081573769593235,2.869961586287031,1.6948226008330367
2017-03-28,5.759981412827085,4.101688005847668,2.8684595177878305,1.7970911724020782
2017-03-29,5.7389134479446335,4.09573417101697,2.862796166094303,1.7746959993030496
2017-03-30,5.801190490811063,4.334801649245691,2.8684147415617103,1.7748693945570053
2017-03-31,5.773693700005282,4.136013662723054,2.883078969345774,1.8053924611109096
2017-04-03,5.74213689843206,4.016993612177017,2.880602197818822,1.7518433197548606
2017-04-04,5.772086776549741,4.22196488272047,2.879720711892335,1.7320767563350248
2017-04-05,5.793628712409331,4.131016352762867,2.876126745389261,1.644154272495252
2017-04-06,5.813093109930173,4.302640205738985,2.8787105245430404,1.6555999104520234
2017-04-07,5.833099498080596,4.605149537427491,2.8870531274849873,1.6860438046701458
2017-04-10,5.832537381851039,4.489883370057119,2.887225998885884,1.706357484622449
2017-04-11,5.807769984055064,4.578569829344384,2.893985965941241,1.7555673178086935
2017-04-12,5.806821724542305,4.333826178990403,2.891162083015573,1.6875599999578232
2017-04-13,5.787614469285745,4.451917550299626,2.8893229539906713,1.6525287175344117
2017-04-14,5.8173040100891,4.470909615022899,2.890815884089103,1.7498500822635463
2017-04-17,5.815002014999344,4.529303181975277,2.89470071885782,1.7182814297949474
2017-04-18,5.793629849878983,4.37574123009737,2.8969463356894973,1.713600821552752
2017-04-19,5.785277160327571,4.078509058074945,2.896805590756257,1.6990242400385243
2017-04-20,5.797235499522132,4.185260255407383,2.8884346071079556,1.646584623356398
2017-04-21,5.780505638698152,3.8573950507190164,2.8899549832137557,1.7327126225052683
2017-04-24,5.759807379393147,3.8484915102930772,2.8890241912537005,1.6871469715795389
