,GARCH SS dinámico,HMM por régimen,QR empírica p95,Factor BCRP
2018-07-16,-27.943819457098584,271.2737429901074,151.76759938736694,-6.913829397501274
2018-07-23,7.2057204309753615,269.0966690672042,150.4112705088928,-68.6708061222024
2018-07-30,45.81443548219136,260.10693272063713,147.9520901386859,10.414087830027597
2018-08-06,67.25621153512088,212.84416895368162,145.91804862242577,-55.77392555921347
2018-08-13,100.82402153300308,235.56189488949855,143.59762556130192,53.4433352220114
2018-08-20,129.69815792262892,185.7615133473965,144.8189824700637,-55.67487851092267
2018-08-27,121.33476661577328,183.56129680371617,143.14209185466007,-32.68273535530943
2018-09-03,146.5799137952573,134.82595995513896,141.63491486671637,25.35074745016209
2018-09-10,167.1815317763287,171.99628258308906,139.28623328864,-75.33137436362267
2018-09-17,179.3729935477782,205.06506985802332,136.9583060663956,-0.984286326537358
2018-09-24,187.55315812499845,465.8966775445107,136.78736796913938,41.95366933475924
2018-10-01,195.94041186265991,487.67193887364976,137.52725814948087,-92.87281617505448
2018-10-08,208.2771687143375,367.73168201558036,137.41248857723122,-7.815649805988073
2018-10-15,213.5211583489655,-1563.690342615022,137.99585187766382,-3.986232188765939
2018-10-22,227.17933815887727,329.46803833823844,144.4220298266432,27.835754577694388
2018-10-29,143.4951546221987,509.7831227081295,146.76009553513177,-76.1196931765079
2018-11-05,144.3696523271808,80.45177290718982,146.73116471801904,-85.99462138679087
2018-11-12,161.80756345375414,483.5323198524051,150.19416243947012,11.405821161808035
2018-11-19,142.15533122555348,581.250551868637,150.191418786437,-0.2752889118760322
2018-11-26,159.69940820714783,291.9923552036511,153.44521374561793,-0.17270513614255378
2018-12-03,52.903953260155845,249.0758217407382,154.14353640732884,7.820916720418495
2018-12-10,-69.0673989303636,-1274.9112182663573,-700.8491110130583,-30.03604340552613
2018-12-17,-38.32529870127303,-1581.5014203283104,-838.9096294924491,1.9658657700964
2018-12-24,149.56602696204357,-2004.6421829958047,-1010.3904063741281,-42.77204171345488
2018-12-31,-31.69390645859835,131.65767710891373,153.1946106234551,-48.74645669905681
2019-01-07,-240.22435530809548,182.918753571857,152.02949519754281,107.3971477824183
2019-01-14,-173.5580143413,231.2140002684106,149.98544445755124,12.750555805705517
2019-01-21,-113.38453854357476,230.1409986224637,150.291134794727,-89.72698641987222
2019-01-28,-67.67402191405125,59.424010817655244,153.21403211002888,7.194246677168792
2019-02-04,-151.60970228929045,199.798893125635,151.89016189749964,-58.317367578256665
2019-02-11,-92.45506989161458,198.79990999043116,154.4169724130901,19.468855334269733
2019-02-18,-52.60044482091416,103.07499347255259,103.29298817688255,28.436025566246883
2019-02-25,-80.14389276633494,145.4522442795536,161.36778260897387,-58.76623280016395
2019-03-04,-71.28558916666861,36.26193302206934,162.45628404263903,29.62320359779403
2019-03-11,-23.396944494181753,94.6108488772785,162.60765955470248,2.2852761125017196
2019-03-18,12.971711725651005,93.245609770552,164.44816859024627,28.818704964879487
2019-03-25,50.00202061475392,94.34763810116578,155.2464043618403,84.58741595304161
2019-04-01,-53.617229524931304,303.7443084555642,158.24943467341143,-30.86897693165895
2019-04-08,-52.013359719073605,343.4757658600711,161.52585321913534,-64.99970217805469
2019-04-15,-57.599161798074874,33.81479183030797,161.39228532682228,-73.27460104298484
2019-04-22,-19.721621439162504,105.17662153921066,159.81925949900983,-55.367345530278044
2019-04-29,-1.8254220013709528,184.39433997813558,159.97927971427237,-14.070765858842492
2019-05-06,25.275603002875187,194.38658205147647,158.40486128748154,7.42544448101944
2019-05-13,35.75323482524004,258.3283969939947,156.82262594236477,6.584370465717484
2019-05-20,73.89925154863818,367.13300633111146,154.97953985470986,31.95781041120256
2019-05-27,96.63478023426933,365.5229799651147,154.05712584105004,-6.323849750410204
2019-06-03,122.93275995568024,380.8063130219773,152.8435563566083,58.01204874744627
2019-06-10,149.2412243373053,330.2989833446222,153.15053830466695,-25.469500343877826
2019-06-17,149.59192531678718,378.92404672115555,151.37413997163628,117.34726294004838
2019-06-24,159.96634871266792,432.08830495589143,149.63666382663882,4.145942233341771
2019-07-01,177.597158624354,319.8883654525264,150.24669544750338,-61.396548690299824
2019-07-08,162.59174170361746,-945.9337662238836,151.71072842610982,-74.4000999485803
2019-07-15,177.38085207264476,415.78236157219266,155.40807624386332,9.87150114101496
2019-07-22,147.76651911630267,436.55907238579516,157.07656355353515,-22.396195768558073
2019-07-29,160.8936591700907,485.5789763162405,157.69040660694822,26.19652124918099
2019-08-05,152.23839404258683,445.9931888682229,159.6642484213544,16.562380789820565
2019-08-12,160.77805855115292,410.78800717921274,163.02442555116335,-9.060241162753414
2019-08-19,140.44369381482483,53.77379787047886,164.18627664318507,-51.69215267996691
2019-08-26,164.61575881504245,411.78651417449066,169.70281591027003,-97.82578519885021
2019-09-02,99.03497412592424,380.0141848096682,170.41915727405694,-35.21871638830294
2019-09-09,99.71370821273388,382.3337871106784,171.87309058091728,24.061601559895166
2019-09-16,69.92816939433482,-1750.4524957745791,-487.8774357670008,-5.414579739182557
2019-09-23,-11.429840466261112,-106.41240494364013,180.9870169023742,-64.3290324442529
2019-09-30,-42.388574843215906,160.11619379774197,183.19320576198857,-3.7926846203666855
2019-10-07,-9.71429375700609,219.96811158492164,183.8275057004023,10.010693126397427
2019-10-14,31.530258085901778,227.12795929022946,184.9243833904933,-59.483155451532184
2019-10-21,-391.61994050560935,-1932.8714376862679,-1093.712491218014,0.5006330414781246
2019-10-28,54.857653077024,238.7378628035683,153.9915985859776,-2.9196304539664197
2019-11-04,-83.42489339719782,240.27922744687737,152.75827342072853,-68.52017434114828
2019-11-11,-32.39574039488764,242.8820010574301,151.4962380839895,11.478181263747956
2019-11-18,13.491047959633988,241.94632346721903,153.74407977854332,58.18333852486171
2019-11-25,38.24954830669924,240.62471508889757,155.2531973915407,69.46886513571428
2019-12-02,69.62661426210786,187.61616369764624,156.26457112833975,64.26848525650337
2019-12-09,102.14082139426893,12.980654660985351,157.0955429667987,-62.6070470514037
2019-12-16,-630.6369304175399,-1089.8147951462856,-937.7520374216061,215.28849202321567
2019-12-23,27.856056846665354,37.36526698102182,162.92913173103187,53.25562256145503
2019-12-30,-182.5865861436091,3.80181735159681,167.58060410790483,65.2127114989612
2020-01-06,-287.01967781568874,97.76639236573487,171.25617953315555,70.31626874435801
2020-01-13,-266.2819396779814,335.205102408343,169.94587039548128,271.5060681411487
2020-01-20,-206.28085498033647,97.38158119771697,169.2840704672259,23.789887054436576
2020-01-27,-178.41158940888022,362.9549550295138,167.93928563989198,36.67944909787536
2020-02-03,-117.31894471289337,-397.0837370513325,166.7407952838238,17.68190552913353
2020-02-10,-59.793183467215385,360.7721106191542,167.64872649669428,29.90080102123102
2020-02-17,-31.055503593242975,34.17668941429383,168.4317054528782,-11.894060208522603
2020-02-24,-77.39256283799989,96.64048307451344,171.74607889617562,47.25920047205534
2020-03-02,-88.72847038402313,329.5026360033347,170.42003920836805,-21.33704164209712
2020-03-09,-38.30235250618921,323.02045518802606,169.10572947092112,8.467593210562882
2020-03-16,-0.7138871191050384,-42.76771069902679,168.36716499152385,-1.5336007891392
2020-03-23,-52.84428735899667,-157.65223445107085,-1043.590623067497,-116.20269496897549
2020-03-30,-178.90541471735446,125.87305249260055,172.1120686087545,102.40392213000007
2020-04-06,-208.63254144759458,151.42155005327368,173.75956167598048,-82.71146442718646
2020-04-13,-172.00673534964653,157.23098855648618,172.4897814931503,32.29221562228486
2020-04-20,-102.42923084455833,162.9749292444336,176.18518673055837,-81.67964984728587
2020-04-27,-210.3768836486131,159.40919611162997,176.17247040773805,-11.355382319705143
2020-05-04,-200.4544695692175,195.6388837403921,175.99332576286997,44.563289476925775
2020-05-11,-136.55325720322924,116.05443589653419,175.80734867539138,5.567757124788386
2020-05-18,-122.99928268843132,123.18714617457147,180.30994843484154,-30.980008925145057
2020-05-25,-246.19764662005377,78.08194015406764,179.99711809327516,-17.301011399359595
2020-06-01,-217.2387928896835,-8.675643121162693,179.69033023634233,25.589960645984775
2020-06-08,-176.28353142339188,-54.46621494806806,190.35225627336743,-484.58006788881903
2020-06-15,-415.23915899471604,-62.27862940226373,189.55367068489363,-104.78875585920343
2020-06-22,-347.47883674870616,-61.46018238999261,189.11557214390214,-109.957273568873
2020-06-29,1818.2533139920185,-986.7282451537449,-1126.9148528162714,748.3102667530625
2020-07-06,-220.52864957791655,-106.90223432589818,-233.70068151881725,87.12959821609644
2020-07-13,-312.4319895814416,-237.26548777296432,186.90633019544669,17.291740206395275
2020-07-20,-325.12881585480795,151.37152551228542,185.46538577379442,-148.86427616077094
2020-07-27,-242.87855443434808,-179.24311726740996,35.99599984350277,-17.39286660621758
2020-08-03,-201.69670816404994,-318.18918430559495,190.1515309210473,-55.92175625792038
2020-08-10,-309.53601169704484,145.7063138635956,188.84588552428227,24.20492305179232
2020-08-17,-226.52715356151361,155.68462463142737,187.48190696605718,-53.558069901055774
2020-08-24,-152.464690840265,78.52631112798463,186.21056311451184,-17.44064034233986
2020-08-31,-86.66712791394559,18.46057587423161,185.2077362652608,13.218883677009785
2020-09-07,-28.244754689429556,388.05362103774996,183.87617787120462,30.120100455155807
2020-09-14,22.585324204647122,403.53837321099826,182.51084113433046,-68.20139042966764
2020-09-21,55.03351871900179,467.4565825795773,181.1403948139207,-30.012277857814524
2020-09-28,84.74230723534026,457.13662992577474,179.91702048675575,-34.99335483933032
2020-10-05,123.46331282117399,473.9865508640843,178.55695103297876,-40.12554453773987
2020-10-12,146.18632719343339,502.0040708977707,177.23686360720023,60.014861052322885
2020-10-19,158.47450994785498,480.0005670080838,176.14989192135306,0.44329672180958823
2020-10-26,187.91670111824345,-1239.9212846952041,174.86079120342822,-77.10799690882936
2020-11-02,210.30123190276072,443.12240241490247,175.98703206110417,20.559095283806528
2020-11-09,187.9132994404523,-557.4969884631414,177.97229318244092,67.98367328334876
2020-11-16,18.949148544079435,67.81979348515961,179.31485566713718,18.38136807349656
2020-11-23,24.766370355049048,314.4838089991954,181.24961530673613,-109.34720456746777
2020-11-30,20.361579159662938,290.9976690024214,183.68744701490436,-49.49076787363629
2020-12-07,-107.50867675619986,191.34696381606886,182.37196062094398,36.12514046345325
2020-12-14,-53.93201000157012,183.2167400500802,183.06366258837443,-53.367354446494005
2020-12-21,-24.457448579597383,156.16786636436558,181.82562029386588,3.142469573307096
2020-12-28,25.43073708732618,155.05656386103146,181.39207246828664,21.442834386879895
2021-01-04,66.61563329733099,-944.4395851669265,64.34411714069086,-58.32809941822518
2021-01-11,46.87233085393103,338.4986252903667,182.83620198531025,-13.66304259938147
2021-01-18,-31.00953069174807,426.93284753388923,183.98672973583956,-197.3499961359994
2021-01-25,-14.468302302776465,486.9945155215796,186.50498991212027,-85.19313908786853
2021-02-01,-32.70668410397002,58.006881992613216,186.82931918047439,-38.50731174754469
2021-02-08,-0.6529418826528399,470.81521360574925,186.35685791364267,-96.82751256664574
2021-02-15,-18.683357800877616,251.12882601976708,185.02459095288543,58.71407536387551
2021-02-22,16.105277679235428,250.08146167259815,184.55543807645256,-89.19807743513502
2021-03-01,57.29198056944199,-166.74607865560915,183.99418999679824,-43.32619352525995
2021-03-08,32.12171631310218,263.0369081375994,184.0060178014886,-13.702063690076898
2021-03-15,60.42041728865968,375.0787903414883,182.6724088736762,49.707742713349376
2021-03-22,98.44947288684182,398.54328600193384,181.3251014799681,-80.80928212866354
2021-03-29,127.97654160504294,-83.09578374925565,181.09151504381856,35.05397163705936
2021-04-05,149.5825777363376,402.956071051382,183.43522863510202,-21.96477671445507
2021-04-12,95.8676949153056,281.43030741321155,183.5528776791216,-72.18230825567616
2021-04-19,117.05759854568419,375.3087519652672,185.75019635127592,15.643910173513405
2021-04-26,6.385328531882465,419.5393543072831,184.70516029466296,3.9647313817446275
2021-05-03,19.73777698018978,418.5158485667003,184.22525829924268,-43.195516017605655
2021-05-10,59.62888825134655,333.06327191695175,183.6791290869155,-2.0202834091298882
2021-05-17,95.15018160161304,330.31263029991067,182.39357155201958,-22.990309041710248
2021-05-24,127.99880398226128,366.6938089075609,181.50056370942025,1.4678437572814573
2021-05-31,160.80873515307644,338.5920716496608,180.5204330753486,25.05462118834032
2021-06-07,143.2043885649898,417.27085089032215,180.46128433649073,60.297703517519494
2021-06-14,156.26231497021786,411.4912623820288,179.2362058830031,-77.39294802990207
2021-06-21,183.27576653553933,410.6938810565637,177.96702786020376,65.57495684190201
2021-06-28,198.12458386673256,410.00193874090115,178.04442366256353,-135.16136521658245
2021-07-05,198.33311531844936,481.63877898758653,176.81354487990882,-36.68635953468004
2021-07-12,202.5839604460773,494.7617525298108,175.5744670066258,0.7334160476597162
2021-07-19,219.36673792503797,333.43415645655114,174.34158593477122,-2.217670299691008
2021-07-26,223.19461124780946,523.9157748844677,173.95024212482178,-35.255973907535235
2021-08-02,-291.7227436872281,-1483.489341072946,68.97154177966513,-16.79185353556818
2021-08-09,181.83211100687777,309.08078636075413,175.78548285209922,20.25102886006448
2021-08-16,-245.21021173402175,-1433.158605719051,-641.6571666535299,11.784109498056239
2021-08-23,-29.906528992251765,192.91225279432274,179.35995132036686,76.66357747386087
2021-08-30,-99.00144745073453,279.25623286862583,178.5460770933048,50.138639499631154
2021-09-06,-40.4986270675696,278.15973200631413,177.39529313433707,-6.817963763763828
2021-09-13,11.532940907477496,299.80779648011037,176.2292335027729,70.51123170122821
2021-09-20,41.14703537814228,287.8629669012307,175.62863467035675,35.28007033915492
2021-09-27,80.3597285500058,286.75857986997016,174.54032752506947,55.26847216153641
2021-10-04,119.15815142433019,253.20690793093604,175.20368214134578,44.393441153167146
2021-10-11,115.85644085306944,230.76666075208294,174.23395964592032,-18.060958213687854
2021-10-18,150.01643997439544,188.62872868305374,173.29609155451863,0.8184247857724358
2021-10-25,179.7337695013431,220.03810494215452,172.12524486210668,67.75549260335686
2021-11-01,198.0343552523667,211.67197911099498,171.05754205710872,55.2840960291727
2021-11-08,220.31065702512842,210.605502075098,170.24597226883884,20.514691115251935
2021-11-15,240.73713298287373,261.8559728696531,169.81109343525225,17.931774156068627
2021-11-22,168.8831704266275,-377.41827344749686,169.16984825547104,60.414141193140836
2021-11-29,129.8833481502919,371.6763584054243,169.01535875376965,-9.297470467630887
2021-12-06,147.13115302753522,362.61112813035436,168.13369186425803,36.57154270191256
2021-12-13,176.6283824198777,-295.0112761394968,167.04378723676456,8.939505337459082
2021-12-20,200.82173394672566,314.80230998602735,168.86025921278303,24.11681598098596
2021-12-27,142.39612090851642,305.9364284756342,171.5139279701632,92.73833380982614
2022-01-03,70.75125467666408,335.0432982020534,172.08868419649014,79.97921787583698
2022-01-10,77.36943444986139,374.09904683178894,170.99691521966633,70.72994432773498
2022-01-17,98.39553515181217,373.0521699536913,170.11841110468652,81.67612249638296
2022-01-24,134.14467562395652,382.1549268413369,169.09257204659775,8.908225577104304
2022-01-31,138.75191319606245,353.7287788870666,168.386610827788,37.918239779766054
2022-02-07,168.51764803624263,309.1123596242312,167.90314443072702,-2.387545418820878
2022-02-14,120.3688261815924,361.1345171094706,168.09685472516946,34.398551160139164
2022-02-21,129.28724453368886,359.54651212531246,167.52289956571843,17.61333129822617
2022-02-28,156.63738345482926,358.53342564995415,166.72610495173075,-1278.2109497765496
2022-03-07,184.31144623705563,352.40065195357175,167.13593330612127,-137.6072526189796
2022-03-14,188.5930349334211,406.8717707891514,168.93045663184807,-212.4280612618213
2022-03-21,143.39085431676813,316.52430020590236,169.62827252395618,-53.19048069870473
2022-03-28,145.61312435389743,458.6904333514758,170.38774552174118,-91.89353763399708
2022-04-04,49.188143189162474,289.08362378522526,169.72159205451362,-105.00304334941404
2022-04-11,87.29496988137555,234.18089190737106,169.6285425854242,8.052507771462274
2022-04-18,119.16004091764336,465.3635022686343,170.9268528180948,-0.7324882018548351
2022-04-25,105.17685840575894,172.01926850713392,170.87419451230028,-0.8934231611061705
2022-05-02,132.95226015531398,204.6173736302859,170.27249429744154,5.54060730003755
2022-05-09,138.38366413130814,226.51647198786577,169.8422617207583,-23.73502488852182
2022-05-16,168.30725490584916,266.2232100124069,169.23593889960614,-65.67084726318512
2022-05-23,169.74021459189998,309.9035352437952,168.5909664583162,-20.678305549241372
2022-05-30,179.76724549749463,421.44290719830167,168.4209827232212,-54.56095687689128
2022-06-06,136.9297599533602,411.728182195699,167.9160334933821,8.838216358064528
2022-06-13,134.67154626274862,324.1671252005986,167.79180135171458,-29.181369612899175
2022-06-20,99.85821776467219,-1743.7998005423278,-30.8706811417008,-57.70318169611983
2022-06-27,95.50653378780589,524.198992914685,168.24573824621973,-41.7039856166881
2022-07-04,-595.7199010656961,-3256.130109150021,-1006.8883394925499,47.49844361973828
2022-07-11,102.02478744489184,-75.74266082146153,168.35080383532897,-61.59948366350818
2022-07-18,-181.99727188843235,-85.28123872427648,169.92271664366194,-82.76543561910648
2022-07-25,-162.03839755219906,549.4221398340376,169.5622645982105,-14.880380968219697
2022-08-01,-96.78491251735181,573.8357697802282,169.14976001948617,-14.27373761968397
2022-08-08,-68.79181506881002,573.2022643958417,169.4943802707362,-52.030358260741195
2022-08-15,-26.610436450593284,572.6081829441634,168.89739184231325,-43.81005451615533
2022-08-22,8.240585498404016,-3299.9410092911294,-880.7976499632639,-11.988661956256408
2022-08-29,58.100840579811575,20.666746996075403,168.7975740723531,-112.84270826025875
2022-09-05,-66.24480061359662,412.4751403506494,167.85409955492156,-111.7940898355892
2022-09-12,-11.65971013063222,85.92247220308491,168.91059080896787,-83.35136008344034
2022-09-19,-6.932894699497638,421.8486950240979,168.0416970286999,-56.0206161510489
2022-09-26,15.4148582411338,-1063.9612994402855,167.14505440347892,-17.52975794049604
2022-10-03,62.34822062908927,95.87155026008452,169.62699608563412,48.36173765735225
2022-10-10,6.42426296906649,-1470.4040064482642,168.72532916173668,14.013030789543564
2022-10-17,33.8983563334358,185.140381257728,171.70554075979453,-37.97070819002499
2022-10-24,-30.725794708834655,462.05180778240344,171.84357144867488,-32.572668265574976
2022-10-31,2.257737945578242,487.04895686393513,170.92569482343947,-80.65473407306717
2022-11-07,30.759456209766313,486.37261884877546,170.78317482987046,-30.420073235078462
2022-11-14,63.49135370912677,446.56944702358544,171.224495305417,-44.48780506087701
2022-11-21,73.94442512008663,362.11052328922835,171.01890644575735,-10.898438790304226
2022-11-28,102.58402114895148,376.77595905911426,171.08499183539095,-66.34877035527302
2022-12-05,37.569974579526274,397.4595938398821,170.25124958613503,-0.8304419302589849
2022-12-12,52.79737636392923,-1293.287813210535,169.686397836727,37.08930310360927
2022-12-19,-50.297365177016786,-1747.8836201504037,-539.6590640752356,-34.8304286040252
2022-12-26,68.38915497294295,362.53064012636855,173.80360584552392,-5.551493945330321
2023-01-02,-13.615656744580974,371.980047726993,175.68395961843453,11.828623147099961
2023-01-09,-35.026800571702665,372.185790436138,175.15625483899498,-49.211000223503675
2023-01-16,-31.526637985341495,302.9924691974995,174.57353387426508,-10.841899802806552
2023-01-23,17.90261191108732,302.2188174388131,174.20752413074297,-22.25752866076391
2023-01-30,57.293624329656154,222.1818154135093,173.76979577377398,-16.00867787216032
2023-02-06,93.74937391439141,221.7109052814277,173.94682931707507,-65.31125925018102
2023-02-13,107.55697633573084,221.06149040293622,173.81450666558158,-613.8656580410752
2023-02-20,128.6510261547951,229.98591774317072,173.290633134352,-95.51891149683183
2023-02-27,156.9376059259307,328.111722768704,172.43955349206067,-52.945969372285845
2023-03-06,184.01833329647047,329.43357062022585,172.1592378452351,-85.77909877585114
2023-03-13,122.37329744686087,233.3646137546247,171.63553933753514,71.0838542331498
2023-03-20,151.5532549505471,247.9395412664647,170.93613142502875,-64.14650525043669
2023-03-27,179.552286017774,260.3092978071185,170.27102659443352,13.940810124959398
2023-04-03,203.44255499770406,273.5675497946604,169.5705378696473,-12.263499677092454
2023-04-10,-70.27425556333299,-669.4133505663729,168.95328640612718,89.27270968202663
2023-04-17,243.97911865748915,327.03041204328684,169.64228303914956,-65.79943599517628
2023-04-24,95.12823749189124,337.58211286433385,168.82725223040018,-66.00380891152065
2023-05-01,129.6002849333604,336.86590195603486,168.52887775419674,-55.46807651017218
2023-05-08,152.05684177040928,346.1506935096367,167.74439058541793,-134.94752889859933
2023-05-15,179.26667224243687,353.9702328653877,166.96351786083454,-45.16578501060138
2023-05-22,203.15650092106728,353.3607417715132,166.86008060895153,-57.424328380816405
2023-05-29,207.69880251953253,352.5986841992838,165.99171126240066,-9.870167990824484
2023-06-05,214.56272215390447,542.2254607261151,165.24767359264195,8.980831369319162
2023-06-12,233.38222854009564,536.8050548647724,164.38548019979476,74.10383514789976
2023-06-19,238.7956647375688,539.7053965807061,163.52758442569836,24.328886111719612
2023-06-26,244.13164442281953,462.2004579275597,162.68490703455484,-45.93408808176093
2023-07-03,252.38658851211227,-111.74760218902122,162.01242236554435,-62.93374353445245
2023-07-10,-29.83324617788014,-1840.5917532931815,161.6669305076914,9.307628780179584
2023-07-17,269.54515145267237,333.72518460762,163.67128383306726,-84.95175848467511
2023-07-24,159.5494718517316,554.8638811031533,162.89590460868624,73.55614265717236
2023-07-31,158.36609160083037,545.226522124973,162.085986460041,35.23954409582302
2023-08-07,181.43798787013992,-451.01083881112487,161.2502697093302,-48.03516792478632
2023-08-14,195.7982023201285,559.4374673461971,161.7232773853823,-106.88683692424149
