,Buy & Hold,Momentum (MACD),Mean-Rev (RSI),Regime (Vol)
2005-05-09,0.009747778802853099,0.0,0.009747778802853099,0.009747778802853099
2005-05-10,0.006294204776150412,0.0,0.003147102388075206,0.006294204776150412
2005-05-11,-0.0007080479671137609,-0.0,-0.00035402398355688044,-0.0
2005-05-12,0.00027276586347724056,0.0,0.00013638293173862028,0.00027276586347724056
2005-05-13,-0.006085536324532776,-0.0,-0.003042768162266388,-0.006085536324532776
2005-05-16,0.00027867176879060526,0.0,0.00013933588439530263,0.00027867176879060526
2005-05-17,-0.0014309541920648735,-0.0,-0.0007154770960324367,-0.0014309541920648735
2005-05-18,0.0023896957629291264,0.0,0.0011948478814645632,0.0023896957629291264
2005-05-19,-0.004591028780977216,-0.0,-0.002295514390488608,-0.004591028780977216
2005-05-20,0.0035378861385413946,0.0,0.0017689430692706973,0.0035378861385413946
2005-05-23,0.00956337930164108,0.0,0.00478168965082054,0.00956337930164108
2005-05-24,-0.0003128223223385132,-0.0,-0.0001564111611692566,-0.0003128223223385132
2005-05-25,0.002948276042888143,0.0,0.0014741380214440714,0.0
2005-05-26,0.004692414054453819,0.004692414054453819,0.0023462070272269094,0.004692414054453819
2005-05-27,-0.0020937081774280372,-0.0020937081774280372,-0.0010468540887140186,-0.0020937081774280372
2005-05-30,0.001759764884022112,0.001759764884022112,0.000879882442011056,0.001759764884022112
2005-05-31,0.0004745813241273396,0.0004745813241273396,0.0002372906620636698,0.0004745813241273396
2005-06-01,0.0009631646563959431,0.0009631646563959431,0.00048158232819797155,0.0009631646563959431
2005-06-02,-0.003950790471614266,-0.003950790471614266,-0.001975395235807133,-0.003950790471614266
2005-06-03,0.000538118372355867,0.000538118372355867,0.0002690591861779335,0.000538118372355867
2005-06-06,0.0031408360257692454,0.0031408360257692454,0.0015704180128846227,0.0031408360257692454
2005-06-07,0.008340988241136934,0.008340988241136934,0.004170494120568467,0.008340988241136934
2005-06-08,0.006124243521623364,0.006124243521623364,0.003062121760811682,0.006124243521623364
2005-06-09,0.01357533111195958,0.01357533111195958,0.00678766555597979,0.0
2005-06-10,-0.005225894023089273,-0.005225894023089273,-0.0026129470115446364,-0.005225894023089273
2005-06-13,0.0067248204803831155,0.0067248204803831155,0.0,0.0
2005-06-14,0.0017386513134600647,0.0017386513134600647,0.0008693256567300323,0.0017386513134600647
2005-06-15,0.01584524404542931,0.01584524404542931,0.007922622022714656,0.0
2005-06-16,-0.006429201628294775,-0.006429201628294775,-0.0032146008141473877,-0.006429201628294775
2005-06-17,-0.006608764939926362,-0.006608764939926362,-0.003304382469963181,-0.0
2005-06-20,-0.004556113279408168,-0.004556113279408168,-0.002278056639704084,-0.004556113279408168
2005-06-21,-0.016713418532967705,-0.016713418532967705,-0.008356709266483853,-0.016713418532967705
2005-06-22,-0.00452406693068486,-0.00452406693068486,-0.00226203346534243,-0.00452406693068486
2005-06-23,-0.006479030336779983,-0.006479030336779983,-0.0032395151683899913,-0.0
2005-06-24,0.0017390922966608268,0.0017390922966608268,0.0008695461483304134,0.0017390922966608268
2005-06-27,0.003317188118677506,0.003317188118677506,0.001658594059338753,0.003317188118677506
2005-06-28,0.015865258042561357,0.015865258042561357,0.007932629021280679,0.015865258042561357
2005-06-29,0.00929768161567935,0.00929768161567935,0.004648840807839675,0.00929768161567935
2005-06-30,-0.005031703095230713,-0.005031703095230713,-0.0025158515476153566,-0.0
2005-07-01,-0.0078060180868337005,-0.0078060180868337005,-0.0039030090434168502,-0.0
2005-07-04,0.00486385723835296,0.00486385723835296,0.00243192861917648,0.00486385723835296
2005-07-05,-0.011233948843051251,-0.011233948843051251,-0.0056169744215256254,-0.0
2005-07-06,0.017158647953608958,0.017158647953608958,0.008579323976804479,0.017158647953608958
2005-07-07,0.012540906003260568,0.012540906003260568,0.006270453001630284,0.0
2005-07-08,-0.00456603461355146,-0.00456603461355146,-0.00228301730677573,-0.0
2005-07-11,-0.017053371453002297,-0.017053371453002297,-0.008526685726501148,-0.0
2005-07-12,0.015443169994224949,0.015443169994224949,0.007721584997112474,0.015443169994224949
2005-07-13,-0.0009344152074766796,-0.0009344152074766796,-0.0004672076037383398,-0.0
2005-07-14,0.014121630552515288,0.014121630552515288,0.007060815276257644,0.0
2005-07-15,-0.017870620011069826,-0.017870620011069826,-0.008935310005534913,-0.017870620011069826
2005-07-18,-0.00696040269053941,-0.00696040269053941,-0.003480201345269705,-0.0
2005-07-19,0.00046227831570963074,0.00046227831570963074,0.00023113915785481537,0.0
2005-07-20,0.0009306168386543452,0.0009306168386543452,0.0004653084193271726,0.0009306168386543452
2005-07-21,-0.004439360467492163,-0.004439360467492163,-0.0022196802337460814,-0.004439360467492163
2005-07-22,0.006838912801107179,0.006838912801107179,0.0034194564005535894,0.006838912801107179
2005-07-25,-0.01037143336066395,-0.01037143336066395,-0.005185716680331975,-0.01037143336066395
2005-07-26,-0.001047457178922512,-0.001047457178922512,-0.000523728589461256,-0.001047457178922512
2005-07-27,0.001566883225754646,0.001566883225754646,0.000783441612877323,0.0
2005-07-28,0.005170372504723184,0.005170372504723184,0.002585186252361592,0.005170372504723184
2005-07-29,0.006812533099240608,0.006812533099240608,0.003406266549620304,0.006812533099240608
2005-08-01,-0.009590421280102311,-0.009590421280102311,-0.004795210640051156,-0.009590421280102311
2005-08-02,-0.013443511090117391,-0.013443511090117391,-0.0067217555450586955,-0.013443511090117391
2005-08-03,0.012691243204064244,0.012691243204064244,0.006345621602032122,0.0
2005-08-04,0.003730959848204458,0.0,0.001865479924102229,0.0
2005-08-05,-0.0068108181871067985,-0.0,-0.0034054090935533993,-0.0
2005-08-08,0.015053323849542988,0.0,0.007526661924771494,0.015053323849542988
2005-08-09,0.0015801341027838858,0.0,0.0007900670513919429,0.0015801341027838858
2005-08-10,0.011887406124902996,0.0,0.005943703062451498,0.0
2005-08-11,0.0010771355297208981,0.0010771355297208981,0.0005385677648604491,0.0010771355297208981
2005-08-12,0.02012632425007413,0.02012632425007413,0.010063162125037065,0.0
2005-08-15,0.019951259739459735,0.019951259739459735,0.009975629869729868,0.019951259739459735
2005-08-16,-0.0026716299687246526,-0.0026716299687246526,-0.0013358149843623263,-0.0
2005-08-17,0.011821113275086295,0.011821113275086295,0.005910556637543148,0.0
2005-08-18,0.008007788625943759,0.008007788625943759,0.004003894312971879,0.008007788625943759
2005-08-19,0.016129578323809457,0.016129578323809457,0.008064789161904728,0.016129578323809457
2005-08-22,-0.011242193484045674,-0.011242193484045674,-0.005621096742022837,-0.011242193484045674
2005-08-23,0.008638320486193592,0.008638320486193592,0.004319160243096796,0.0
2005-08-24,0.01282464482757554,0.01282464482757554,0.00641232241378777,0.01282464482757554
2005-08-25,-0.020490454383431344,-0.020490454383431344,-0.010245227191715672,-0.020490454383431344
2005-08-26,-0.015007596307096804,-0.015007596307096804,-0.007503798153548402,-0.0
2005-08-29,-0.02660937514866191,-0.02660937514866191,-0.013304687574330955,-0.0
2005-08-30,-0.0036762924071895844,-0.0036762924071895844,-0.0018381462035947922,-0.0
2005-08-31,0.010726234552369367,0.010726234552369367,0.005363117276184683,0.0
2005-09-01,0.021530853113951677,0.021530853113951677,0.010765426556975839,0.021530853113951677
2005-09-02,0.0015099998473639396,0.0015099998473639396,0.0007549999236819698,0.0015099998473639396
2005-09-05,0.023545026256376823,0.023545026256376823,0.011772513128188411,0.0
2005-09-06,-0.020854751689872043,-0.020854751689872043,-0.010427375844936021,-0.020854751689872043
2005-09-07,-0.026885405429149654,-0.026885405429149654,-0.013442702714574827,-0.0
2005-09-08,-0.0005663478192889063,-0.0005663478192889063,-0.00028317390964445314,-0.0
2005-09-09,0.00672702719133875,0.00672702719133875,0.003363513595669375,0.0
2005-09-12,-0.00011493932908728817,-0.00011493932908728817,-5.746966454364409e-05,-0.00011493932908728817
2005-09-13,-0.03045787463669365,-0.03045787463669365,-0.015228937318346824,-0.03045787463669365
2005-09-14,-0.0011255868157827482,-0.0011255868157827482,-0.0005627934078913741,-0.0011255868157827482
2005-09-15,-0.020752125478234604,-0.020752125478234604,-0.010376062739117302,-0.0
2005-09-16,0.011587195843905879,0.0,0.0057935979219529395,0.011587195843905879
2005-09-19,0.006354272084305602,0.0,0.003177136042152801,0.0
2005-09-20,-0.01418542773220814,-0.0,-0.00709271386610407,-0.01418542773220814
2005-09-21,-0.00750174635306108,-0.0,-0.00375087317653054,-0.00750174635306108
2005-09-22,-0.015241639627679186,-0.0,-0.007620819813839593,-0.015241639627679186
2005-09-23,-0.0005282301785203833,-0.0,-0.0002641150892601917,-0.0005282301785203833
2005-09-26,0.013813448221103065,0.0,0.006906724110551533,0.013813448221103065
2005-09-27,-0.013421426099003333,-0.0,-0.006710713049501667,-0.013421426099003333
2005-09-28,0.007438471136032072,0.0,0.003719235568016036,0.007438471136032072
2005-09-29,-0.006735372823176413,-0.0,-0.0033676864115882066,-0.006735372823176413
2005-09-30,-0.00986743226039769,-0.0,-0.004933716130198845,-0.00986743226039769
2005-10-03,-0.0009579954149385745,-0.0,-0.00047899770746928725,-0.0009579954149385745
2005-10-04,-0.0120817561379893,-0.0,-0.00604087806899465,-0.0120817561379893
2005-10-05,-0.006289173552750192,-0.0,-0.003144586776375096,-0.006289173552750192
2005-10-06,-0.01356297159753464,-0.0,-0.00678148579876732,-0.01356297159753464
2005-10-07,0.023756415582830096,0.0,0.011878207791415048,0.023756415582830096
2005-10-10,0.0008786149042815836,0.0,0.0004393074521407918,0.0008786149042815836
2005-10-11,-0.008616059859066836,-0.0,-0.004308029929533418,-0.0
2005-10-12,0.003082761030019508,0.0,0.001541380515009754,0.003082761030019508
2005-10-13,-0.0009425302923108604,-0.0,-0.0004712651461554302,-0.0009425302923108604
2005-10-14,-0.0021118990735745336,-0.0,-0.0010559495367872668,-0.0021118990735745336
2005-10-17,0.007056114967782401,0.0,0.0035280574838912004,0.007056114967782401
2005-10-18,0.00839926870709469,0.0,0.004199634353547345,0.00839926870709469
2005-10-19,-0.005120821224764697,-0.0,-0.0025604106123823483,-0.005120821224764697
2005-10-20,-0.005387207349900776,-0.0,-0.002693603674950388,-0.005387207349900776
2005-10-21,-0.002278072825867123,-0.0,-0.0011390364129335614,-0.002278072825867123
2005-10-24,-0.021057618527150202,-0.0,-0.010528809263575101,-0.021057618527150202
2005-10-25,-0.016450438992830763,-0.0,-0.008225219496415382,-0.016450438992830763
2005-10-26,0.016522969707205987,0.0,0.008261484853602993,0.0
2005-10-27,0.020755770508626755,0.0,0.010377885254313378,0.0
2005-10-28,-0.0029538222358367577,-0.0,-0.0014769111179183789,-0.0
2005-10-31,0.007790015881237771,0.0,0.0038950079406188855,0.0
2005-11-01,0.004266084124868778,0.0,0.002133042062434389,0.004266084124868778
2005-11-02,0.03697698948939848,0.0,0.01848849474469924,0.03697698948939848
2005-11-03,0.018602601205757907,0.0,0.009301300602878954,0.018602601205757907
2005-11-04,-0.0017091552545651105,-0.0,-0.0008545776272825552,-0.0
2005-11-07,-0.014533779036517553,-0.0,-0.0072668895182587765,-0.0
2005-11-08,-0.02451333283142342,-0.02451333283142342,-0.0,-0.02451333283142342
2005-11-09,0.0037810692058125378,0.0037810692058125378,0.0,0.0037810692058125378
2005-11-10,-0.011539738346534729,-0.011539738346534729,-0.005769869173267364,-0.0
2005-11-11,-0.021500031242209654,-0.021500031242209654,-0.010750015621104827,-0.021500031242209654
2005-11-14,-0.010010545553807785,-0.010010545553807785,-0.005005272776903893,-0.010010545553807785
2005-11-15,-0.01645099027545894,-0.01645099027545894,-0.00822549513772947,-0.0
2005-11-16,0.02681392611776007,0.0,0.013406963058880035,0.02681392611776007
2005-11-17,0.015466691261741697,0.0,0.007733345630870849,0.015466691261741697
2005-11-18,0.00026520715411499144,0.0,0.00013260357705749572,0.0
2005-11-21,0.024097981077500368,0.0,0.012048990538750184,0.024097981077500368
2005-11-22,0.0017136096109551513,0.0,0.0008568048054775757,0.0017136096109551513
2005-11-23,-0.013457259206364635,-0.0,-0.006728629603182317,-0.0
2005-11-24,0.02450646270932017,0.0,0.012253231354660086,0.02450646270932017
2005-11-25,0.009497782572235552,0.0,0.004748891286117776,0.009497782572235552
2005-11-28,-0.016474535039789337,-0.016474535039789337,-0.008237267519894668,-0.0
2005-11-29,-0.002696704136800091,-0.002696704136800091,-0.0013483520684000455,-0.002696704136800091
2005-11-30,-0.013117048918618797,-0.013117048918618797,-0.006558524459309398,-0.013117048918618797
2005-12-01,-0.020630271752949694,-0.020630271752949694,-0.010315135876474847,-0.020630271752949694
2005-12-02,0.015056323180196111,0.015056323180196111,0.007528161590098056,0.015056323180196111
2005-12-05,0.030441578864328203,0.030441578864328203,0.015220789432164102,0.0
2005-12-06,-0.02442128148890421,-0.02442128148890421,-0.012210640744452104,-0.02442128148890421
2005-12-07,0.010810687022001048,0.010810687022001048,0.005405343511000524,0.0
2005-12-08,-0.011203374464485018,-0.011203374464485018,-0.005601687232242509,-0.0
2005-12-09,-0.008003561120866412,-0.008003561120866412,-0.004001780560433206,-0.008003561120866412
2005-12-12,-0.009392921761532195,-0.009392921761532195,-0.004696460880766098,-0.009392921761532195
2005-12-13,-0.013370814781135146,-0.013370814781135146,-0.006685407390567573,-0.013370814781135146
2005-12-14,0.0011609901235146993,0.0,0.0005804950617573497,0.0011609901235146993
2005-12-15,-0.011954378354206029,-0.0,-0.0059771891771030145,-0.011954378354206029
2005-12-16,0.0043474268107629955,0.0,0.0021737134053814978,0.0043474268107629955
2005-12-19,-0.0002988029046648696,-0.0,-0.0001494014523324348,-0.0002988029046648696
2005-12-20,-0.002753831851179962,-0.0,-0.001376915925589981,-0.002753831851179962
2005-12-21,-0.011000827393027405,-0.0,-0.005500413696513703,-0.011000827393027405
2005-12-22,-0.006770257168878916,-0.0,-0.003385128584439458,-0.006770257168878916
2005-12-23,0.009468815721982455,0.0,0.0047344078609912275,0.009468815721982455
2005-12-26,0.0063108738051194805,0.0,0.0031554369025597402,0.0063108738051194805
2005-12-27,-0.010741919393764638,-0.0,-0.005370959696882319,-0.010741919393764638
2005-12-28,0.0015288862150484946,0.0,0.0007644431075242473,0.0015288862150484946
2005-12-29,0.008533877167928,0.0,0.004266938583964,0.008533877167928
2005-12-30,-0.017391218164347525,-0.0,-0.008695609082173763,-0.017391218164347525
2006-01-02,0.006674066390594023,0.0,0.0033370331952970113,0.006674066390594023
2006-01-03,-0.007011812389978559,-0.0,-0.0035059061949892795,-0.0
2006-01-04,0.006605383115390502,0.0,0.003302691557695251,0.006605383115390502
2006-01-05,-0.007663993690879343,-0.0,-0.0038319968454396717,-0.007663993690879343
2006-01-06,-0.018288920097662097,-0.0,-0.009144460048831049,-0.018288920097662097
2006-01-09,-0.01821905327076867,-0.0,-0.009109526635384335,-0.01821905327076867
2006-01-10,0.0009921881124437643,0.0,0.0004960940562218822,0.0
2006-01-11,0.0034409188594649834,0.0,0.0034409188594649834,0.0
2006-01-12,-0.00971824039401704,-0.0,-0.00971824039401704,-0.00971824039401704
2006-01-13,0.007478397574387781,0.0,0.007478397574387781,0.007478397574387781
2006-01-16,-0.017567556849745692,-0.0,-0.017567556849745692,-0.017567556849745692
2006-01-17,-0.0003732731695574528,-0.0,-0.0003732731695574528,-0.0003732731695574528
2006-01-18,-0.013079323548408212,-0.0,-0.013079323548408212,-0.0
2006-01-19,-0.007014015523675326,-0.0,-0.007014015523675326,-0.007014015523675326
2006-01-20,0.0009236599405357557,0.0,0.0009236599405357557,0.0009236599405357557
2006-01-23,-0.008653452624090367,-0.0,-0.008653452624090367,-0.008653452624090367
2006-01-24,-0.0035969054377124983,-0.0,-0.0035969054377124983,-0.0035969054377124983
2006-01-25,0.010434571063641327,0.0,0.010434571063641327,0.010434571063641327
2006-01-26,-0.005408792253969958,-0.0,-0.005408792253969958,-0.005408792253969958
2006-01-27,0.008552177790999928,0.0,0.008552177790999928,0.008552177790999928
2006-01-30,-0.010553288495858501,-0.0,-0.010553288495858501,-0.010553288495858501
2006-01-31,0.005612662125657006,0.0,0.002806331062828503,0.005612662125657006
2006-02-01,0.014174698011387044,0.0,0.007087349005693522,0.014174698011387044
2006-02-02,-0.024727456171590743,-0.0,-0.012363728085795372,-0.024727456171590743
2006-02-03,-0.00952540292289344,-0.0,-0.00476270146144672,-0.00952540292289344
2006-02-06,0.007447333720641473,0.0,0.0037236668603207366,0.0
2006-02-07,-0.0020048619898765624,-0.0,-0.0010024309949382812,-0.0020048619898765624
2006-02-08,0.0045867271584805035,0.0,0.0022933635792402518,0.0045867271584805035
2006-02-09,-0.006143055322493111,-0.0,-0.0030715276612465555,-0.006143055322493111
2006-02-10,0.0013090746247624273,0.0,0.0006545373123812136,0.0013090746247624273
2006-02-13,-0.0011588598978168128,-0.0,-0.0005794299489084064,-0.0011588598978168128
2006-02-14,0.011562747035953646,0.0,0.005781373517976823,0.011562747035953646
2006-02-15,0.0029017708743956975,0.0,0.0014508854371978487,0.0029017708743956975
2006-02-16,0.0035831068552600195,0.0,0.0017915534276300097,0.0035831068552600195
2006-02-17,-0.0033388550418385,-0.0,-0.00166942752091925,-0.0033388550418385
2006-02-20,-0.003863511657272876,-0.0,-0.001931755828636438,-0.003863511657272876
2006-02-21,-0.0032585356098206826,-0.0,-0.0016292678049103413,-0.0032585356098206826
2006-02-22,0.0036221928394891806,0.0,0.0018110964197445903,0.0036221928394891806
2006-02-23,-0.002933516930818122,-0.0,-0.001466758465409061,-0.002933516930818122
2006-02-24,0.0026194611625753148,0.0,0.0013097305812876574,0.0026194611625753148
2006-02-27,0.015777216012598846,0.0,0.007888608006299423,0.015777216012598846
2006-02-28,0.00798182354486819,0.0,0.003990911772434095,0.00798182354486819
2006-03-01,-0.002438260568777778,-0.0,-0.001219130284388889,-0.0
2006-03-02,0.010453435179872994,0.0,0.005226717589936497,0.010453435179872994
2006-03-03,-0.0031403702067384002,-0.0,-0.0,-0.0031403702067384002
2006-03-06,-0.01664920956551464,-0.0,-0.0,-0.0
2006-03-07,-0.009269117223526848,-0.009269117223526848,-0.0,-0.009269117223526848
2006-03-08,-0.017589767147799612,-0.017589767147799612,-0.008794883573899806,-0.0
2006-03-09,-0.003373463272762251,-0.0,-0.0016867316363811254,-0.003373463272762251
2006-03-10,0.0005893602679896405,0.0,0.00029468013399482025,0.0
2006-03-13,0.01683487651995871,0.0,0.008417438259979355,0.01683487651995871
2006-03-14,0.003919250917635834,0.0,0.001959625458817917,0.003919250917635834
2006-03-15,-0.0018628612799959125,-0.0,-0.0009314306399979562,-0.0
2006-03-16,0.008580496723045733,0.0,0.004290248361522866,0.008580496723045733
2006-03-17,-0.02125807513992981,-0.0,-0.010629037569964904,-0.02125807513992981
2006-03-20,0.0031129357997346685,0.0,0.0015564678998673343,0.0031129357997346685
2006-03-21,0.008878268276129215,0.0,0.0044391341380646075,0.0
2006-03-22,-0.01563026488643274,-0.0,-0.00781513244321637,-0.01563026488643274
2006-03-23,0.01349294640431464,0.0,0.00674647320215732,0.01349294640431464
2006-03-24,0.0043595843101165935,0.0,0.0021797921550582968,0.0
2006-03-27,-0.004255709571288586,-0.0,-0.002127854785644293,-0.0
2006-03-28,0.007205512653341594,0.0,0.003602756326670797,0.007205512653341594
2006-03-29,0.024230005755234565,0.0,0.012115002877617282,0.024230005755234565
2006-03-30,0.0026913044747289565,0.0,0.0013456522373644782,0.0026913044747289565
