,return,true_state,price,viterbi,prob_1,smooth_1,prob_2,smooth_2,signal,ret_strategy,equity_strat,equity_bh
2018-03-20,0.006611869943197336,1,2838.2035790033333,1,0.9862545322084076,0.9988892130269776,0.013745467791592329,0.0011107869730222681,0,0.0,100.0,105.11865107419753
2018-03-21,-0.0034123185632641147,1,2828.518724244378,1,0.9875673786374631,0.9990379656296254,0.012432621362536877,0.0009620343703746735,0,-0.0,100.0,104.75995274979178
2018-03-22,-0.0011659728795866092,1,2825.220748122506,1,0.9897479445443421,0.9991917526026314,0.01025205545565783,0.0008082473973687057,0,-0.0,100.0,104.63780548601873
2018-03-23,0.002576721662387456,1,2832.50055562522,1,0.9903321269823779,0.999187038184218,0.009667873017622064,0.0008129618157819786,0,0.0,100.0,104.90742798611925
2018-03-26,0.002366331633079336,1,2839.20319129071,1,0.9905854422754742,0.9990259884989126,0.009414557724525801,0.0009740115010874303,0,0.0,100.0,105.15567375150778
2018-03-27,-0.007692224452302485,1,2817.3634030776084,1,0.9794421030454047,0.9983963890092598,0.02055789695459534,0.0016036109907402961,0,-0.0,100.0,104.3467927065781
2018-03-28,-0.0017238719365921542,1,2812.506629371861,1,0.9870501203002034,0.999003375979548,0.01294987969979658,0.0009966240204519765,0,-0.0,100.0,104.16691219895782
2018-03-29,-0.00016771426999605482,1,2812.034931875657,1,0.989920552334228,0.9991965320875492,0.010079447665771922,0.0008034679124508874,0,-0.0,100.0,104.14944192132063
2018-03-30,0.0032243051408872305,1,2821.1017905628582,1,0.9900447020920311,0.9991614634832391,0.009955297907968917,0.0008385365167608335,0,0.0,100.0,104.48525150232808
2018-04-02,0.0023453023443365862,1,2827.7181272058774,1,0.9905117131009232,0.9990134892434057,0.009488286899076718,0.0009865107565942158,0,0.0,100.0,104.73030100762509
2018-04-03,0.00035332450540299676,1,2828.7172293145913,1,0.9909451394760261,0.9983760815506416,0.009054860523973838,0.0016239184493584953,0,0.0,100.0,104.7673047894293
2018-04-04,-0.010712627291794249,1,2798.4142359230673,1,0.9593615622570505,0.9959461506547074,0.04063843774294951,0.004053849345292687,0,-0.0,100.0,103.64497170085434
2018-04-05,0.0006409167473046988,1,2800.2077864727657,1,0.9822113477434901,0.9972422531326591,0.01778865225650988,0.002757746867340948,0,0.0,100.0,103.71139949899133
2018-04-06,0.0011613812596461587,1,2803.459895319091,1,0.9886274541919257,0.9958957209778945,0.011372545808074286,0.004104279022105551,0,0.0,100.0,103.83184797478116
2018-04-09,0.015579452674911717,1,2847.1362660842283,1,0.8780491203887448,0.9893528107794923,0.12195087961125506,0.010647189220507577,0,0.0,100.0,105.4494913364529
2018-04-10,-0.0003541657886867352,1,2846.127907823052,1,0.9570038831694807,0.9962469652752245,0.04299611683051923,0.0037530347247756073,0,-0.0,100.0,105.4121447341871
2018-04-11,0.002609284054001675,1,2853.5542639885834,1,0.9806896250130364,0.9979708780136162,0.01931037498696364,0.0020291219863838306,0,0.0,100.0,105.68719496254013
2018-04-12,0.007656936887090124,1,2875.403748891831,1,0.9790512809539023,0.9978759960681112,0.020948719046097696,0.0021240039318887313,0,0.0,100.0,106.49643514414188
2018-04-13,0.005311598196120646,1,2890.676738257563,1,0.9842214456297529,0.997962592510262,0.015778554370247087,0.002037407489737987,0,0.0,100.0,107.06210141694679
2018-04-16,0.009216765865616596,1,2917.319428947267,1,0.9744692746112892,0.9971014187548899,0.025530725388710925,0.002898581245110025,0,0.0,100.0,108.04886773878768
2018-04-17,-0.007611106376753685,1,2895.1154004385794,1,0.9698957170934661,0.9971761641211484,0.03010428290653392,0.0028238358788515326,0,-0.0,100.0,107.22649631253998
2018-04-18,-0.00514321795078413,1,2880.2251909414517,1,0.9780305444759442,0.9979775564963709,0.021969455524055815,0.0020224435036290934,0,-0.0,100.0,106.67500707190563
2018-04-19,-0.0025977863776166315,1,2872.7429811759557,1,0.9858278873412378,0.9983404361357403,0.014172112658762155,0.0016595638642597477,0,-0.0,100.0,106.39788819170207
2018-04-20,-0.008503980586396795,1,2848.3132306343277,1,0.9722534989081234,0.9976661868039401,0.027746501091876652,0.0023338131960598933,0,-0.0,100.0,105.49308261608621
2018-04-23,0.001211377848836164,1,2851.7636141884645,1,0.9858242958555851,0.9985518253630551,0.014175704144414929,0.0014481746369448872,0,0.0,100.0,105.62087459957277
2018-04-24,-0.004716545405402819,1,2838.313141616669,1,0.9854529573670939,0.9982267069400501,0.014547042632906066,0.0017732930599498502,0,-0.0,100.0,105.12270894876552
2018-04-25,0.010099606430105237,1,2866.978987272393,1,0.9702349483868021,0.9974622045598848,0.0297650516131979,0.0025377954401152977,0,0.0,100.0,106.18440693601457
2018-04-26,-0.0038995197540174224,1,2855.7991460771714,1,0.9812340232310932,0.9984404832619205,0.01876597676890683,0.0015595167380796117,0,-0.0,100.0,105.77033874359894
2018-04-27,-0.0011323690972340535,1,2852.565327376246,1,0.9879407984012828,0.998825078921643,0.012059201598717175,0.0011749210783571068,0,-0.0,100.0,105.65056768060171
2018-04-30,0.005681103304218019,1,2868.771045683101,1,0.9868527080460957,0.9984884988373468,0.01314729195390425,0.0015115011626531116,0,0.0,100.0,106.25077946974449
2018-05-01,-0.006585185898603731,1,2849.879655046746,1,0.9813215096226118,0.9978046836282819,0.018678490377388304,0.0021953163717179933,0,-0.0,100.0,105.55109833506467
2018-05-02,-0.008844899407367365,1,2824.672756174755,1,0.9665888020915934,0.9973832391248767,0.033411197908406694,0.0026167608751233515,0,-0.0,100.0,104.61750948795387
2018-05-03,0.0019078031511938253,1,2830.0616757600765,1,0.9839813766018566,0.9987374105897082,0.016018623398143392,0.0012625894102917315,0,0.0,100.0,104.81709910222506
2018-05-04,0.002359296765490541,1,2836.738631117836,1,0.9887745934245729,0.9990631589373618,0.011225406575427144,0.0009368410626382367,0,0.0,100.0,105.06439374510504
2018-05-07,0.0054909372306638626,1,2852.314984881103,1,0.9874427838267935,0.9990057663898394,0.012557216173206568,0.0009942336101604924,0,0.0,100.0,105.64129573633716
2018-05-08,0.003931649393701386,1,2863.5292873620565,1,0.9887712339802397,0.9991246752903468,0.011228766019760245,0.0008753247096531337,0,0.0,100.0,106.05664027266877
2018-05-09,0.0025819080393991163,1,2870.922656650152,1,0.9900490681948084,0.9991963260526835,0.009950931805191528,0.0008036739473165697,0,0.0,100.0,106.33046876482044
2018-05-10,-0.003280148329470945,1,2861.5056044939006,1,0.9889765574041036,0.9991293423019583,0.011023442595896368,0.0008706576980417261,0,-0.0,100.0,105.98168905532965
2018-05-11,0.0021935221829660215,1,2867.7823805140397,1,0.9902644497255298,0.999165194073215,0.009735550274470166,0.0008348059267850024,0,0.0,100.0,106.21416224126072
2018-05-14,0.0025584348397920875,1,2875.1194148692884,1,0.9904883057043402,0.9989691099589897,0.009511694295659859,0.001030890041010234,0,0.0,100.0,106.48590425441809
2018-05-15,-0.003486108508158207,1,2865.0964366151416,1,0.9889047862695991,0.998229660764156,0.011095213730400878,0.0017703392358440883,0,-0.0,100.0,106.11468283759784
2018-05-16,0.011994647066868539,1,2899.462257184883,1,0.957277126084774,0.9963831278642671,0.042722873915226015,0.0036168721357328747,0,0.0,100.0,107.38749100684753
2018-05-17,0.0036429975254707253,1,2910.0249910130033,1,0.9795850008194734,0.998150586331143,0.020414999180526503,0.00184941366885707,0,0.0,100.0,107.77870337085199
2018-05-18,-0.005048090021363929,1,2895.3349228939505,1,0.9822768304082266,0.9984568909793747,0.017723169591773447,0.0015431090206252619,0,-0.0,100.0,107.23462677385002
2018-05-21,0.005522507622454713,1,2911.3244320751924,1,0.9850270957611468,0.9986888611819651,0.014972904238853202,0.0013111388180348249,0,0.0,100.0,107.82683081759971
2018-05-22,0.0065802567754659315,1,2930.481694394935,1,0.9840203747185249,0.9987503920101799,0.015979625281475097,0.0012496079898200783,0,0.0,100.0,108.53635905166425
2018-05-23,0.0032766855616189897,1,2940.083961451548,1,0.9882471979057322,0.9990883888432625,0.011752802094267791,0.0009116111567374967,0,0.0,100.0,108.89199857227956
2018-05-24,-0.000672328696017223,1,2938.1072586355644,1,0.9901268422585184,0.9991990206141551,0.009873157741481526,0.0008009793858448454,0,-0.0,100.0,108.81878735687276
2018-05-25,-0.003722416986144938,1,2927.1703982689037,1,0.988512528605287,0.999119087157634,0.011487471394712906,0.0008809128423661198,0,-0.0,100.0,108.41371845440383
2018-05-28,0.0003373897435153748,1,2928.1579955388015,1,0.9903933320412105,0.9992351849257599,0.009606667958789545,0.0007648150742399781,0,0.0,100.0,108.45029613106672
2018-05-29,0.0028469118488998633,1,2936.4942032317513,1,0.9903917756999747,0.9991755698570977,0.009608224300025297,0.000824430142902346,0,0.0,100.0,108.75904456413895
2018-05-30,0.0008780113512674422,1,2939.0724784751196,1,0.9909169538998048,0.9989709056902739,0.009083046100195169,0.00102909430972616,0,0.0,100.0,108.85453623981924
2018-05-31,0.009521204462943902,1,2967.055988474092,1,0.9774299839026284,0.9980915183291057,0.022570016097371547,0.0019084816708942315,0,0.0,100.0,109.89096253607748
2018-06-01,0.004554004086590038,1,2980.567973570745,1,0.9848411629610634,0.9986634773025809,0.015158837038936614,0.0013365226974191824,0,0.0,100.0,110.3914064285461
2018-06-04,-0.004342945338497695,1,2967.6235297838502,1,0.9857392494977432,0.9987217226302263,0.01426075050225685,0.0012782773697736453,0,-0.0,100.0,109.91198258458705
2018-06-05,-0.005625354988366674,1,2950.929593956986,1,0.9834802736102366,0.9986939515501311,0.01651972638976335,0.0013060484498688201,0,-0.0,100.0,109.29368866507356
2018-06-06,0.003694834491459112,1,2961.8327904026064,1,0.9877468823406579,0.999042969247632,0.012253117659342153,0.0009570307523679348,0,0.0,100.0,109.69751075565209
2018-06-07,-0.0005407767119551054,1,2960.231100204852,1,0.9900254280586898,0.9991695369657076,0.009974571941310293,0.0008304630342923874,0,-0.0,100.0,109.63818889647598
2018-06-08,0.005084002964552552,1,2975.2809238940536,1,0.9884231502019565,0.9990454361920513,0.011576849798043522,0.0009545638079486536,0,0.0,100.0,110.19558977385384
2018-06-11,0.003639425747441269,1,2986.1092378943445,1,0.9893116836404354,0.9990316142900707,0.01068831635956459,0.0009683857099292496,0,0.0,100.0,110.59663844053127
2018-06-12,0.00036302652405876336,1,2987.193274751437,1,0.9906154205824076,0.9987762315156146,0.009384579417592446,0.0012237684843854819,0,0.0,100.0,110.63678795375694
2018-06-13,-0.00428076230841043,1,2974.405810372944,1,0.98796170477814,0.9975131706356228,0.012038295221859906,0.0024868293643772322,0,-0.0,100.0,110.16317816196089
2018-06-14,-0.008289083348115187,1,2949.7507126996443,1,0.9749716288831893,0.9946220548032783,0.025028371116810753,0.005377945196721688,0,-0.0,100.0,109.25002639628312
2018-06-15,0.002084562464781224,1,2955.8996523157994,1,0.9863146877250836,0.9923213142605419,0.013685312274916483,0.00767868573945807,0,0.0,100.0,109.47776490058516
2018-06-18,-0.0066744326722719275,1,2936.1706991004253,1,0.9807559866835656,0.9812466330441139,0.019244013316434418,0.018753366955886225,0,-0.0,100.0,108.74706292964538
2018-06-19,-0.0045031446172067975,1,2922.948697821571,1,0.9839150632415091,0.9609299139850275,0.016084936758490796,0.03907008601497238,0,-0.0,100.0,108.2573591785767
2018-06-20,0.0017223506356731674,1,2927.983040369304,1,0.9889876726220144,0.9064657926294756,0.01101232737798556,0.0935342073705244,0,0.0,100.0,108.44381630997421
2018-06-21,0.0016552179611499975,3,2932.829490487665,1,0.9904236695261716,0.7094814008150174,0.009576330473828413,0.2905185991849826,0,0.0,100.0,108.62331446250613
2018-06-22,-0.02837425744576558,3,2849.612631480035,2,0.004498083897386131,0.00010674912643118017,0.9955019161026138,0.9998932508735687,1,-0.0,100.0,105.54120857333461
2018-06-25,0.027276281079381924,3,2927.3394665836413,2,4.406286009289781e-05,1.0431069031763222e-06,0.9999559371399072,0.9999989568930968,1,0.027276281079381924,102.72762810793819,108.41998024383857
2018-06-26,0.026545051300872573,3,3005.0458428991724,2,6.44660905532784e-05,3.1833289867853736e-06,0.9999355339094467,0.9999968166710131,1,0.026545051300872573,105.45453826608036,111.29799418145083
2018-06-27,0.013075881680216495,3,3044.3394667845487,2,0.03015615144806407,0.001398770889691669,0.969843848551936,0.9986012291103084,1,0.013075881680216495,106.8334493310895,112.75331358461291
2018-06-28,0.013044648772805222,3,3084.0518058739426,2,0.04698939052304592,0.0018271929948371186,0.953010609476954,0.998172807005163,1,0.013044648772805222,108.22705415480085,114.22414095829416
2018-06-29,0.0130761921576512,3,3124.3794599117014,2,0.055940980342179696,0.0013972924000303605,0.9440590196578204,0.9986027075999696,1,0.0130761921576512,109.64225191158555,115.71775777450746
2018-07-02,0.09651828726636805,3,3425.939214152599,2,6.688074728759887e-49,1.5969642499614532e-50,1.0,1.0,1,0.09651828726636805,120.22473427811946,126.88663756120737
2018-07-03,0.02405004408733006,3,3508.3332032934823,2,0.0002807391529831589,1.4041971218743244e-05,0.9997192608470168,0.9999859580287813,1,0.02405004408733006,123.11614443789578,129.9382667886475
2018-07-04,0.01648478128264495,3,3566.1673088164166,2,0.009759272728730943,0.0014385547509588863,0.9902407272712691,0.9985614452490411,1,0.01648478128264495,125.14568715131702,132.0802706969043
2018-07-05,-0.0191206303634393,3,3497.9799418903567,2,0.002143772995750352,0.007844615186083807,0.9978562270042497,0.9921553848139161,1,-0.0191206303634393,122.75282272571808,129.5548126626058
2018-07-06,-0.0057204651685002226,3,3477.9698694726603,2,0.11167018113276521,0.20454181143506814,0.8883298188672347,0.795458188564932,1,-0.0057204651685002226,122.05061947898052,128.81369886935778
2018-07-09,0.014687951400041052,1,3529.054121886282,2,0.05813070298744394,0.28965757421263605,0.9418692970125561,0.710342425787364,1,0.014687951400041052,123.84329304623269,130.70570821801044
2018-07-10,-0.010403591155550488,1,3492.3392856363666,2,0.08854295850014067,0.5425891790111097,0.9114570414998593,0.4574108209888903,1,-0.010403591155550488,122.55487805802268,129.34589946801358
2018-07-11,-0.002031591194736601,1,3485.244279894635,1,0.3346998490749933,0.8445323205951835,0.6653001509250067,0.1554676794048164,0,-0.002031591194736601,122.30589664688797,129.08312147757908
2018-07-12,0.007333703581804197,1,3510.804028353561,1,0.5399612761889142,0.9345990421214366,0.46003872381108585,0.06540095787856333,0,0.0,122.30589664688797,130.02977882790967
2018-07-13,-0.0034918222555598093,1,3498.544924712447,1,0.7793889564292156,0.9770767664342624,0.2206110435707844,0.02292323356573749,0,-0.0,122.30589664688797,129.57573795231286
2018-07-16,0.004877586493608055,1,3515.609380184506,1,0.906734633320772,0.9913813319031727,0.09326536667922794,0.008618668096827419,0,0.0,122.30589664688797,130.20775482164836
2018-07-17,0.0010734310394228826,1,3519.3831444156826,1,0.9664840615614553,0.9961883479677959,0.03351593843854476,0.0038116520322040246,0,0.0,122.30589664688797,130.3475238672475
2018-07-18,-0.0031096020856349028,1,3508.4392632496592,1,0.9813784503788604,0.9967337695603367,0.018621549621139617,0.00326623043966332,0,-0.0,122.30589664688797,129.94219493517255
2018-07-19,-0.011350855519945642,1,3468.615476072008,1,0.9382384160838919,0.9949620513215954,0.06176158391610815,0.005037948678404556,0,-0.0,122.30589664688797,128.4672398545188
2018-07-20,0.0019187258886165658,1,3475.270798383603,1,0.9756160833203121,0.9979726120488086,0.024383916679687832,0.0020273879511913243,0,0.0,122.30589664688797,128.71373327346677
2018-07-23,-0.003955124430596204,1,3461.5256699459783,1,0.9830596009978053,0.9986831174560888,0.016940399002194764,0.001316882543911225,0,-0.0,122.30589664688797,128.20465444244365
2018-07-24,0.00011158135119860592,1,3461.9119116574398,1,0.9888577303064991,0.9990871396680171,0.011142269693500854,0.0009128603319828862,0,0.0,122.30589664688797,128.2189596910163
2018-07-25,0.003829923673882743,1,3475.1707700447937,1,0.9892969522316326,0.9990607768719153,0.010703047768367415,0.0009392231280847491,0,0.0,122.30589664688797,128.71002852017753
2018-07-26,0.00599453116502073,1,3496.002789529596,1,0.9868599289500591,0.9988729541763027,0.013140071049940834,0.0011270458236972527,0,0.0,122.30589664688797,129.48158479739246
2018-07-27,-0.0020496718669657374,1,3488.8371309650634,1,0.9890369161263608,0.9988710687728806,0.01096308387363927,0.001128931227119448,0,-0.0,122.30589664688797,129.2161900357431
2018-07-30,-0.003119975395442272,1,3477.952044957747,1,0.9888075021541817,0.9983416779333858,0.011192497845818368,0.0016583220666142727,0,-0.0,122.30589664688797,128.81303870213878
2018-07-31,-0.006765303726010271,1,3454.4226430291096,1,0.9817568528838857,0.9967676070709094,0.018243147116114376,0.0032323929290907056,0,-0.0,122.30589664688797,127.9415793714485
2018-08-01,0.0063071716823286566,1,3476.210279702018,1,0.9832885468753564,0.9949323709221773,0.016711453124643602,0.005067629077822556,0,0.0,122.30589664688797,128.74852887785252
2018-08-02,0.0135329371820758,1,3523.2536150489113,1,0.9248568455578379,0.9900684133043167,0.07514315444216214,0.00993158669568327,0,0.0,122.30589664688797,130.49087463144116
2018-08-03,0.006994791563306881,1,3547.8980397108458,1,0.9556002833597358,0.9927970452500586,0.0443997166402643,0.007202954749941287,0,0.0,122.30589664688797,131.4036311004017
2018-08-06,0.008401466895119737,1,3577.7055876387367,1,0.9620625984629327,0.9928963539666075,0.03793740153706733,0.007103646033392529,0,0.0,122.30589664688797,132.50761435699025
2018-08-07,-0.003446016793712684,1,3565.376754100774,1,0.979260511373107,0.9920238758272403,0.020739488626892916,0.007976124172759728,0,-0.0,122.30589664688797,132.05099089262126
2018-08-08,0.0034629165688773705,1,3577.7233563368395,1,0.9866546810069436,0.9855206214233114,0.013345318993056347,0.01447937857668848,0,0.0,122.30589664688797,132.50827245692
2018-08-09,0.005447804320576021,1,3597.214093095318,1,0.9867394475136517,0.9621810422282476,0.013260552486348314,0.03781895777175224,0,0.0,122.30589664688797,133.23015159612288
2018-08-10,-0.018647604040414437,1,3530.1346690386777,1,0.5308328379343703,0.8975409052678394,0.46916716206562964,0.10245909473216076,0,-0.0,122.30589664688797,130.745728482914
2018-08-13,-0.005346325848005738,1,3511.261418810655,1,0.7315547653194078,0.9388444948406611,0.2684452346805922,0.06115550515933889,0,-0.0,122.30589664688797,130.04671921520946
2018-08-14,0.010594467823589812,1,3548.4613649324574,1,0.7442086297647164,0.9547137879232118,0.25579137023528364,0.045286212076788235,0,0.0,122.30589664688797,131.4244949974984
2018-08-15,-0.0077808482677637954,1,3520.8513254678955,1,0.8111561123439827,0.970560981927795,0.18884388765601726,0.029439018072204934,0,-0.0,122.30589664688797,130.40190094325538
