,demand,epsilon
2020-07-13,393.5926125767537,-6.531698277237361
2020-07-20,472.5848586673096,54.78157754568471
2020-07-27,464.5042876502741,40.93316193515661
2020-08-03,385.8881164978785,-48.890823949536646
2020-08-10,445.6852185949799,30.8679207777164
2020-08-17,444.13739163119646,32.222327660128315
2020-08-24,419.3957885486756,4.41335898452097
2020-08-31,404.7520074658979,-24.40201371112286
2020-09-07,440.0468012791352,16.759290182538336
2020-09-14,416.0485892955526,1.3461913332229716
2020-09-21,413.5143996603258,-11.618274670807748
2020-09-28,381.4254754657106,-39.54530002776985
2020-10-05,404.6863119661688,-25.00013793916017
2020-10-12,510.0919870952474,97.11251803402091
2020-10-19,393.4399917169493,-23.283386817073026
2020-10-26,457.3902920083906,41.31137353971216
2020-11-02,438.8137103408319,33.4488598221531
2020-11-09,416.4837748889871,-6.47742788165862
2020-11-16,389.7156472995173,-32.89490542228161
2020-11-23,439.2502536657037,19.199119099279127
2020-11-30,457.63492098750754,39.980792321259
2020-12-07,435.7663624403366,29.920069860840727
2020-12-14,348.9370098280999,-66.85653694424649
2020-12-21,480.03135026910076,63.45849543436845
2020-12-28,401.4228739150228,-10.55435339276104
2021-01-04,475.64969516587075,57.26255228253084
2021-01-11,415.2266521007323,-8.81385646741306
2021-01-18,436.32665280746784,-2.535206204637483
2021-01-25,408.16604939312646,-13.579728735191892
2021-02-01,490.1521030077793,67.57659910055169
2021-02-08,522.7523649156121,103.49682407327388
2021-02-15,486.8635631763795,86.05127532936989
2021-02-22,413.06163002950603,-6.673231216001806
2021-03-01,457.28629747808793,36.68399537867762
2021-03-08,395.3140404214919,-49.31838070336099
2021-03-15,472.7437649272112,54.66737457502243
2021-03-22,363.3074907266462,-59.707982696689896
2021-03-29,389.78711975930827,-29.86576254363928
2021-04-05,388.1073005329695,-20.205919090835206
2021-04-12,372.43154255502316,-58.996685590127065
2021-04-19,446.3678533276347,18.84852300076695
2021-04-26,455.82230272273006,27.911983252299617
2021-05-03,418.0539588015729,7.1478333495202895
2021-05-10,352.98350861906636,-81.04443449029462
2021-05-17,394.72260803446915,-11.258881337608052
2021-05-24,398.21245822054146,-27.656112717461205
2021-05-31,375.1758530738969,-66.72870318420287
2021-06-07,367.64130296915835,-42.45333377953475
2021-06-14,356.5502375856929,-57.78678511827932
2021-06-21,435.25081916245546,14.254305511579048
2021-06-28,455.5940045674165,40.628761108578495
2021-07-05,511.3947141546745,106.90134846533584
2021-07-12,447.78449085711276,27.09886110905252
2021-07-19,447.1254640996684,37.748501236929485
2021-07-26,419.9749531666902,-4.760971139661611
2021-08-02,388.34457167901655,-22.461185978645425
2021-08-09,466.64833091779434,31.148986867618934
2021-08-16,409.9463141733523,-2.2211529032853847
2021-08-23,438.6076369020251,21.828252064081806
2021-08-30,476.54465768310615,48.40948550940948
2021-09-06,385.19054391386106,-22.50081292179937
2021-09-13,451.1989271036975,28.92432775765619
2021-09-20,463.35583607442857,30.284408531604328
2021-09-27,470.69381916244754,66.76865150805979
2021-10-04,454.32166332839455,32.47532474307152
2021-10-11,415.5890263558754,-7.0098015866088765
2021-10-18,464.6606227520334,36.84239403426034
2021-10-25,416.6655453598657,9.035052468646471
2021-11-01,505.9130773884508,99.11764351929355
2021-11-08,501.24053639121803,76.02112073504907
2021-11-15,462.7564763091176,39.78662957678572
2021-11-22,431.01285094570693,8.507922442248177
2021-11-29,405.1578631688993,-18.306618926070403
2021-12-06,520.6903608886938,107.49060810447867
2021-12-13,396.5180610035573,-25.804475968052714
2021-12-20,390.73065416098166,-32.20007057200513
2021-12-27,453.71809538988174,40.86160957014539
2022-01-03,523.784454418723,85.12670930727546
2022-01-10,541.9825210782938,117.24419186917594
2022-01-17,439.2078807785865,31.120915750613023
2022-01-24,438.15831416170863,11.592778075370362
2022-01-31,445.56025590018146,35.30707260245467
2022-02-07,445.7384844305374,17.867638393112884
2022-02-14,473.0039287983092,41.41797300823514
2022-02-21,408.58366959804835,-3.209507218434565
2022-02-28,478.8011119670328,49.16735067458953
2022-03-07,376.1176311715977,-48.01017809776731
2022-03-14,480.5310686340773,52.31046703413246
2022-03-21,461.5893554812529,22.62142565471339
2022-03-28,464.63163132728846,47.085512487317175
2022-04-04,450.5604266414678,38.09778828504272
2022-04-11,456.6846961760935,45.57984047234876
2022-04-18,416.4290271257867,4.587129975441071
2022-04-25,444.5902064725524,25.361223566693397
2022-05-02,442.7939099426061,19.38239019443968
2022-05-09,452.1433019937123,29.376394000412095
2022-05-16,512.6489916056364,84.37715911527619
2022-05-23,537.5499806736256,117.41996175484645
2022-05-30,493.4215541464563,58.886213374883155
2022-06-06,419.53290496217966,2.1794732945592377
2022-06-13,490.67984792204425,43.47815625614803
2022-06-20,519.057498363853,92.80082488620288
2022-06-27,433.76683877401035,22.33841433817318
2022-07-04,403.10771411996853,-6.183360899420322
2022-07-11,386.07682777344723,-38.747896378984564
2022-07-18,432.07143512236644,14.306062975624965
2022-07-25,475.7226165430327,48.58261160211182
2022-08-01,410.44145928131474,-14.290916964420724
2022-08-08,434.18481951409484,14.913108640663541
2022-08-15,428.20487623769895,16.672813418382976
2022-08-22,403.8267002283112,-1.0248275248301366
2022-08-29,464.9584328191542,49.42358233982442
2022-09-05,382.1064723259158,-46.457515617318954
2022-09-12,420.5970361513072,-1.5439012899948121
2022-09-19,322.01537043732145,-85.52724177555864
2022-09-26,371.4962474435194,-50.2355618149924
2022-10-03,447.41194591102345,23.558772113735095
2022-10-10,431.9948627095804,20.83343707159173
2022-10-17,520.4063073586126,98.86905629915736
2022-10-24,375.26133432784906,-45.32075285661094
2022-10-31,372.55611662937474,-36.01418039231901
2022-11-07,538.140743946223,114.56287034274004
2022-11-14,483.6401015195446,58.032256255862244
2022-11-21,461.59706137474353,30.766548942990763
2022-11-28,436.30008042701724,5.7620599066681955
2022-12-05,405.6448981547055,-0.5784081657235965
2022-12-12,390.9783717964917,-19.6433778043571
2022-12-19,419.02746684178874,-6.122885830297877
2022-12-26,341.56149598938777,-83.57636351973433
2023-01-02,400.09807682109823,-25.052400041962258
2023-01-09,449.0791363563097,-9.448178550237488
2023-01-16,409.09734423054357,-16.611560876388154
2023-01-23,331.73473082709086,-99.62092557471514
2023-01-30,394.6949430617598,-34.84507457317226
2023-02-06,416.89175121623464,-9.622161296823322
2023-02-13,440.75460343890364,23.90729588530714
2023-02-20,487.6900265197273,60.10033431479463
2023-02-27,361.59532128645856,-50.676426568165716
2023-03-06,487.1593253089468,69.5275113763469
2023-03-13,332.8211362418145,-82.32522827989449
2023-03-20,464.70644196422023,43.887700570357026
2023-03-27,410.2369224847514,-32.90966318198365
2023-04-03,382.58861159956047,-18.73873647452205
2023-04-10,454.60828605973455,27.745684155989395
2023-04-17,455.9472134953612,52.07437220725774
2023-04-24,461.70046841064806,46.41978706854239
2023-05-01,477.6156048459662,46.72609887629248
2023-05-08,442.2434521572018,21.600651966247153
2023-05-15,443.7800106274873,34.55745840678035
2023-05-22,416.41535614263876,3.5683932352384558
2023-05-29,418.2889480916508,-8.507029397695904
2023-06-05,465.50195915396426,52.8056254711356
2023-06-12,461.08699516189404,38.92240926607431
2023-06-19,446.1655500064897,25.709831607451555
2023-06-26,394.83659350544707,-18.64740301849477
2023-07-03,409.10038588617965,-32.339055007073654
2023-07-10,439.0390194222244,12.699829199044252
2023-07-17,368.05676443926495,-31.691809694158955
2023-07-24,437.03262383795305,15.168080690258746
2023-07-31,410.07903267859666,-3.3031026737194527
2023-08-07,475.1319979616914,46.60766461372918
2023-08-14,415.63729742895606,3.5625048132830663
2023-08-21,411.9020990775293,-6.9505365078017824
2023-08-28,380.23237713779787,-44.81749565200672
2023-09-04,466.8155418962963,38.157989954595045
2023-09-11,475.1654520322276,67.16841610278541
2023-09-18,401.28906718996126,-15.365920451629282
2023-09-25,419.8825305408437,4.63198365245323
2023-10-02,390.1465385378373,-23.320169136425598
2023-10-09,367.33441271661314,-70.32012968619784
2023-10-16,376.1606931426144,-47.88912396699518
2023-10-23,370.3710175671627,-37.02014288948687
2023-10-30,460.65299458270243,31.474375112154664
2023-11-06,434.613938541255,-6.607623428871385
2023-11-13,434.3661655444876,4.041512938976168
2023-11-20,501.3618791444849,96.55557880402496
2023-11-27,437.68643706194786,22.52877779061038
2023-12-04,420.30694404798464,-12.362167443881571
2023-12-11,461.84683089255486,48.92352554874264
2023-12-18,437.65242292673906,13.214228645276776
2023-12-25,429.7857739186255,2.0394333843321197
